"Date","Avant.Visites","Apres.Visites","Chaine","Heure","GRP","BudgetNet","Format","weekday","nthweek","month"
2014-02-01,169,147,"SerieClub","13",0.09,40,30,6,4,2
2014-02-01,603,713,"M6","14",2.22,1195.56,20,6,4,2
2014-02-01,306,353,"Teva","14",0.1,106.92,20,6,4,2
2014-02-01,194,396,"Teva","14",0.09,118.26,20,6,4,2
2014-02-01,217,1576,"M6","15",2.97,1239.3,20,6,4,2
2014-02-01,189,258,"Teva","15",0.1,129.6,20,6,4,2
2014-02-01,228,250,"Teva","16",0.07,115.02,20,6,4,2
2014-02-01,405,1209,"M6","16",1.45,1620,30,6,4,2
2014-02-01,636,1142,"M6","17",2.09,1312.2,20,6,4,2
2014-02-01,308,332,"Teva","17",0.09,108,30,6,4,2
2014-02-01,267,242,"SerieClub","18",0.08,58.4,20,6,4,2
2014-02-01,519,1988,"M6","18",2.17,1890,30,6,4,2
2014-02-01,295,262,"SerieClub","18",0.15,78,30,6,4,2
2014-02-01,213,217,"SerieClub","19",0.12,60,20,6,4,2
2014-02-01,206,253,"ParisPremiere","21",0.15,202,30,6,4,2
2014-02-01,548,1334,"M6","22",3.89,2916,20,6,4,2
2014-02-01,147,183,"ParisPremiere","22",0.19,155.52,20,6,4,2
2014-02-01,162,161,"SerieClub","22",0.01,74,30,6,4,2
2014-02-01,125,218,"Teva","23",0.18,110.16,20,6,4,2
2014-02-01,97,883,"M6","23",2.29,1710,30,6,4,2
2014-02-02,23,24,"ParisPremiere","7",0,4.86,20,0,4,2
2014-02-02,32,33,"ParisPremiere","7",0,6,30,0,4,2
2014-02-02,74,154,"M6","8",0.13,54,30,0,4,2
2014-02-02,146,205,"M6","9",0.19,72,30,0,4,2
2014-02-02,155,169,"SerieClub","9",0.06,26,20,0,4,2
2014-02-02,197,195,"SerieClub","10",0.06,34,30,0,4,2
2014-02-02,190,180,"SerieClub","12",0.05,14.6,20,0,4,2
2014-02-02,147,213,"ParisPremiere","12",0.06,110,30,0,4,2
2014-02-02,131,138,"SerieClub","12",0.04,26,30,0,4,2
2014-02-02,134,134,"SerieClub","13",0.05,21,20,0,4,2
2014-02-02,135,151,"ParisPremiere","13",0.19,108,30,0,4,2
2014-02-02,173,217,"ParisPremiere","14",0.27,106.92,20,0,4,2
2014-02-02,159,176,"SerieClub","15",0.03,27.6,20,0,4,2
2014-02-02,171,3252,"M6","15",5.27,2700,30,0,4,2
2014-02-02,341,244,"SerieClub","15",0.03,29.2,20,0,4,2
2014-02-02,314,1830,"M6","17",2.62,1980,30,0,4,2
2014-02-02,266,3430,"M6","18",4.48,2843.1,20,0,4,2
2014-02-02,993,1974,"M6","18",5.04,2770.2,20,0,4,2
2014-02-02,306,332,"ParisPremiere","19",0.3,134,30,0,4,2
2014-02-02,311,303,"SerieClub","20",0.1,122,30,0,4,2
2014-02-02,274,2210,"M6","20",2.09,5040,30,0,4,2
2014-02-02,477,291,"SerieClub","21",0.05,98,30,0,4,2
2014-02-02,201,220,"SerieClub","21",0.07,70,30,0,4,2
2014-02-02,170,1939,"M6","22",4.14,4374,20,0,4,2
2014-02-02,167,158,"SerieClub","22",0.07,56.8,20,0,4,2
2014-02-02,175,144,"SerieClub","22",0.08,76,30,0,4,2
2014-02-02,115,200,"ParisPremiere","23",0.15,76.14,20,0,4,2
2014-02-03,44,39,"ParisPremiere","7",0.01,4.86,20,1,5,2
2014-02-03,54,58,"ParisPremiere","7",0.01,6,30,1,5,2
2014-02-03,106,114,"SerieClub","9",0.03,12,30,1,5,2
2014-02-03,154,227,"M6","10",0.18,72,30,1,5,2
2014-02-03,136,156,"SerieClub","10",0.07,20,30,1,5,2
2014-02-03,161,163,"SerieClub","11",0.05,34,30,1,5,2
2014-02-03,146,750,"M6","11",0.7,379.08,20,1,5,2
2014-02-03,196,178,"SerieClub","12",0.1,19.4,20,1,5,2
2014-02-03,187,310,"Teva","13",0.08,302,30,1,5,2
2014-02-03,187,1129,"M6","13",3.55,1620,30,1,5,2
2014-02-03,229,233,"SerieClub","13",0.05,24,30,1,5,2
2014-02-03,225,212,"ParisPremiere","13",0.27,63.18,20,1,5,2
2014-02-03,212,399,"Teva","13",0.08,290,30,1,5,2
2014-02-03,233,202,"SerieClub","13",0.03,30.8,20,1,5,2
2014-02-03,447,1111,"M6","14",5.25,1312.2,20,1,5,2
2014-02-03,196,232,"Teva","14",0.13,103.68,20,1,5,2
2014-02-03,201,182,"SerieClub","14",0.04,56,30,1,5,2
2014-02-03,191,1459,"M6","14",5.13,1312.2,20,1,5,2
2014-02-03,173,191,"SerieClub","16",0.15,51.8,20,1,5,2
2014-02-03,173,199,"SerieClub","16",0.11,47,20,1,5,2
2014-02-03,167,2170,"M6","16",1.98,1350,30,1,5,2
2014-02-03,447,357,"Teva","17",0.01,121.5,20,1,5,2
2014-02-03,312,1259,"M6","17",2.97,1399.68,20,1,5,2
2014-02-03,197,198,"ParisPremiere","19",0.19,102.06,20,1,5,2
2014-02-03,228,1740,"M6","19",6.07,2520,30,1,5,2
2014-02-03,207,213,"ParisPremiere","19",0.13,92.34,20,1,5,2
2014-02-03,200,409,"Teva","19",0.01,168.48,20,1,5,2
2014-02-03,225,2075,"M6","20",9.01,6123.6,20,1,5,2
2014-02-03,262,252,"Teva","20",0.16,192.78,20,1,5,2
2014-02-03,283,3100,"M6","20",5.02,6998.4,20,1,5,2
2014-02-03,241,362,"Teva","21",0.28,289.98,20,1,5,2
2014-02-03,238,267,"Teva","22",0.29,249.48,20,1,5,2
2014-02-03,353,3502,"M6","22",4.38,8640,30,1,5,2
2014-02-03,37,382,"M6","24",0.94,947.7,20,1,5,2
2014-02-04,45,54,"ParisPremiere","7",0,6,30,2,5,2
2014-02-04,66,64,"ParisPremiere","7",0,4.86,20,2,5,2
2014-02-04,105,104,"SerieClub","8",0.05,18,30,2,5,2
2014-02-04,147,265,"M6","10",0.22,72,30,2,5,2
2014-02-04,148,485,"M6","10",0.42,233.28,20,2,5,2
2014-02-04,196,221,"Teva","11",0.03,212,30,2,5,2
2014-02-04,134,218,"Teva","12",0.03,302,30,2,5,2
2014-02-04,313,551,"M6","12",1.17,1020.6,20,2,5,2
2014-02-04,212,328,"Teva","13",0.05,334,30,2,5,2
2014-02-04,187,996,"M6","13",3.97,1620,30,2,5,2
2014-02-04,278,359,"Teva","13",0.06,298,30,2,5,2
2014-02-04,280,226,"SerieClub","13",0.06,34,30,2,5,2
2014-02-04,182,240,"Teva","14",0.08,108.54,20,2,5,2
2014-02-04,279,1435,"M6","14",5.31,1620,30,2,5,2
2014-02-04,183,175,"SerieClub","14",0.08,35.6,20,2,5,2
2014-02-04,193,239,"Teva","15",0.09,106.92,20,2,5,2
2014-02-04,176,156,"SerieClub","15",0.11,42.2,20,2,5,2
2014-02-04,190,201,"SerieClub","15",0.17,45.4,20,2,5,2
2014-02-04,261,738,"M6","16",1.6,990,30,2,5,2
2014-02-04,212,163,"SerieClub","16",0.11,30.8,20,2,5,2
2014-02-04,764,1563,"M6","16",2.37,1093.5,20,2,5,2
2014-02-04,208,274,"SerieClub","17",0.14,42.2,20,2,5,2
2014-02-04,280,2337,"M6","17",2.28,1476,30,2,5,2
2014-02-04,475,403,"Teva","17",0,93.96,20,2,5,2
2014-02-04,217,255,"SerieClub","18",0.16,51.8,20,2,5,2
2014-02-04,223,228,"SerieClub","18",0.09,70,30,2,5,2
2014-02-04,221,1624,"M6","19",4.73,2520,30,2,5,2
2014-02-04,1102,261,"ParisPremiere","19",0.14,87.48,20,2,5,2
2014-02-04,211,197,"SerieClub","19",0.1,74,30,2,5,2
2014-02-04,341,1696,"M6","20",8.82,6123.6,20,2,5,2
2014-02-04,370,286,"SerieClub","20",0.14,82,30,2,5,2
2014-02-04,252,245,"SerieClub","20",0.08,66,30,2,5,2
2014-02-04,270,2272,"M6","20",5.76,5540.4,20,2,5,2
2014-02-04,262,293,"ParisPremiere","21",0.38,190,30,2,5,2
2014-02-04,171,194,"ParisPremiere","22",0.38,153.9,20,2,5,2
2014-02-04,198,279,"Teva","22",0.13,272.16,20,2,5,2
2014-02-04,134,217,"Teva","22",0.09,298,30,2,5,2
2014-02-04,105,114,"SerieClub","23",0.08,43.8,20,2,5,2
2014-02-05,52,52,"ParisPremiere","7",0.01,6,30,3,5,2
2014-02-05,53,55,"ParisPremiere","7",0.01,4.86,20,3,5,2
2014-02-05,127,118,"SerieClub","9",0.03,11.4,20,3,5,2
2014-02-05,123,156,"SerieClub","9",0.06,26,30,3,5,2
2014-02-05,151,253,"M6","10",0.04,72,30,3,5,2
2014-02-05,182,271,"Teva","11",0.04,113.4,20,3,5,2
2014-02-05,172,223,"Teva","11",0.03,204,30,3,5,2
2014-02-05,129,184,"Teva","12",0.04,276,30,3,5,2
2014-02-05,353,973,"M6","12",1.5,1166.4,20,3,5,2
2014-02-05,189,258,"Teva","13",0.06,172,30,3,5,2
2014-02-05,247,220,"SerieClub","14",0.11,32.4,20,3,5,2
2014-02-05,189,230,"Teva","14",0.07,172,30,3,5,2
2014-02-05,190,1526,"M6","14",4.42,1312.2,20,3,5,2
2014-02-05,299,221,"SerieClub","15",0.16,66,30,3,5,2
2014-02-05,263,243,"SerieClub","16",0.15,47,20,3,5,2
2014-02-05,296,2063,"M6","16",2.96,1093.5,20,3,5,2
2014-02-05,202,341,"SerieClub","17",0.18,60,30,3,5,2
2014-02-05,275,295,"Teva","17",0.06,63.18,20,3,5,2
2014-02-05,231,344,"Teva","18",0.03,119.88,20,3,5,2
2014-02-05,189,188,"ParisPremiere","19",0.21,100,30,3,5,2
2014-02-05,191,193,"ParisPremiere","19",0.13,93.96,20,3,5,2
2014-02-05,302,1135,"M6","19",4.97,2610,30,3,5,2
2014-02-05,178,2215,"M6","20",9.05,7560,30,3,5,2
2014-02-05,189,196,"SerieClub","21",0.07,38.8,20,3,5,2
2014-02-05,870,2536,"M6","22",7.44,5540.4,20,3,5,2
2014-02-05,163,162,"SerieClub","22",0.1,44,30,3,5,2
2014-02-05,131,140,"ParisPremiere","23",0.13,150.66,20,3,5,2
2014-02-05,92,65,"SerieClub","23",0.1,50,30,3,5,2
2014-02-06,44,49,"ParisPremiere","7",0.02,6,30,4,5,2
2014-02-06,57,64,"ParisPremiere","7",0,4.86,20,4,5,2
2014-02-06,130,113,"SerieClub","9",0.06,18,30,4,5,2
2014-02-06,122,132,"Teva","9",0.01,102.06,20,4,5,2
2014-02-06,129,181,"SerieClub","9",0.06,22,30,4,5,2
2014-02-06,172,538,"M6","10",0.14,288,30,4,5,2
2014-02-06,174,173,"Teva","12",0.06,276,30,4,5,2
2014-02-06,127,969,"M6","12",1.52,1440,30,4,5,2
2014-02-06,178,1019,"M6","13",2.63,1312.2,20,4,5,2
2014-02-06,528,241,"SerieClub","13",0.03,26,30,4,5,2
2014-02-06,205,325,"Teva","13",0.08,294,30,4,5,2
2014-02-06,480,1313,"M6","14",4.58,1312.2,20,4,5,2
2014-02-06,788,1211,"M6","14",5.35,1312.2,20,4,5,2
2014-02-06,192,210,"SerieClub","15",0.11,38.8,20,4,5,2
2014-02-06,183,186,"SerieClub","15",0.12,58,30,4,5,2
2014-02-06,296,798,"M6","15",2.74,845.64,20,4,5,2
2014-02-06,220,826,"M6","16",2.65,990,30,4,5,2
2014-02-06,226,186,"SerieClub","16",0.12,40.6,20,4,5,2
2014-02-06,281,211,"SerieClub","18",0.2,78,30,4,5,2
2014-02-06,486,1416,"M6","18",3.49,2160,30,4,5,2
2014-02-06,484,1020,"M6","19",4.56,2041.2,20,4,5,2
2014-02-06,217,2276,"M6","20",8.79,7560,30,4,5,2
2014-02-06,266,2628,"M6","20",9.59,6852.6,20,4,5,2
2014-02-06,290,271,"SerieClub","21",0.03,47,20,4,5,2
2014-02-06,132,151,"Teva","23",0.13,173.34,20,4,5,2
2014-02-06,90,121,"ParisPremiere","23",0.35,238.14,20,4,5,2
2014-02-06,47,72,"ParisPremiere","24",0.25,264,30,4,5,2
2014-02-07,35,56,"ParisPremiere","7",0,4.86,20,5,5,2
2014-02-07,64,83,"ParisPremiere","7",0,4.86,20,5,5,2
2014-02-07,103,132,"SerieClub","8",0.03,17.8,20,5,5,2
2014-02-07,143,267,"M6","10",0.17,58.32,20,5,5,2
2014-02-07,165,213,"Teva","11",0.05,110.16,20,5,5,2
2014-02-07,164,828,"M6","11",0.43,468,30,5,5,2
2014-02-07,205,224,"Teva","11",0.03,232,30,5,5,2
2014-02-07,101,163,"Teva","12",0.03,296,30,5,5,2
2014-02-07,113,666,"M6","12",0.83,1260,30,5,5,2
2014-02-07,186,261,"Teva","13",0.04,342,30,5,5,2
2014-02-07,192,147,"SerieClub","13",0.05,20,30,5,5,2
2014-02-07,157,279,"Teva","13",0.04,316,30,5,5,2
2014-02-07,170,167,"ParisPremiere","14",0.31,58.32,20,5,5,2
2014-02-07,168,142,"SerieClub","14",0.1,28,30,5,5,2
2014-02-07,169,215,"Teva","14",0.05,113.4,20,5,5,2
2014-02-07,174,1402,"M6","15",6.14,1620,30,5,5,2
2014-02-07,187,170,"SerieClub","15",0.14,24.4,20,5,5,2
2014-02-07,232,181,"SerieClub","15",0.13,32,30,5,5,2
2014-02-07,210,1825,"M6","17",3.25,1350,30,5,5,2
2014-02-07,330,327,"Teva","18",0.02,115.02,20,5,5,2
2014-02-07,178,203,"SerieClub","18",0.07,52,30,5,5,2
2014-02-07,214,218,"ParisPremiere","19",0.14,86,30,5,5,2
2014-02-07,182,1130,"M6","19",3.25,2041.2,20,5,5,2
2014-02-07,312,234,"ParisPremiere","19",0.14,92.34,20,5,5,2
2014-02-07,205,1236,"M6","19",3.07,2610,30,5,5,2
2014-02-07,363,405,"Teva","19",0,140.94,20,5,5,2
2014-02-07,202,478,"Teva","21",0.18,202.5,20,5,5,2
2014-02-07,735,2412,"M6","22",8.85,7920,30,5,5,2
2014-02-07,158,156,"ParisPremiere","22",0.33,119.88,20,5,5,2
2014-02-07,134,166,"SerieClub","23",0.11,44,30,5,5,2
2014-02-07,172,339,"Teva","23",0.19,116.64,20,5,5,2
2014-02-07,28,93,"M6","25",0.7,720,30,5,5,2
2014-02-08,23,34,"ParisPremiere","7",0,6,30,6,5,2
2014-02-08,42,42,"ParisPremiere","7",0,4.86,20,6,5,2
2014-02-08,134,139,"SerieClub","9",0.1,22.6,20,6,5,2
2014-02-08,142,145,"SerieClub","10",0.09,32.4,20,6,5,2
2014-02-08,139,162,"SerieClub","11",0.05,22.6,20,6,5,2
2014-02-08,159,539,"M6","11",0.09,379.08,20,6,5,2
2014-02-08,154,131,"SerieClub","12",0.03,26,30,6,5,2
2014-02-08,135,139,"SerieClub","13",0.09,32.4,20,6,5,2
2014-02-08,192,340,"Teva","14",0.09,118.26,20,6,5,2
2014-02-08,149,231,"Teva","15",0.1,129.6,20,6,5,2
2014-02-08,161,230,"Teva","15",0.07,115.02,20,6,5,2
2014-02-08,186,957,"M6","16",1.51,1020.6,20,6,5,2
2014-02-08,219,221,"Teva","16",0.09,98,30,6,5,2
2014-02-08,206,208,"SerieClub","17",0.04,37.2,20,6,5,2
2014-02-08,243,915,"M6","17",1.58,1020.6,20,6,5,2
2014-02-08,550,246,"SerieClub","17",0.07,50,30,6,5,2
2014-02-08,237,284,"Teva","17",0.09,108,30,6,5,2
2014-02-08,235,336,"Teva","18",0.05,93.96,20,6,5,2
2014-02-08,234,234,"ParisPremiere","18",0.09,97.2,20,6,5,2
2014-02-08,218,193,"SerieClub","18",0.15,78,30,6,5,2
2014-02-08,412,746,"M6","19",5.63,1545.48,20,6,5,2
2014-02-08,195,154,"SerieClub","21",0.02,66,30,6,5,2
2014-02-08,166,269,"Teva","21",0.2,232,30,6,5,2
2014-02-08,243,1766,"M6","21",8.3,3790.8,20,6,5,2
2014-02-08,185,1836,"M6","22",7.43,2916,20,6,5,2
2014-02-08,640,293,"ParisPremiere","22",0.15,163.62,20,6,5,2
2014-02-08,305,269,"Teva","22",0.19,196.02,20,6,5,2
2014-02-08,154,166,"ParisPremiere","22",0.19,192,30,6,5,2
2014-02-08,137,190,"SerieClub","23",0.01,60,20,6,5,2
2014-02-08,132,134,"ParisPremiere","23",0.08,114,30,6,5,2
2014-02-08,87,146,"Teva","23",0.18,110.16,20,6,5,2
2014-02-08,123,578,"M6","24",5.69,1166.4,20,6,5,2
2014-02-09,18,23,"ParisPremiere","7",0,4.86,20,0,5,2
2014-02-09,25,20,"ParisPremiere","7",0,6,30,0,5,2
2014-02-09,95,144,"M6","9",0.25,58.32,20,0,5,2
2014-02-09,136,267,"M6","9",0.58,87.48,20,0,5,2
2014-02-09,208,178,"SerieClub","9",0.06,26,20,0,5,2
2014-02-09,180,214,"SerieClub","10",0.06,27.6,20,0,5,2
2014-02-09,265,359,"M6","10",1.36,291.6,20,0,5,2
2014-02-09,189,219,"ParisPremiere","11",0.02,76.14,20,0,5,2
2014-02-09,174,187,"SerieClub","12",0.05,18,30,0,5,2
2014-02-09,170,207,"ParisPremiere","12",0.06,89.1,20,0,5,2
2014-02-09,165,145,"SerieClub","12",0.04,21,20,0,5,2
2014-02-09,197,300,"Teva","14",0.11,106.92,20,0,5,2
2014-02-09,582,1687,"M6","15",4.59,1458,20,0,5,2
2014-02-09,260,268,"SerieClub","16",0.03,29.2,20,0,5,2
2014-02-09,692,1571,"M6","17",3.87,2187,20,0,5,2
2014-02-09,254,329,"Teva","18",0.12,108,30,0,5,2
2014-02-09,334,271,"SerieClub","18",0.09,120,30,0,5,2
2014-02-09,250,338,"Teva","19",0.09,116,30,0,5,2
2014-02-09,268,243,"SerieClub","19",0.13,132,30,0,5,2
2014-02-09,220,335,"Teva","19",0.1,124,30,0,5,2
2014-02-09,258,255,"ParisPremiere","20",0.24,168.48,20,0,5,2
2014-02-09,235,259,"SerieClub","20",0.14,116.6,20,0,5,2
2014-02-09,227,552,"Teva","20",0.31,170,30,0,5,2
2014-02-09,300,237,"SerieClub","20",0.1,122,30,0,5,2
2014-02-09,194,846,"Teva","21",0.39,232,30,0,5,2
2014-02-09,182,224,"SerieClub","21",0.07,70,30,0,5,2
2014-02-09,247,942,"Teva","21",0.38,196.02,20,0,5,2
2014-02-09,132,145,"SerieClub","22",0.07,70,30,0,5,2
2014-02-09,227,793,"Teva","22",0.23,137.7,20,0,5,2
2014-02-09,128,146,"SerieClub","22",0.08,61.6,20,0,5,2
2014-02-09,53,241,"M6","24",0.47,583.2,20,0,5,2
2014-02-10,38,28,"ParisPremiere","7",0.01,4.86,20,1,6,2
2014-02-10,48,34,"ParisPremiere","7",0.01,4.86,20,1,6,2
2014-02-10,88,131,"SerieClub","9",0.04,26,20,1,6,2
2014-02-10,201,366,"M6","10",0.26,233.28,20,1,6,2
2014-02-10,164,146,"SerieClub","10",0.07,16.2,20,1,6,2
2014-02-10,155,175,"SerieClub","11",0.05,27.6,20,1,6,2
2014-02-10,190,1278,"M6","13",5.34,1253.88,20,1,6,2
2014-02-10,638,250,"SerieClub","14",0.03,30.8,20,1,6,2
2014-02-10,699,1054,"M6","14",5.78,1195.56,20,1,6,2
2014-02-10,184,185,"SerieClub","15",0.13,56.8,20,1,6,2
2014-02-10,490,1022,"M6","15",3.99,845.64,20,1,6,2
2014-02-10,216,216,"SerieClub","16",0.15,51.8,20,1,6,2
2014-02-10,443,714,"M6","16",2.19,801.9,20,1,6,2
2014-02-10,218,219,"SerieClub","16",0.11,47,20,1,6,2
2014-02-10,362,992,"M6","16",3.12,714.42,20,1,6,2
2014-02-10,242,241,"SerieClub","17",0.12,74.6,20,1,6,2
2014-02-10,225,235,"ParisPremiere","18",0.2,90.72,20,1,6,2
2014-02-10,243,346,"Teva","18",0,149.04,20,1,6,2
2014-02-10,216,228,"ParisPremiere","19",0.19,102.06,20,1,6,2
2014-02-10,189,1070,"M6","19",4.01,1837.08,20,1,6,2
2014-02-10,246,235,"ParisPremiere","19",0.13,92.34,20,1,6,2
2014-02-10,274,314,"Teva","20",0.16,192.78,20,1,6,2
2014-02-10,248,2278,"M6","20",4.89,6415.2,20,1,6,2
2014-02-10,202,311,"Teva","21",0.28,289.98,20,1,6,2
2014-02-10,200,210,"ParisPremiere","21",0.12,131.22,20,1,6,2
2014-02-10,146,3158,"M6","22",3.62,5832,20,1,6,2
2014-02-10,489,221,"ParisPremiere","22",0.14,124.74,20,1,6,2
2014-02-10,156,128,"ParisPremiere","23",0.2,123.12,20,1,6,2
2014-02-10,150,262,"M6","24",0.39,670.68,20,1,6,2
2014-02-11,31,41,"ParisPremiere","7",0,4.86,20,2,6,2
2014-02-11,51,47,"ParisPremiere","7",0,4.86,20,2,6,2
2014-02-11,98,124,"SerieClub","8",0.05,14.6,20,2,6,2
2014-02-11,128,241,"M6","10",0.03,58.32,20,2,6,2
2014-02-11,135,446,"M6","10",0,233.28,20,2,6,2
2014-02-11,140,157,"Teva","10",0.03,102.06,20,2,6,2
2014-02-11,184,847,"M6","13",3.62,1312.2,20,2,6,2
2014-02-11,178,309,"Teva","13",0.06,241.38,20,2,6,2
2014-02-11,189,175,"SerieClub","13",0.06,27.6,20,2,6,2
2014-02-11,177,219,"Teva","14",0.08,108.54,20,2,6,2
2014-02-11,183,1265,"M6","14",5.94,1195.56,20,2,6,2
2014-02-11,191,185,"SerieClub","14",0.08,35.6,20,2,6,2
2014-02-11,145,208,"Teva","14",0.09,106.92,20,2,6,2
2014-02-11,429,898,"M6","14",5.51,1195.56,20,2,6,2
2014-02-11,204,212,"Teva","15",0.08,98.82,20,2,6,2
2014-02-11,174,180,"SerieClub","15",0.11,42.2,20,2,6,2
2014-02-11,190,217,"SerieClub","15",0.17,45.4,20,2,6,2
2014-02-11,442,736,"M6","15",4.12,845.64,20,2,6,2
2014-02-11,277,182,"SerieClub","16",0.17,45.4,20,2,6,2
2014-02-11,168,855,"M6","16",3.38,801.9,20,2,6,2
2014-02-11,170,228,"SerieClub","16",0.11,30.8,20,2,6,2
2014-02-11,220,202,"SerieClub","17",0.16,51.8,20,2,6,2
2014-02-11,422,858,"M6","18",2.98,1312.2,20,2,6,2
2014-02-11,190,1209,"M6","18",4.29,1603.8,20,2,6,2
2014-02-11,308,260,"Teva","18",0,111.78,20,2,6,2
2014-02-11,181,219,"ParisPremiere","19",0.14,87.48,20,2,6,2
2014-02-11,174,189,"SerieClub","20",0.14,66.4,20,2,6,2
2014-02-11,721,1894,"M6","20",10.32,6998.4,20,2,6,2
2014-02-11,96,141,"ParisPremiere","23",0.25,134.46,20,2,6,2
2014-02-11,76,472,"M6","23",0.85,670.68,20,2,6,2
2014-02-12,49,55,"ParisPremiere","7",0.01,4.86,20,3,6,2
2014-02-12,58,81,"ParisPremiere","7",0.01,4.86,20,3,6,2
2014-02-12,121,128,"SerieClub","9",0.03,11.4,20,3,6,2
2014-02-12,127,160,"SerieClub","9",0.06,21,20,3,6,2
2014-02-12,133,236,"M6","10",0.04,58.32,20,3,6,2
2014-02-12,177,311,"M6","10",0.14,233.28,20,3,6,2
2014-02-12,143,199,"Teva","11",0.04,113.4,20,3,6,2
2014-02-12,137,167,"Teva","12",0.04,223.56,20,3,6,2
2014-02-12,113,574,"M6","12",0.85,1020.6,20,3,6,2
2014-02-12,464,707,"M6","13",3.65,1312.2,20,3,6,2
2014-02-12,230,292,"Teva","13",0.05,259.2,20,3,6,2
2014-02-12,348,948,"M6","14",4.95,1195.56,20,3,6,2
2014-02-12,194,1105,"M6","15",5.11,1195.56,20,3,6,2
2014-02-12,205,227,"SerieClub","16",0.16,53.4,20,3,6,2
2014-02-12,211,270,"Teva","16",0.08,82.62,20,3,6,2
2014-02-12,220,203,"SerieClub","16",0.15,47,20,3,6,2
2014-02-12,204,221,"SerieClub","17",0.18,48.6,20,3,6,2
2014-02-12,238,189,"SerieClub","17",0.18,64.8,20,3,6,2
2014-02-12,170,851,"M6","18",2.75,1312.2,20,3,6,2
2014-02-12,310,252,"Teva","18",0.06,119.88,20,3,6,2
2014-02-12,217,191,"ParisPremiere","18",0.21,105.3,20,3,6,2
2014-02-12,227,1069,"M6","18",4.12,1603.8,20,3,6,2
2014-02-12,224,286,"Teva","18",0.03,119.88,20,3,6,2
2014-02-12,226,201,"ParisPremiere","19",0.21,81,20,3,6,2
2014-02-12,167,157,"ParisPremiere","19",0.13,93.96,20,3,6,2
2014-02-12,153,207,"ParisPremiere","19",0.14,137.7,20,3,6,2
2014-02-12,589,1411,"M6","20",9.62,6123.6,20,3,6,2
2014-02-12,428,2437,"M6","20",7.48,6415.2,20,3,6,2
2014-02-12,217,250,"Teva","21",0.17,234.9,20,3,6,2
2014-02-12,208,205,"SerieClub","21",0.07,38.8,20,3,6,2
2014-02-12,146,148,"ParisPremiere","22",0.13,150.66,20,3,6,2
2014-02-12,91,89,"SerieClub","23",0.1,40.6,20,3,6,2
2014-02-12,65,89,"ParisPremiere","23",0.12,140.94,20,3,6,2
2014-02-12,64,760,"M6","23",2.27,1895.4,20,3,6,2
2014-02-13,63,53,"ParisPremiere","7",0.02,4.86,20,4,6,2
2014-02-13,62,69,"ParisPremiere","7",0,4.86,20,4,6,2
2014-02-13,116,120,"SerieClub","9",0.03,11.4,20,4,6,2
2014-02-13,128,146,"SerieClub","9",0.06,17.8,20,4,6,2
2014-02-13,250,430,"M6","10",0.24,233.28,20,4,6,2
2014-02-13,162,186,"Teva","11",0.01,102.06,20,4,6,2
2014-02-13,152,178,"Teva","11",0.03,157.14,20,4,6,2
2014-02-13,112,160,"Teva","12",0.06,223.56,20,4,6,2
2014-02-13,124,609,"M6","12",1.17,1020.6,20,4,6,2
2014-02-13,154,244,"Teva","12",0.08,251.1,20,4,6,2
2014-02-13,190,286,"Teva","13",0.08,238.14,20,4,6,2
2014-02-13,375,745,"M6","14",3.81,1195.56,20,4,6,2
2014-02-13,162,178,"SerieClub","15",0.12,47,20,4,6,2
2014-02-13,226,837,"M6","16",1.74,801.9,20,4,6,2
2014-02-13,202,179,"SerieClub","16",0.12,40.6,20,4,6,2
2014-02-13,152,190,"SerieClub","17",0.14,50.2,20,4,6,2
2014-02-13,178,236,"SerieClub","17",0.2,63.2,20,4,6,2
2014-02-13,121,865,"M6","19",4.67,1837.08,20,4,6,2
2014-02-13,157,170,"ParisPremiere","19",0.19,92.34,20,4,6,2
2014-02-13,187,161,"SerieClub","19",0.09,53.4,20,4,6,2
2014-02-13,214,1572,"M6","20",9.64,6123.6,20,4,6,2
2014-02-13,214,2524,"M6","20",12.03,6998.4,20,4,6,2
2014-02-13,262,211,"SerieClub","21",0.03,47,20,4,6,2
2014-02-13,204,235,"ParisPremiere","22",0.36,278.64,20,4,6,2
2014-02-13,205,437,"Teva","22",0.19,257.58,20,4,6,2
2014-02-13,116,988,"M6","23",5.32,3790.8,20,4,6,2
2014-02-13,65,96,"Teva","23",0.1,124.74,20,4,6,2
2014-02-13,69,50,"ParisPremiere","24",0.25,213.84,20,4,6,2
2014-02-13,52,28,"ParisPremiere","24",0.16,157.14,20,4,6,2
2014-02-14,46,59,"ParisPremiere","7",0,4.86,20,5,6,2
2014-02-14,76,89,"Teva","8",0.03,24.3,20,5,6,2
2014-02-14,59,118,"SerieClub","8",0.03,17.8,20,5,6,2
2014-02-14,131,197,"M6","10",0.11,58.32,20,5,6,2
2014-02-14,132,181,"Teva","11",0.05,110.16,20,5,6,2
2014-02-14,110,122,"SerieClub","11",0.06,11.4,20,5,6,2
2014-02-14,181,328,"M6","12",1.43,615.6,12,5,6,2
2014-02-14,182,131,"SerieClub","12",0.09,11.4,12,5,6,2
2014-02-14,122,288,"Teva","13",0.04,277.02,20,5,6,2
2014-02-14,140,140,"SerieClub","13",0.05,16.2,20,5,6,2
2014-02-14,130,205,"Teva","13",0.04,255.96,20,5,6,2
2014-02-14,157,135,"SerieClub","13",0.1,22.6,20,5,6,2
