Date,Chaine,Ecran,Version,Diff,Heure,GRP,BudgetNet,Format,Avant-Visites,Apres-Visites,TAv,EmAv,TAp,EmAp,DAYPART,weekday_weekend
2014-03-25,M6,1015,effet push-up,10:20:00,10,"0,18","82,08",12,70,76,ACC,LA PETITE MAISON DANS LA PRAIRIE:UN,ACC,LA PETITE MAISON DANS LA PRAIRIE:UN,DAY,WD
2014-03-25,M6,1205,effet sculptant,11:47:00,11,"0,35","554,04",20,70,174,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,ACB,SCENES DE MENAGES,DAY,WD
2014-03-25,M6,1230,effet sculptant,12:16:00,12,"1,14","962,28",20,46,233,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-25,M6,1305,effet sculptant,13:28:00,13,"4,1","1603,8",20,64,410,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-25,M6,1410,la terrasse,14:08:00,14,"4,69","1530,9",20,54,823,ABB,MYSTERIEUSE MERE PORTEUSE,ABB,MYSTERIEUSE MERE PORTEUSE,DAY,WD
2014-03-25,M6,1640,effet sculptant,16:54:00,16,"2,2","1399,68",20,92,799,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-25,M6,1710,effet sculptant,17:22:00,17,"3,72","1749,6",20,154,1050,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-25,M6,1805,effet sculptant,17:35:00,17,"2,36","1239,3",20,218,673,EBD,PLUS VITE QUE LA MUSIQUE:INDILA,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-03-25,M6,2025,la chaussure pour toutes les morpho',20:30:00,20,"10,71",5643,12,80,1132,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-26,M6,1205,effet sculptant,11:45:00,11,"0,71","554,04",20,56,186,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACB,SCENES DE MENAGES,PEAK,WD
2014-03-26,M6,1230,la terrasse,12:17:00,12,"1,58","962,28",20,50,294,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-26,M6,1250,effet push-up,12:44:00,12,"1,27","666,9",12,62,197,EBL,LA MINUTE NUTRITION,DG,METEO 6,DAY,WD
2014-03-26,M6,1410,effet sculptant,14:26:00,14,"4,54","1530,9",20,96,751,ABF,RECHERCHE MA MERE DESESPEREMENT,ABF,RECHERCHE MA MERE DESESPEREMENT,DAY,WD
2014-03-26,M6,1440,effet sculptant,14:55:00,14,"4,97","1530,9",20,74,937,ABF,RECHERCHE MA MERE DESESPEREMENT,ABF,RECHERCHE MA MERE DESESPEREMENT,DAY,WD
2014-03-26,M6,1710,la terrasse,17:21:00,17,"3,6","1749,6",20,122,1608,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-26,M6,1805,effet sculptant,17:36:00,17,"3,2","1239,3",20,178,722,EBD,PLUS VITE QUE LA MUSIQUE:AMEL BENT,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-03-26,M6,1830,la chaussure pour toutes les morpho',18:10:00,18,"4,47","1077,3",12,140,552,CBA,UN DINER PRESQUE PARFAIT,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-03-26,M6,2025,effet push-up,20:31:00,20,"10,01",5643,12,76,754,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,ACCESS,WD
2014-03-27,M6,1120,la chaussure pour toutes les morpho',11:26:00,11,"0,44","328,32",12,58,159,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,PEAK,WD
2014-03-27,M6,1205,effet sculptant,11:46:00,11,"0,44","554,04",20,56,141,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,ACB,SCENES DE MENAGES,DAY,WD
2014-03-27,M6,1305,la terrasse,13:18:00,13,"2,86","1603,8",20,68,479,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-27,M6,1340,effet sculptant,13:33:00,13,"3,48","1545,48",20,76,319,EBL,ASTUCE DE CHEF,DG,METEO 6,DAY,WD
2014-03-27,M6,1515,effet push-up,15:26:00,15,"2,05","687,42",12,94,209,ABB,DANGEREUSE INVITEE,ACC,DR EMILY OWENS:DOMMAGES COLLATERAUX,DAY,WD
2014-03-27,M6,1640,effet sculptant,16:48:00,16,"2,61","1399,68",20,84,740,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-27,M6,1710,la terrasse,17:15:00,17,"3,45","1749,6",20,130,1272,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-27,M6,1805,effet sculptant,17:29:00,17,"2,02","1239,3",20,224,522,EBD,PLUS VITE QUE LA MUSIQUE:INDILA,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-03-27,M6,2010,la chaussure pour toutes les morpho',20:17:00,20,"8,96","4924,8",12,110,741,DAA,LE 1945:XAVIER DE MOULINS,ACB,SCENES DE MENAGES,DAY,WD
2014-03-27,M6,2140,effet push-up,21:30:00,21,"5,63","4309,2",12,62,737,CBA,QU EST-CE QUE JE SAIS VRAIMENT:SPEC,CBA,QU EST-CE QUE JE SAIS VRAIMENT:SPEC,PEAK,WD
2014-03-28,M6,1120,la chaussure pour toutes les morpho',11:22:00,11,"0,24","328,32",12,78,150,ACC,LA PETITE MAISON DANS LA PRAIRIE:BU,ACC,LA PETITE MAISON DANS LA PRAIRIE:BU,PEAK,WD
2014-03-28,M6,1205,effet push-up,11:47:00,11,"0,43","389,88",12,60,90,ACC,LA PETITE MAISON DANS LA PRAIRIE:BU,ACB,SCENES DE MENAGES,DAY,WD
2014-03-28,M6,1230,la mode pour toutes les morpho,12:17:00,12,"0,87","962,28",20,50,183,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-28,M6,1305,la mode pour toutes les morpho,13:23:00,13,"2,74","1603,8",20,60,427,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-03-28,M6,1410,la chaussure pour toutes les morpho',14:20:00,14,"3,16","1077,3",12,74,471,ABB,PASSION TROUBLE,ABB,PASSION TROUBLE,DAY,WD
2014-03-28,M6,1440,la mode pour toutes les morpho,14:46:00,14,"3,77","1530,9",20,88,525,ABB,PASSION TROUBLE,ABB,PASSION TROUBLE,DAY,WD
2014-03-28,M6,1640,la mode pour toutes les morpho,16:48:00,16,"2,78","1399,68",20,96,980,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-28,M6,1710,la mode pour toutes les morpho,17:19:00,17,"3,42","1749,6",20,146,1336,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-28,M6,1805,la mode pour toutes les morpho,17:32:00,17,"2,41","1239,3",20,200,644,CBB,LES REINES DU SHOPPING,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-03-28,M6,1900,effet push-up,18:33:00,18,"2,3","1333,8",12,78,366,CBA,UN DINER PRESQUE PARFAIT,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-03-28,M6,2005,la chaussure pour toutes les morpho',20:14:00,20,"8,27","4514,4",12,86,809,DAA,LE 1945:NATHALIE RENOUX,ACB,SCENES DE MENAGES,ACCESS,WD
2014-03-28,M6,2180,effet push-up,22:50:00,22,"6,45",3591,12,54,371,ACA,N C I S ENQUETES SPECIALES:ETROITE,ACA,N C I S ENQUETES SPECIALES:ETROITE,PEAK,WD
2014-03-28,M6,2360,la chaussure pour toutes les morpho',24:29:00,24,"2,52","923,4",12,20,27,ACA,N C I S ENQUETES SPECIALES:LE JUGEM,ACA,N C I S ENQUETES SPECIALES:LE JUGEM,NIGHT,WD
2014-03-29,M6,1350,effet push-up,13:37:00,13,"1,63","923,4",12,74,232,EAJ,CAUCHEMAR EN CUISINE:BROU,EAJ,CAUCHEMAR EN CUISINE:BROU,NIGHT,WE
2014-03-29,M6,1510,la chaussure pour toutes les morpho',15:10:00,15,"1,04",1026,12,86,356,EAJ,CAUCHEMAR EN CUISINE QUE SONT-ILS D,EAJ,CAUCHEMAR EN CUISINE QUE SONT-ILS D,DAY,WE
2014-03-29,M6,2045,effet push-up,20:51:00,20,"7,02","3385,8",12,48,481,EBL,LA MINUTE NUTRITION,ACA,HAWAII 5-0:HAU OLI LA HO OMAIKA I,DAY,WE
2014-03-29,M6,2170,la chaussure pour toutes les morpho',22:29:00,22,"5,3","2257,2",12,68,633,ACA,HAWAII 5-0:PA ANI,ACA,HAWAII 5-0:PA ANI,PEAK,WE
2014-03-30,M6,1450,la mode pour toutes les morpho,14:48:00,14,"3,95","1924,56",20,70,993,EAJ,MAISON A VENDRE,EAL,RECHERCHE APPARTEMENT OU MAISON,NIGHT,WE
2014-03-30,M6,1550,effet push-up,15:17:00,15,"2,65","1333,8",12,82,492,EAL,RECHERCHE APPARTEMENT OU MAISON,EAL,RECHERCHE APPARTEMENT OU MAISON,DAY,WE
2014-03-30,M6,1910,la chaussure pour toutes les morpho',18:35:00,18,"3,41","1908,36",12,106,991,DDB,66 MINUTES:REPORTAGE:PERMIS MOINS C,DDA,66 MINUTES:GRAND FORMAT,DAY,WE
2014-03-31,M6,1250,effet push-up,12:44:00,12,"0,86","666,9",12,42,150,EBL,LA MINUTE NUTRITION,DG,METEO 6,ACCESS,WD
2014-03-31,M6,1410,la chaussure pour toutes les morpho',14:14:00,14,"4,34","1077,3",12,46,607,ABF,UN MARI SUR INTERNET,ABF,UN MARI SUR INTERNET,DAY,WD
2014-03-31,M6,1515,la mode pour toutes les morpho,15:28:00,15,"2,85","1020,6",20,106,359,ABF,UN MARI SUR INTERNET,ACC,DR EMILY OWENS:CRISE DE FOI,DAY,WD
2014-03-31,M6,1530,effet push-up,15:35:00,15,"1,8","666,9",12,110,317,ABF,UN MARI SUR INTERNET,ACC,DR EMILY OWENS:CRISE DE FOI,DAY,WD
2014-03-31,M6,1640,la chaussure pour toutes les morpho',16:49:00,16,"1,67","718,2",12,84,668,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-03-31,M6,1940,effet push-up,19:37:00,19,"2,56","1641,6",12,70,279,EBJ,DES INVENTIONS ET DES HOMMES:ALAIN,DG,METEO 6,DAY,WD
2014-03-31,M6,2040,la chaussure pour toutes les morpho',20:47:00,20,"5,36","4719,6",12,68,683,ACB,SCENES DE MENAGES,FBG,RALLYE AICHA DES GAZELLES:EDITION 2,ACCESS,WD
2014-04-01,M6,1120,effet sculptant,11:24:00,11,"0,86","379,08",20,58,139,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,PEAK,WD
2014-04-01,M6,1410,effet sculptant,14:18:00,14,"4,14","1530,9",20,78,558,ABA,A QUOI PENSENT LES HOMMES,ABA,A QUOI PENSENT LES HOMMES,DAY,WD
2014-04-01,M6,1515,effet sculptant,15:37:00,15,"2,46","1020,6",20,68,322,ABA,A QUOI PENSENT LES HOMMES,EBD,PLUS VITE QUE LA MUSIQUE:SKIP THE U,DAY,WD
2014-04-01,M6,1610,effet sculptant,16:18:00,16,"2,02","758,16",20,52,356,ACC,DR EMILY OWENS:LE BON LA BRUTE ET L,ACC,DR EMILY OWENS:LE BON LA BRUTE ET L,DAY,WD
2014-04-01,M6,1805,effet sculptant,17:35:00,17,"1,98","1283,04",20,92,434,EBD,PLUS VITE QUE LA MUSIQUE:RENAN LUCE,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-04-01,M6,1930,la chaussure pour toutes les morpho',19:19:00,19,"3,63","1590,3",12,78,471,DDB,100 POUR 100 MAG:REPORTAGE:100 POUR,DDB,100 POUR 100 MAG:REPORTAGE:ACTU EXC,DAY,WD
2014-04-01,M6,2140,la chaussure pour toutes les morpho',21:54:00,21,"6,46","4514,4",12,58,1581,AAA,VILAINE,AAA,VILAINE,ACCESS,WD
2014-04-02,M6,1015,effet sculptant,10:23:00,10,"0,53","204,12",20,36,124,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,PEAK,WD
2014-04-02,M6,1305,effet sculptant,13:29:00,13,"3,86","1545,48",20,58,445,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-04-02,M6,1410,effet sculptant,14:21:00,14,"4,01","1530,9",20,68,470,ABA,MES ENFANTS FONT LA LOI,ABA,MES ENFANTS FONT LA LOI,DAY,WD
2014-04-02,M6,1440,effet sculptant,14:52:00,14,"3,23","1530,9",20,72,434,ABA,MES ENFANTS FONT LA LOI,ABA,MES ENFANTS FONT LA LOI,DAY,WD
2014-04-02,M6,1515,effet sculptant,15:35:00,15,"2,8","1020,6",20,80,327,ABA,MES ENFANTS FONT LA LOI,ACC,DR EMILY OWENS:L EMBARRAS DU CHOIX,DAY,WD
2014-04-02,M6,1610,effet sculptant,16:14:00,16,"3,38","758,16",20,80,461,ACC,DR EMILY OWENS:L EMBARRAS DU CHOIX,ACC,DR EMILY OWENS:L EMBARRAS DU CHOIX,DAY,WD
2014-04-02,M6,1710,effet sculptant,17:18:00,17,"2,79","1283,04",20,110,984,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-04-02,M6,1830,effet sculptant,18:06:00,18,"3,47","1428,84",20,104,513,CBA,UN DINER PRESQUE PARFAIT,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-04-02,M6,2050,la lingerie pour toutes les morpho,20:56:00,20,"5,12","3898,8",12,108,653,FBG,RALLYE AICHA DES GAZELLES:EDITION 2,EBL,UN TRESOR DANS VOTRE MAISON,ACCESS,WD
2014-04-03,M6,1230,effet sculptant,12:21:00,12,"1,01",729,20,36,271,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,PEAK,WD
2014-04-03,M6,1305,effet sculptant,13:28:00,13,"4,28","1545,48",20,72,476,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-04-03,M6,1340,la chaussure pour toutes les morpho',13:46:00,13,"3,38",1026,12,80,473,EBL,ASTUCE DE CHEF,DG,METEO 6,DAY,WD
2014-04-03,M6,1410,effet sculptant,14:13:00,14,"3,43","1530,9",20,84,552,ABF,AMOUR MARIAGE ET PETITS TRACAS,ABF,AMOUR MARIAGE ET PETITS TRACAS,DAY,WD
2014-04-03,M6,1440,effet sculptant,14:50:00,14,"4,05","1530,9",20,106,524,ABF,AMOUR MARIAGE ET PETITS TRACAS,ABF,AMOUR MARIAGE ET PETITS TRACAS,DAY,WD
2014-04-03,M6,1515,la lingerie pour toutes les morpho,15:25:00,15,"2,69","718,2",12,106,484,ABF,AMOUR MARIAGE ET PETITS TRACAS,EBD,PLUS VITE QUE LA MUSIQUE:SKIP THE U,DAY,WD
2014-04-03,M6,1530,la chaussure pour toutes les morpho',15:34:00,15,"2,63","666,9",12,132,435,EBD,PLUS VITE QUE LA MUSIQUE:SKIP THE U,ACC,DR EMILY OWENS:L HABIT NE FAIT PAS,DAY,WD
2014-04-03,M6,1610,la chaussure pour toutes les morpho',16:10:00,16,"2,07","533,52",12,74,464,ACC,DR EMILY OWENS:L HABIT NE FAIT PAS,ACC,DR EMILY OWENS:L HABIT NE FAIT PAS,DAY,WD
2014-04-03,M6,1640,effet sculptant,16:45:00,16,"1,24","1020,6",20,100,741,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-04-03,M6,1900,la lingerie pour toutes les morpho,18:36:00,18,"3,45","1251,72",12,104,575,CBA,UN DINER PRESQUE PARFAIT,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-04-03,M6,2160,la chaussure pour toutes les morpho',22:17:00,22,"3,7","4309,2",12,62,916,CBA,QU EST-CE QUE JE SAIS VRAIMENT,CBA,QU EST-CE QUE JE SAIS VRAIMENT,ACCESS,WD
2014-04-04,M6,1120,effet sculptant,11:29:00,11,"0,51","379,08",20,48,157,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,NIGHT,WD
2014-04-04,M6,1240,effet sculptant,12:37:00,12,"1,01","874,8",20,38,227,ACB,SCENES DE MENAGES,EBD,PLUS VITE QUE LA MUSIQUE:RENAN LUCE,DAY,WD
2014-04-04,M6,1305,effet sculptant,13:22:00,13,"3,1","1545,48",20,66,342,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-04-04,M6,1530,la chaussure pour toutes les morpho',15:32:00,15,"2,44","666,9",12,228,356,EBD,PLUS VITE QUE LA MUSIQUE:RENAN LUCE,ACC,DR EMILY OWENS:OPERATION SEDUCTION,DAY,WD
2014-04-04,M6,1640,effet sculptant,16:43:00,16,"2,17","1020,6",20,82,713,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-04-04,M6,1710,la lingerie pour toutes les morpho,17:14:00,17,"2,9","902,88",12,104,1067,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-04-04,M6,1805,effet sculptant,17:31:00,17,"1,52","1283,04",20,150,485,EBD,PLUS VITE QUE LA MUSIQUE:SKIP THE U,CBA,UN DINER PRESQUE PARFAIT,DAY,WD
2014-04-04,M6,2010,la chaussure pour toutes les morpho',20:14:00,20,"8,33",4104,12,96,585,DAA,LE 1945:NATHALIE RENOUX,ACB,SCENES DE MENAGES,DAY,WD
2014-04-05,M6,1150,la chaussure pour toutes les morpho',11:43:00,11,"0,4","307,8",12,60,468,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,PEAK,WE
2014-04-05,M6,1250,effet sculptant,12:41:00,12,"0,81","801,9",20,106,339,EBJ,CULTURES LOCALES,DG,METEO 6,DAY,WE
2014-04-05,M6,1410,la lingerie pour toutes les morpho,13:41:00,13,"1,66","820,8",12,70,444,DDB,C EST MA VIE:REPORTAGE:ASSUMER SA D,DDB,C EST MA VIE:REPORTAGE:ASSUMER SA D,DAY,WE
2014-04-05,M6,1510,effet sculptant,15:02:00,15,"1,68","1166,4",20,66,579,DDB,C EST MA VIE:REPORTAGE:ADOS QUAND L,DDB,C EST MA VIE:REPORTAGE:ADOS QUAND L,DAY,WE
2014-04-05,M6,1830,effet sculptant,18:01:00,18,"1,05","1676,7",20,80,454,CD,Y A QUE LES IMBECILES QUI NE CHANGE,CD,Y A QUE LES IMBECILES QUI NE CHANGE,DAY,WE
2014-04-05,M6,2180,la chaussure pour toutes les morpho',22:51:00,22,"4,69",2052,12,72,554,ACA,HAWAII 5-0:OLELO PA A,ACA,HAWAII 5-0:OLELO PA A,ACCESS,WE
2014-04-06,M6,905,effet sculptant,08:58:00,8,"0,7","72,9",20,38,76,CBA,ABSOLUMENT STARS,CBA,ABSOLUMENT STARS,NIGHT,WE
2014-04-06,M6,1242,la lingerie pour toutes les morpho,12:35:00,12,"1,43",1026,12,64,341,DDB,TURBO:REPORTAGE:NEWS,EBN,LA MINUTE BIO,DAY,WE
2014-04-06,M6,1420,la chaussure pour toutes les morpho',14:15:00,14,"4,68","1590,3",12,72,886,EAJ,MAISON A VENDRE,EAJ,MAISON A VENDRE,DAY,WE
2014-04-06,M6,1610,effet sculptant,16:02:00,16,"3,1","1749,6",20,98,951,EAL,RECHERCHE APPARTEMENT OU MAISON,EAL,RECHERCHE APPARTEMENT OU MAISON,DAY,WE
2014-04-06,M6,1910,effet sculptant,18:34:00,18,"3,33","2478,6",20,122,919,DDB,66 MINUTES:REPORTAGE:LE JOUR DES RE,DDA,66 MINUTES:GRAND FORMAT,DAY,WE
2014-04-06,M6,1945,effet sculptant,19:37:00,19,"3,86","2478,6",20,94,627,EBL,LA MINUTE NUTRITION,DG,METEO 6,ACCESS,WE
2014-04-06,M6,2025,la chaussure pour toutes les morpho',20:25:00,20,"5,21",4104,12,104,965,DDB,E EGAL M6:REPORTAGE:ALIMENTATIONS P,DDB,E EGAL M6:REPORTAGE:MIEUX CONSERVER,ACCESS,WE
2014-04-07,M6,1120,la chaussure pour toutes les morpho',11:23:00,11,"0,49","266,76",12,68,133,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,PEAK,WD
2014-04-07,M6,1205,effet sculptant,11:44:00,11,"0,88","510,3",20,70,113,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,ACB,SCENES DE MENAGES,DAY,WD
2014-04-07,M6,1250,effet sculptant,12:44:00,12,"0,94","947,7",20,62,229,EBD,PLUS VITE QUE LA MUSIQUE:RENAN LUCE,DG,METEO 6,DAY,WD
2014-04-07,M6,1340,la lingerie pour toutes les morpho,13:29:00,13,"2,61",1026,12,112,364,ACB,SCENES DE MENAGES,DG,METEO 6,DAY,WD
2014-04-07,M6,1515,la chaussure pour toutes les morpho',15:23:00,15,"2,55","718,2",12,72,350,ABF,LA FEMME INTERDITE,ACC,DR EMILY OWENS:REACTIONS ALCHIMIQUE,DAY,WD
2014-04-07,M6,1640,la chaussure pour toutes les morpho',16:45:00,16,"1,66","718,2",12,74,659,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-04-07,M6,1930,la terrasse,19:16:00,19,"3,35","2259,9",20,58,539,DDB,100 POUR 100 MAG:REPORTAGE:100 POUR,DDB,100 POUR 100 MAG:REPORTAGE:EVASION,DAY,WD
2014-04-07,M6,2180,la lingerie pour toutes les morpho,22:38:00,22,"3,19","4309,2",12,86,1356,CBB,TOP CHEF - M6 -,CBB,TOP CHEF - M6 -,ACCESS,WD
2014-04-08,M6,1120,effet sculptant,11:31:00,11,"1,01","379,08",20,70,186,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,NIGHT,WD
2014-04-08,M6,1205,effet sculptant,11:46:00,11,"1,36","510,3",20,68,156,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACB,SCENES DE MENAGES,DAY,WD
2014-04-08,M6,1305,effet sculptant,13:20:00,13,"3,64","1545,48",20,54,445,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-04-08,M6,1610,effet sculptant,16:10:00,16,"1,36","758,16",20,82,409,ACC,DR EMILY OWENS:PERES ET IMPAIRS,ACC,DR EMILY OWENS:PERES ET IMPAIRS,DAY,WD
2014-04-08,M6,1900,la chaussure pour toutes les morpho',18:37:00,18,"2,73","1385,1",12,84,346,CBB,MON BISTROT PREFERE,CBB,MON BISTROT PREFERE,DAY,WD
2014-04-08,M6,2010,la lingerie pour toutes les morpho,20:16:00,20,"7,45","4411,8",12,56,740,DAA,LE 1945:XAVIER DE MOULINS,ACB,SCENES DE MENAGES,ACCESS,WD
2014-04-09,M6,1205,effet sculptant,11:46:00,11,"0,79","510,3",20,58,123,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,ACB,SCENES DE MENAGES,PEAK,WD
2014-04-09,M6,1230,la chaussure pour toutes les morpho',12:19:00,12,"0,78",513,12,36,187,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-04-09,M6,1250,la lingerie pour toutes les morpho,12:43:00,12,"1,46","666,9",12,32,215,EBD,PLUS VITE QUE LA MUSIQUE:RENAN LUCE,DG,METEO 6,DAY,WD
2014-04-09,M6,1340,la chaussure pour toutes les morpho',13:35:00,13,"3,9",1026,12,84,307,EBL,ASTUCE DE CHEF,DG,METEO 6,DAY,WD
2014-04-09,M6,1945,la chaussure pour toutes les morpho',19:43:00,19,"3,75","1744,2",12,44,428,EBJ,DES INVENTIONS ET DES HOMMES:GUILLA,DG,METEO 6,DAY,WD
2014-04-09,M6,2040,la lingerie pour toutes les morpho,20:47:00,20,"6,42",5130,12,74,799,ACB,SCENES DE MENAGES,EBL,LES FINES FLEURS,ACCESS,WD
2014-04-09,M6,2160,la chaussure pour toutes les morpho',22:15:00,22,"4,89","5335,2",12,88,1410,EAJ,MAISON A VENDRE,EAJ,MAISON A VENDRE,PEAK,WD
2014-04-10,M6,950,effet sculptant,10:00:00,10,"0,15","102,06",20,36,91,EBD,PLUS VITE QUE LA MUSIQUE:FLORENT MA,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,NIGHT,WD
2014-04-10,M6,1120,la chaussure pour toutes les morpho',11:23:00,11,"0,97","266,76",12,68,149,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,DAY,WD
2014-04-10,M6,1205,effet sculptant,11:47:00,11,1,"510,3",20,64,130,ACC,LA PETITE MAISON DANS LA PRAIRIE:LA,ACB,SCENES DE MENAGES,DAY,WD
2014-04-10,M6,1250,la terrasse,12:44:00,12,"1,91","947,7",20,62,270,EBD,PLUS VITE QUE LA MUSIQUE:LONDON GRA,DG,METEO 6,DAY,WD
2014-04-10,M6,1340,effet sculptant,13:34:00,13,"2,2",1458,20,56,325,EBL,ASTUCE DE CHEF,DG,METEO 6,DAY,WD
2014-04-10,M6,1900,la chaussure pour toutes les morpho',18:34:00,18,"1,74","1385,1",12,56,336,CBB,MON BISTROT PREFERE,CBB,MON BISTROT PREFERE,DAY,WD
2014-04-10,M6,1940,la lingerie pour toutes les morpho,19:38:00,19,"2,43","1641,6",12,74,421,EBJ,DES INVENTIONS ET DES HOMMES:PATRIC,DG,METEO 6,ACCESS,WD
2014-04-10,M6,2170,la chaussure pour toutes les morpho',22:24:00,22,"6,36","4924,8",12,80,960,ACA,PERCEPTION:LA FEMME SANS VISAGE,ACA,PERCEPTION:LA FEMME SANS VISAGE,ACCESS,WD
2014-04-11,M6,1015,la terrasse,10:16:00,10,"0,4","204,12",20,54,100,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,NIGHT,WD
2014-04-11,M6,1205,effet sculptant,11:47:00,11,"0,73","510,3",20,58,118,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,ACB,SCENES DE MENAGES,DAY,WD
2014-04-11,M6,1305,la terrasse,13:21:00,13,"2,81","1545,48",20,50,406,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-04-11,M6,1340,la chaussure pour toutes les morpho',13:46:00,13,"2,5",1026,12,52,294,EBL,ASTUCE DE CHEF,DG,METEO 6,DAY,WD
2014-04-11,M6,1610,la chaussure pour toutes les morpho',16:18:00,16,"1,52","533,52",12,88,280,ACC,HAWTHORNE:MARIES D UN JOUR,ACC,HAWTHORNE:MARIES D UN JOUR,DAY,WD
2014-04-11,M6,1710,effet sculptant,17:27:00,17,"2,88","1283,04",20,88,816,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-04-11,M6,1830,la terrasse,17:46:00,17,"1,89","1647,54",20,96,432,CBB,MON BISTROT PREFERE,CBB,MON BISTROT PREFERE,DAY,WD
2014-04-11,M6,1900,la lingerie pour toutes les morpho,18:31:00,18,"2,82","1385,1",12,60,412,CBB,MON BISTROT PREFERE,CBB,MON BISTROT PREFERE,DAY,WD
2014-04-11,M6,2010,la chaussure pour toutes les morpho',20:14:00,20,"7,04",4104,12,74,510,DAA,LE 1945:NATHALIE RENOUX,ACB,SCENES DE MENAGES,ACCESS,WD
2014-04-12,M6,1240,effet sculptant,12:36:00,12,"0,6","772,74",20,16,337,CBB,LES REINES DU SHOPPING,EBJ,CULTURES LOCALES,PEAK,WE
