"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","crea","screen","budgetbrut","budgetnet","grp","grpref","tav","tavtap","emav","emap","month","dayofweek","consumption","nthweek","Holidays","CntToHolidays","CntAfterHolidays","visitByhour","cumGrp","cumGrpRef","cumGrpTotal","cumGrpRefTotal"
16,"22/01/2014",-28,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1721,494.1,98.82,0.19,0.11,"ACC",1,"CODE QUANTUM:L OURAGAN - 17 AOUT 19","CODE QUANTUM:L OURAGAN - 17 AOUT 19",1,4,72844,4,"0","99","21",0.0745623736,31.24,18.53,92.21,58.25
16,"22/01/2014",34,"WD",20,"SerieClub","DAY","version de base",1701,235,47,0.15,0.06,"AC",1,"NEW YORK 911","NEW YORK 911",1,4,72844,4,"0","99","21",0.0745623736,3.75,1.85,92.36,58.31
17,"22/01/2014",4437,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1640,6800,1224,2.09,1.75,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",1,4,74041,4,"0","99","21",0.088854869,28,17.93,94.45,60.06
17,"22/01/2014",-48,"WD",30,"SerieClub","DAY","version de base",1821,400,80,0.18,0.06,"AC",1,"NEW YORK 911","EUREKA",1,4,77133,4,"0","99","21",0.088854869,3.93,1.91,94.63,60.12
18,"22/01/2014",2351,"WD",30,"M6","ACCESS","COEUR DES FEMMES 30'' v1",1900,11500,2070,3.95,2.76,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",1,4,81646,4,"0","99","21",0.0860026658,31.95,20.69,98.58,62.88
19,"22/01/2014",2124,"WD",20,"M6","ACCESS","EFFET SCULPTANT LA FEMME 20'' v1",1930,12150,2187,5.21,2.97,"DDB",1,"100 POUR 100 MAG:REPORTAGE:100 POUR","100 POUR 100 MAG:REPORTAGE:PEOPLE S",1,4,80535,4,"0","99","21",0.0653886013,36.67,24.72,103.79,65.85
20,"22/01/2014",73,"WD",30,"ParisPremiere","PEAK","COEUR DES FEMMES 30'' v1",2021,880,176,0.09,0.14,"ACB",1,"KAAMELOTT:ANTON","KAAMELOTT:LES ITINERANTS",1,4,75805,4,"0","99","21",0.0824777966,32.04,20.83,103.88,65.99
20,"22/01/2014",1,"WD",20,"SerieClub","PEAK","version de base",2031,340,68,0.12,0.07,"AC",1,"EUREKA","EUREKA",1,4,75805,4,"0","99","21",0.0824777966,4.05,1.98,104,66.06
20,"22/01/2014",3801,"WD",20,"M6","PEAK","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2045,34020,6123.6,5.64,4.79,"EBJ",0,"UNE MINUTE POUR LA SECURITE ROUTIER","RECHERCHE APPARTEMENT OU MAISON",1,4,73536,4,"0","99","21",0.0824777966,36.88,23.32,109.64,70.85
21,"22/01/2014",-49,"WD",30,"SerieClub","PEAK","version de base",2131,240,48,0.07,0.04,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",1,4,71413,4,"0","99","21",0.061608583,4.12,2.02,109.71,70.89
21,"22/01/2014",242,"WD",30,"Teva","PEAK","COEUR DES FEMMES 30'' v1",2141,1450,290,0.17,0.13,"EA",1,"RELOOKING EXTREME : SPECIAL OBESITE","RELOOKING EXTREME : SPECIAL OBESITE",1,4,71413,4,"0","99","21",0.061608583,32.21,20.96,109.88,71.02
21,"22/01/2014",30,"WD",30,"SerieClub","PEAK","version de base",2141,240,48,0.07,0.04,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",1,4,69423,4,"0","99","21",0.061608583,4.19,2.06,109.95,71.06
21,"22/01/2014",267,"WD",30,"Teva","PEAK","COEUR DES FEMMES 30'' v1",2151,1280,256,0.18,0.13,"EA",1,"RELOOKING EXTREME : SPECIAL OBESITE","RELOOKING EXTREME : SPECIAL OBESITE",1,4,69423,4,"0","99","21",0.061608583,32.39,21.09,110.13,71.19
21,"22/01/2014",6425,"WD",30,"M6","PEAK","COEUR DES FEMMES 30'' v1",2160,46000,8280,6.6,5.42,"EAL",1,"RECHERCHE APPARTEMENT OU MAISON","RECHERCHE APPARTEMENT OU MAISON",1,4,69423,4,"0","99","21",0.061608583,38.99,26.51,116.73,76.61
7,"23/01/2014",36,"WD",30,"ParisPremiere","DAY","COEUR DES FEMMES 30'' v1",751,30,6,0,0,"EBL",0,"TRES TRES BON","A L AFFICHE - LA SELECTION PARIS PR",1,5,78699,4,"0","98","22",0.014012494,38.99,26.51,116.73,76.61
8,"23/01/2014",-4,"WD",20,"SerieClub","DAY","version de base",851,57,11.4,0.03,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",1,5,78120,4,"0","98","22",0.0269687699,4.22,2.07,116.76,76.62
9,"23/01/2014",15,"WD",20,"SerieClub","DAY","version de base",921,73,14.6,0.06,0.01,"AC",1,"FAMILLE D'ACCUEIL","NEW YORK 911",1,5,77875,4,"0","98","22",0.0381771083,4.28,2.08,116.82,76.63
10,"23/01/2014",5,"WD",20,"SerieClub","DAY","version de base",1001,81,16.2,0.07,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",1,5,77512,4,"0","98","22",0.0484286373,4.35,2.1,116.89,76.65
10,"23/01/2014",794,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1015,972,174.96,0.46,0.25,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",1,5,77284,4,"0","98","22",0.0484286373,37.13,24.97,117.35,76.9
11,"23/01/2014",-6,"WD",20,"SerieClub","DAY","version de base",1041,81,16.2,0.07,0.02,"AC",1,"NEW YORK 911","FAMILLE D'ACCUEIL",1,5,77621,4,"0","98","22",0.0502842677,4.42,2.12,117.42,76.92
11,"23/01/2014",18,"WD",20,"SerieClub","DAY","version de base",1211,89,17.8,0.05,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",1,5,77518,4,"0","98","22",0.0502842677,4.47,2.13,117.47,76.93
12,"23/01/2014",156,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1231,1117.8,223.56,0.06,0.14,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,5,76596,4,"0","98","22",0.0437506265,37.19,25.11,117.53,77.07
12,"23/01/2014",1852,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1230,4860,874.8,1.19,0.95,"ACB",1,"DROP DEAD DIVA:JAMAIS PLUS COMME AV","DROP DEAD DIVA:JAMAIS PLUS COMME AV",1,5,76596,4,"0","98","22",0.0437506265,38.07,24.27,118.72,78.02
12,"23/01/2014",1145,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1250,4617,831.06,1.31,0.8,"EBJ",0,"4 JEUNES 1 VOITURE","METEO 6",1,5,76655,4,"0","98","22",0.0437506265,38.5,25.91,120.03,78.82
13,"23/01/2014",274,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1301,1255.5,251.1,0.08,0.16,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,5,75445,4,"0","98","22",0.057276846,38.15,24.43,120.11,78.98
13,"23/01/2014",90,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1340,283.5,56.7,0.23,0.09,"ACA",0,"SUE THOMAS L OEIL DU F.B.I.:DROLES","ZAP PARIS PREMIERE",1,5,75445,4,"0","98","22",0.057276846,38.38,24.52,120.34,79.07
13,"23/01/2014",311,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1321,1470,294,0.08,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,5,75120,4,"0","98","22",0.057276846,39.07,26.66,120.42,79.22
14,"23/01/2014",87,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1411,534.6,106.92,0.07,0.07,"AC",0,"DESPERATE HOUSEWIVES","GOUT DE ROMANCE (UN)",1,5,74804,4,"0","98","22",0.0694229404,38.57,25.98,120.49,79.29
14,"23/01/2014",21,"WD",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1411,348.3,69.66,0.35,0.11,"ACA",1,"AMICALEMENT VOTRE:UN PETIT COIN TRA","AMICALEMENT VOTRE:UN PETIT COIN TRA",1,5,74804,4,"0","98","22",0.0694229404,38.92,26.09,120.84,79.4
14,"23/01/2014",2107,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1410,9000,1620,3.8,1.79,"ABF",1,"9 MOIS ET UN COUSSIN","9 MOIS ET UN COUSSIN",1,5,74804,4,"0","98","22",0.0694229404,42.87,28.45,124.64,81.19
15,"23/01/2014",6,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1421,364.5,72.9,0.33,0.11,"ACA",1,"AMICALEMENT VOTRE:MINUIT MOINS HUIT","AMICALEMENT VOTRE:MINUIT MOINS HUIT",1,5,72812,4,"0","98","22",0.0693848337,38.71,24.63,124.97,81.3
15,"23/01/2014",2,"WD",20,"SerieClub","DAY","version de base",1521,194,38.8,0.11,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",1,5,72812,4,"0","98","22",0.0693848337,4.58,2.16,125.08,81.33
17,"23/01/2014",3425,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1640,6800,1224,3.92,1.81,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",1,5,73675,4,"0","98","22",0.088854869,46.79,30.26,129,83.14
17,"23/01/2014",-58,"WD",20,"SerieClub","DAY","version de base",1741,251,50.2,0.14,0.06,"AC",1,"NEW YORK 911","NEW YORK 911",1,5,73675,4,"0","98","22",0.088854869,4.72,2.22,129.14,83.2
17,"23/01/2014",3687,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1710,7500,1350,3.22,2.1,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",1,5,76664,4,"0","98","22",0.088854869,50.01,32.36,132.36,85.3
17,"23/01/2014",95,"WD",30,"SerieClub","DAY","version de base",1821,390,78,0.2,0.07,"AC",1,"NEW YORK 911","EUREKA",1,5,76664,4,"0","98","22",0.088854869,4.92,2.29,132.56,85.37
18,"23/01/2014",1987,"WD",20,"M6","ACCESS","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1830,7695,1385.1,2.51,1.96,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",1,5,78956,4,"0","98","22",0.0860026658,41.22,26.59,135.07,87.33
18,"23/01/2014",93,"WD",30,"Teva","ACCESS","COEUR DES FEMMES 30'' v1",1841,700,140,0.01,0.06,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,5,78956,4,"0","98","22",0.0860026658,50.02,32.42,135.08,87.39
18,"23/01/2014",10,"WD",30,"SerieClub","ACCESS","version de base",1921,340,68,0.09,0.05,"AC",1,"EUREKA","EUREKA",1,5,80594,4,"0","98","22",0.0860026658,5.01,2.34,135.17,87.44
19,"23/01/2014",-5,"WD",30,"ParisPremiere","ACCESS","COEUR DES FEMMES 30'' v1",1921,570,114,0.19,0.1,"ACC",1,"CODE QUANTUM:NUIT MAGIQUE - 21 MAI","CODE QUANTUM:NUIT MAGIQUE - 21 MAI",1,5,79392,4,"0","98","22",0.0653886013,50.21,32.52,135.36,87.54
19,"23/01/2014",2365,"WD",30,"M6","ACCESS","COEUR DES FEMMES 30'' v1",1930,15000,2700,5.75,3.23,"DDB",1,"100 POUR 100 MAG:REPORTAGE:ENQUETE","100 POUR 100 MAG:REPORTAGE:100 POUR",1,5,79392,4,"0","98","22",0.0653886013,55.96,35.75,141.11,90.77
19,"23/01/2014",100,"WD",30,"SerieClub","ACCESS","version de base",1941,330,66,0.09,0.05,"AC",1,"EUREKA","EUREKA",1,5,77167,4,"0","98","22",0.0653886013,5.1,2.39,141.2,90.82
20,"23/01/2014",74,"WD",30,"ParisPremiere","PEAK","COEUR DES FEMMES 30'' v1",2021,900,180,0.1,0.15,"ACB",1,"KAAMELOTT:LE GARCON QUI CRIAIT AU L","KAAMELOTT:LE THEATRE FANTOME",1,5,74778,4,"0","98","22",0.0824777966,56.06,35.9,141.3,90.97
20,"23/01/2014",4232,"WD",30,"M6","PEAK","COEUR DES FEMMES 30'' v1",2025,50000,9000,9.91,6.23,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",1,5,74778,4,"0","98","22",0.0824777966,65.97,42.13,151.21,97.2
21,"23/01/2014",3793,"WD",30,"M6","PEAK","COEUR DES FEMMES 30'' v1",2130,54000,9720,9.13,5.47,"ACA",1,"BONES:GUERRE DE GANG","BONES:GUERRE DE GANG",1,5,69982,4,"0","98","22",0.061608583,75.1,47.6,160.34,102.67
22,"23/01/2014",223,"WD",20,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 20'' v1",2151,1903.5,380.7,0.22,0.27,"AA",1,"EVADES (LES)","EVADES (LES)",1,5,68423,4,"0","98","22",0.0591018252,39.14,26.36,160.56,102.94
7,"24/01/2014",10,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",721,24.3,4.86,0,0,"EBL",1,"TRES TRES BON","TRES TRES BON",1,6,74858,4,"0","97","23",0.014012494,41.22,26.59,160.56,102.94
8,"24/01/2014",45,"WD",20,"SerieClub","DAY","version de base",851,89,17.8,0.03,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",1,6,76669,4,"0","97","23",0.0269687699,5.13,2.4,160.59,102.95
9,"24/01/2014",15,"WD",20,"SerieClub","DAY","version de base",951,73,14.6,0.03,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",1,6,76847,4,"0","97","23",0.0381771083,5.16,2.42,160.62,102.97
10,"24/01/2014",583,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1015,972,174.96,0.37,0.38,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",1,6,76729,4,"0","97","23",0.0484286373,39.51,26.74,160.99,103.35
11,"24/01/2014",10,"WD",20,"SerieClub","DAY","version de base",1211,57,11.4,0.06,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",1,6,77073,4,"0","97","23",0.0502842677,5.22,2.43,161.05,103.36
12,"24/01/2014",103,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1231,1198.8,239.76,0.03,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,6,76214,4,"0","97","23",0.0437506265,41.25,26.74,161.08,103.51
12,"24/01/2014",1312,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1230,6000,1080,1.29,1.05,"ACB",1,"DROP DEAD DIVA:AU NOM DE LA REUSSIT","DROP DEAD DIVA:AU NOM DE LA REUSSIT",1,6,76214,4,"0","97","23",0.0437506265,76.39,48.65,162.37,104.56
12,"24/01/2014",1098,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1240,4455,801.9,1.02,0.83,"ACB",0,"DROP DEAD DIVA:AU NOM DE LA REUSSIT","PLUS VITE QUE LA MUSIQUE:AMEL BENT",1,6,76454,4,"0","97","23",0.0437506265,42.27,27.57,163.39,105.39
13,"24/01/2014",235,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1301,1710,342,0.04,0.17,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,6,75044,4,"0","97","23",0.057276846,76.43,48.82,163.43,105.56
13,"24/01/2014",295,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1321,1279.8,255.96,0.04,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,6,74278,4,"0","97","23",0.057276846,39.55,26.89,163.47,105.71
13,"24/01/2014",51,"WD",30,"SerieClub","DAY","version de base",1401,140,28,0.1,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",1,6,74278,4,"0","97","23",0.057276846,5.32,2.46,163.57,105.74
13,"24/01/2014",136,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1411,575.1,115.02,0.05,0.07,"AC",0,"DESPERATE HOUSEWIVES","A GIRL LIKE ME : L HISTOIRE VRAIE D",1,6,74278,4,"0","97","23",0.057276846,42.32,27.64,163.62,105.81
14,"24/01/2014",11,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1411,291.6,58.32,0.31,0.09,"ACA",1,"AMICALEMENT VOTRE:FORMULE A VENDRE","AMICALEMENT VOTRE:FORMULE A VENDRE",1,6,73998,4,"0","97","23",0.0694229404,42.63,27.73,163.93,105.9
14,"24/01/2014",1390,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1410,9000,1620,3.65,1.79,"ABF",1,"PHILTRE D AMOUR","PHILTRE D AMOUR",1,6,73998,4,"0","97","23",0.0694229404,80.08,50.61,167.58,107.69
14,"24/01/2014",-30,"WD",20,"SerieClub","DAY","version de base",1451,113,22.6,0.1,0.02,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",1,6,72366,4,"0","97","23",0.0694229404,5.42,2.48,167.68,107.71
14,"24/01/2014",2069,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1440,9000,1620,3.25,1.68,"ABF",1,"PHILTRE D AMOUR","PHILTRE D AMOUR",1,6,72366,4,"0","97","23",0.0694229404,83.33,52.29,170.93,109.39
15,"24/01/2014",30,"WD",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1421,267.3,53.46,0.3,0.09,"ACA",1,"AMICALEMENT VOTRE:UN ROLE EN OR","AMICALEMENT VOTRE:UN ROLE EN OR",1,6,71558,4,"0","97","23",0.0693848337,39.85,26.98,171.23,109.48
15,"24/01/2014",95,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1421,567,113.4,0.05,0.07,"AB",1,"A GIRL LIKE ME : L HISTOIRE VRAIE D","A GIRL LIKE ME : L HISTOIRE VRAIE D",1,6,71558,4,"0","97","23",0.0693848337,39.9,27.05,171.28,109.55
15,"24/01/2014",5,"WD",20,"SerieClub","DAY","version de base",1521,122,24.4,0.14,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",1,6,71558,4,"0","97","23",0.0693848337,5.56,2.51,171.42,109.58
15,"24/01/2014",651,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1530,4698,845.64,2.02,1.04,"EBD",0,"PLUS VITE QUE LA MUSIQUE:INDILA","JESSICA KING:TOUS POUR UNE",1,6,70710,4,"0","97","23",0.0693848337,41.92,28.09,173.44,110.62
15,"24/01/2014",-89,"WD",20,"SerieClub","DAY","version de base",1611,130,26,0.13,0.03,"AC",1,"NEW YORK 911","NEW YORK 911",1,6,70710,4,"0","97","23",0.0693848337,5.69,2.54,173.57,110.65
17,"24/01/2014",2354,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1640,5508,991.44,2.78,1.68,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",1,6,71863,4,"0","97","23",0.088854869,45.41,29.41,176.35,112.33
17,"24/01/2014",146,"WD",20,"SerieClub","DAY","version de base",1741,259,51.8,0.11,0.06,"AC",1,"NEW YORK 911","NEW YORK 911",1,6,71863,4,"0","97","23",0.088854869,5.8,2.6,176.46,112.39
17,"24/01/2014",141,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1801,720,144,0.01,0.05,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,6,75007,4,"0","97","23",0.088854869,83.34,52.34,176.47,112.44
17,"24/01/2014",0,"WD",20,"SerieClub","DAY","version de base",1821,284,56.8,0.12,0.06,"AC",1,"NEW YORK 911","EUREKA",1,6,75007,4,"0","97","23",0.088854869,5.92,2.66,176.59,112.5
18,"24/01/2014",260,"WD",30,"Teva","ACCESS","COEUR DES FEMMES 30'' v1",1841,710,142,0.02,0.06,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",1,6,76995,4,"0","97","23",0.0860026658,83.36,52.4,176.61,112.56
18,"24/01/2014",1963,"WD",20,"M6","ACCESS","EFFET SCULPTANT LA FEMME 20'' v1",1900,9315,1676.7,4.95,2.83,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",1,6,78262,4,"0","97","23",0.0860026658,46.87,30.92,181.56,115.39
19,"24/01/2014",27,"WD",30,"ParisPremiere","ACCESS","COEUR DES FEMMES 30'' v1",1921,570,114,0.14,0.08,"ACC",1,"CODE QUANTUM:LE BIEN ET LE MAL - 19","CODE QUANTUM:LE BIEN ET LE MAL - 19",1,6,77047,4,"0","97","23",0.0653886013,83.5,52.48,181.7,115.47
19,"24/01/2014",2238,"WD",30,"M6","ACCESS","COEUR DES FEMMES 30'' v1",1930,15000,2700,4.49,2.76,"DDB",1,"100 POUR 100 MAG:REPORTAGE:100 POUR","100 POUR 100 MAG:REPORTAGE:PEOPLE C",1,6,77047,4,"0","97","23",0.0653886013,87.99,55.24,186.19,118.23
20,"24/01/2014",53,"WD",30,"ParisPremiere","PEAK","COEUR DES FEMMES 30'' v1",2021,620,124,0.05,0.11,"ACB",1,"KAAMELOTT:LES RECRUTEURS","KAAMELOTT:HURLEMENTS",1,6,72897,4,"0","97","23",0.0824777966,88.04,55.35,186.24,118.34
20,"24/01/2014",2535,"WD",20,"M6","PEAK","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2010,34020,6123.6,9.9,5.01,"DAA",0,"LE 1945:NATHALIE RENOUX","SCENES DE MENAGES",1,6,72897,4,"0","97","23",0.0824777966,55.31,34.42,196.14,123.35
20,"24/01/2014",7,"WD",20,"SerieClub","PEAK","version de base",2031,300,60,0.05,0.06,"AC",1,"EUREKA","EUREKA",1,6,72897,4,"0","97","23",0.0824777966,5.97,2.72,196.19,123.41
20,"24/01/2014",20,"WD",30,"ParisPremiere","PEAK","COEUR DES FEMMES 30'' v1",2050,560,112,0.25,0.14,"EBK",0,"L INSTANT GLAM","LA REVUE DE PRESSE",1,6,70949,4,"0","97","23",0.0824777966,88.29,55.49,196.44,123.55
20,"24/01/2014",3476,"WD",30,"M6","PEAK","COEUR DES FEMMES 30'' v1",2045,53000,9540,10.54,5.49,"EBJ",0,"UNE MINUTE POUR LA SECURITE ROUTIER","ELEMENTARY:LA MAISON DES MYSTERES",1,6,70949,4,"0","97","23",0.0824777966,98.83,60.98,206.98,129.04
21,"24/01/2014",423,"WD",30,"Teva","PEAK","COEUR DES FEMMES 30'' v1",2141,1120,224,0.17,0.11,"EA",1,"NOUVEAU LOOK POUR UNE NOUVELLE VIE","NOUVEAU LOOK POUR UNE NOUVELLE VIE",1,6,68956,4,"0","97","23",0.061608583,99,61.09,207.15,129.15
22,"24/01/2014",23,"WD",20,"ParisPremiere","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2241,599.4,119.88,0.33,0.22,"CC",0,"LA REVUE DE PRESSE","ZEMMOUR ET NAULLEAU",1,6,70731,4,"0","97","23",0.0591018252,55.64,34.64,207.48,129.37
23,"24/01/2014",29,"WD",20,"ParisPremiere","NIGHT","EFFET SCULPTANT LA FEMME 20'' v1",2251,510.3,102.06,0.31,0.17,"CD",1,"ZEMMOUR ET NAULLEAU","ZEMMOUR ET NAULLEAU",1,6,69331,4,"0","97","23",0.0289851111,47.18,31.09,207.79,129.54
7,"25/01/2014",-7,"WE",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",741,24.3,4.86,0.02,0.01,"AB",0,"LEGENDE DES TROIS CLEFS (LA)","TEVA BOUTIQUE",1,7,63682,4,"0","96","24",0.014012494,55.66,34.65,207.81,129.55
7,"25/01/2014",40,"WE",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",741,24.3,4.86,0,0,"EBL",1,"INTERIEURS","INTERIEURS",1,7,63682,4,"0","96","24",0.014012494,55.66,34.65,207.81,129.55
8,"25/01/2014",-4,"WE",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",751,24.3,4.86,0,0,"EBL",0,"INTERIEURS","A L AFFICHE - LA SELECTION PARIS PR",1,7,64988,4,"0","96","24",0.0269687699,47.18,31.09,207.81,129.55
9,"25/01/2014",14,"WE",30,"SerieClub","DAY","version de base",911,120,24,0.08,0.02,"AB",0,"DOLMEN","MYSTERE",1,7,67649,4,"0","96","24",0.0381771083,6.05,2.74,207.89,129.57
9,"25/01/2014",-6,"WE",30,"SerieClub","DAY","version de base",951,140,28,0.1,0.02,"AC",1,"MYSTERE","MYSTERE",1,7,68376,4,"0","96","24",0.0381771083,6.15,2.76,207.99,129.59
10,"25/01/2014",34,"WE",30,"SerieClub","DAY","version de base",1011,200,40,0.09,0.03,"AC",1,"MYSTERE","MERCI LES ENFANTS VONT BIEN",1,7,68411,4,"0","96","24",0.0484286373,6.24,2.79,208.08,129.62
11,"25/01/2014",447,"WE",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1105,2268,408.24,0.65,0.43,"EBL",1,"NORBERT ET JEAN LE DEFI","NORBERT ET JEAN LE DEFI",1,7,68443,4,"0","96","24",0.0502842677,47.83,31.52,208.73,130.05
12,"25/01/2014",-186,"WE",30,"SerieClub","DAY","version de base",1141,140,28,0.05,0.02,"AC",1,"MERCI LES ENFANTS VONT BIEN","MERCI LES ENFANTS VONT BIEN",1,7,69129,4,"0","96","24",0.0437506265,6.29,2.81,208.78,130.07
12,"25/01/2014",714,"WE",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1240,4212,758.16,0.75,0.66,"EBL",0,"NORBERT ET JEAN LE DEFI","METEO 6",1,7,69468,4,"0","96","24",0.0437506265,56.41,35.31,209.53,130.73
13,"25/01/2014",28,"WE",20,"SerieClub","DAY","version de base",1321,105,21,0.03,0.03,"AC",1,"LE CAMELEON","LE CAMELEON",1,7,67641,4,"0","96","24",0.057276846,6.32,2.84,209.56,130.76
13,"25/01/2014",100,"WE",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1401,534.6,106.92,0.1,0.08,"E",1,"GATEAU DE MES REVES (LE)","GATEAU DE MES REVES (LE)",1,7,65932,4,"0","96","24",0.057276846,47.93,31.6,209.66,130.84
15,"25/01/2014",80,"WE",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1521,648,129.6,0.1,0.08,"EA",1,"MES SEXTUPLES, QUELLE AVENTURE !","MES SEXTUPLES, QUELLE AVENTURE !",1,7,61421,4,"0","96","24",0.0693848337,48.03,31.68,209.76,130.92
16,"25/01/2014",-39,"WE",20,"SerieClub","DAY","version de base",1551,243,48.6,0.02,0.06,"AC",1,"LE CAMELEON","LE CAMELEON",1,7,61114,4,"0","96","24",0.0745623736,6.34,2.9,209.78,130.98
