date,datetime,Visites_by_hour
12/03/2014,12/03/2014 19,26
12/03/2014,12/03/2014 19,34
12/03/2014,12/03/2014 19,22
12/03/2014,12/03/2014 19,22
12/03/2014,12/03/2014 19,17
12/03/2014,12/03/2014 19,16
12/03/2014,12/03/2014 19,16
12/03/2014,12/03/2014 19,20
12/03/2014,12/03/2014 19,22
12/03/2014,12/03/2014 19,25
12/03/2014,12/03/2014 19,15
12/03/2014,12/03/2014 19,25
12/03/2014,12/03/2014 19,21
12/03/2014,12/03/2014 19,26
12/03/2014,12/03/2014 19,18
12/03/2014,12/03/2014 19,19
12/03/2014,12/03/2014 20,29
12/03/2014,12/03/2014 20,21
12/03/2014,12/03/2014 20,22
12/03/2014,12/03/2014 20,7
12/03/2014,12/03/2014 20,24
12/03/2014,12/03/2014 20,19
12/03/2014,12/03/2014 20,26
12/03/2014,12/03/2014 20,23
12/03/2014,12/03/2014 20,24
12/03/2014,12/03/2014 20,23
12/03/2014,12/03/2014 20,22
12/03/2014,12/03/2014 20,25
12/03/2014,12/03/2014 20,21
12/03/2014,12/03/2014 20,19
12/03/2014,12/03/2014 20,21
12/03/2014,12/03/2014 20,39
12/03/2014,12/03/2014 20,35
12/03/2014,12/03/2014 20,25
12/03/2014,12/03/2014 20,611
12/03/2014,12/03/2014 20,293
12/03/2014,12/03/2014 20,120
12/03/2014,12/03/2014 20,68
12/03/2014,12/03/2014 20,51
12/03/2014,12/03/2014 20,52
12/03/2014,12/03/2014 20,43
12/03/2014,12/03/2014 20,40
12/03/2014,12/03/2014 20,44
12/03/2014,12/03/2014 20,33
12/03/2014,12/03/2014 20,34
12/03/2014,12/03/2014 20,20
12/03/2014,12/03/2014 20,29
12/03/2014,12/03/2014 20,26
12/03/2014,12/03/2014 20,30
12/03/2014,12/03/2014 20,35
12/03/2014,12/03/2014 20,36
12/03/2014,12/03/2014 20,28
12/03/2014,12/03/2014 20,28
12/03/2014,12/03/2014 20,35
12/03/2014,12/03/2014 20,29
12/03/2014,12/03/2014 20,29
12/03/2014,12/03/2014 20,25
12/03/2014,12/03/2014 20,29
12/03/2014,12/03/2014 20,31
12/03/2014,12/03/2014 20,28
12/03/2014,12/03/2014 20,33
12/03/2014,12/03/2014 20,22
12/03/2014,12/03/2014 20,23
12/03/2014,12/03/2014 20,26
12/03/2014,12/03/2014 20,26
12/03/2014,12/03/2014 20,35
12/03/2014,12/03/2014 20,29
12/03/2014,12/03/2014 20,28
12/03/2014,12/03/2014 20,28
12/03/2014,12/03/2014 20,25
12/03/2014,12/03/2014 20,23
12/03/2014,12/03/2014 20,28
12/03/2014,12/03/2014 20,30
12/03/2014,12/03/2014 20,30
12/03/2014,12/03/2014 20,27
12/03/2014,12/03/2014 20,30
12/03/2014,12/03/2014 21,32
12/03/2014,12/03/2014 21,35
12/03/2014,12/03/2014 21,19
12/03/2014,12/03/2014 21,23
12/03/2014,12/03/2014 21,21
12/03/2014,12/03/2014 21,15
12/03/2014,12/03/2014 21,18
12/03/2014,12/03/2014 21,25
12/03/2014,12/03/2014 21,23
12/03/2014,12/03/2014 21,26
12/03/2014,12/03/2014 21,17
12/03/2014,12/03/2014 21,21
12/03/2014,12/03/2014 21,22
12/03/2014,12/03/2014 21,26
12/03/2014,12/03/2014 21,19
12/03/2014,12/03/2014 21,25
12/03/2014,12/03/2014 21,16
12/03/2014,12/03/2014 21,23
12/03/2014,12/03/2014 21,19
12/03/2014,12/03/2014 21,29
12/03/2014,12/03/2014 21,27
12/03/2014,12/03/2014 21,27
12/03/2014,12/03/2014 21,26
12/03/2014,12/03/2014 21,29
12/03/2014,12/03/2014 21,554
12/03/2014,12/03/2014 21,289
12/03/2014,12/03/2014 21,117
12/03/2014,12/03/2014 21,66
12/03/2014,12/03/2014 21,66
12/03/2014,12/03/2014 21,42
12/03/2014,12/03/2014 21,39
12/03/2014,12/03/2014 21,21
12/03/2014,12/03/2014 21,29
12/03/2014,12/03/2014 21,21
12/03/2014,12/03/2014 21,25
12/03/2014,12/03/2014 21,28
12/03/2014,12/03/2014 21,25
12/03/2014,12/03/2014 21,19
12/03/2014,12/03/2014 21,18
12/03/2014,12/03/2014 21,22
12/03/2014,12/03/2014 21,23
12/03/2014,12/03/2014 21,20
12/03/2014,12/03/2014 21,20
12/03/2014,12/03/2014 21,14
12/03/2014,12/03/2014 21,19
12/03/2014,12/03/2014 21,17
12/03/2014,12/03/2014 21,23
12/03/2014,12/03/2014 21,18
12/03/2014,12/03/2014 21,22
12/03/2014,12/03/2014 21,15
12/03/2014,12/03/2014 21,19
12/03/2014,12/03/2014 21,16
12/03/2014,12/03/2014 21,25
12/03/2014,12/03/2014 21,25
12/03/2014,12/03/2014 21,21
12/03/2014,12/03/2014 21,23
12/03/2014,12/03/2014 21,15
12/03/2014,12/03/2014 21,22
12/03/2014,12/03/2014 21,15
12/03/2014,12/03/2014 21,14
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,17
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,19
12/03/2014,12/03/2014 22,21
12/03/2014,12/03/2014 22,28
12/03/2014,12/03/2014 22,20
12/03/2014,12/03/2014 22,16
12/03/2014,12/03/2014 22,28
12/03/2014,12/03/2014 22,23
12/03/2014,12/03/2014 22,43
12/03/2014,12/03/2014 22,47
12/03/2014,12/03/2014 22,18
12/03/2014,12/03/2014 22,20
12/03/2014,12/03/2014 22,8
12/03/2014,12/03/2014 22,25
12/03/2014,12/03/2014 22,14
12/03/2014,12/03/2014 22,16
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,23
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,13
12/03/2014,12/03/2014 22,13
12/03/2014,12/03/2014 22,14
12/03/2014,12/03/2014 22,28
12/03/2014,12/03/2014 22,14
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,16
12/03/2014,12/03/2014 22,11
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,18
12/03/2014,12/03/2014 22,10
12/03/2014,12/03/2014 22,9
12/03/2014,12/03/2014 22,16
12/03/2014,12/03/2014 22,15
12/03/2014,12/03/2014 22,18
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,18
12/03/2014,12/03/2014 22,13
12/03/2014,12/03/2014 22,13
12/03/2014,12/03/2014 22,17
12/03/2014,12/03/2014 22,10
12/03/2014,12/03/2014 22,9
12/03/2014,12/03/2014 22,12
12/03/2014,12/03/2014 22,9
12/03/2014,12/03/2014 22,8
12/03/2014,12/03/2014 22,6
12/03/2014,12/03/2014 22,14
12/03/2014,12/03/2014 22,4
12/03/2014,12/03/2014 22,7
12/03/2014,12/03/2014 22,8
12/03/2014,12/03/2014 22,9
12/03/2014,12/03/2014 22,6
12/03/2014,12/03/2014 22,7
12/03/2014,12/03/2014 22,2
12/03/2014,12/03/2014 22,10
12/03/2014,12/03/2014 22,11
12/03/2014,12/03/2014 23,9
12/03/2014,12/03/2014 23,9
12/03/2014,12/03/2014 23,8
12/03/2014,12/03/2014 23,4
12/03/2014,12/03/2014 23,14
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,15
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,3
12/03/2014,12/03/2014 23,16
12/03/2014,12/03/2014 23,10
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,11
12/03/2014,12/03/2014 23,16
12/03/2014,12/03/2014 23,10
12/03/2014,12/03/2014 23,10
12/03/2014,12/03/2014 23,10
12/03/2014,12/03/2014 23,9
12/03/2014,12/03/2014 23,13
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,11
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,10
12/03/2014,12/03/2014 23,9
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,8
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,4
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,16
12/03/2014,12/03/2014 23,9
12/03/2014,12/03/2014 23,10
12/03/2014,12/03/2014 23,4
12/03/2014,12/03/2014 23,13
12/03/2014,12/03/2014 23,4
12/03/2014,12/03/2014 23,12
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,3
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,4
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,9
12/03/2014,12/03/2014 23,8
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,6
12/03/2014,12/03/2014 23,4
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,7
12/03/2014,12/03/2014 23,5
12/03/2014,12/03/2014 23,1
12/03/2014,12/03/2014 23,8
12/03/2014,12/03/2014 23,4
13/03/2014,13/03/2014 00,6
13/03/2014,13/03/2014 00,7
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,6
13/03/2014,13/03/2014 00,6
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,9
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,7
13/03/2014,13/03/2014 00,0
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,10
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,7
13/03/2014,13/03/2014 00,6
13/03/2014,13/03/2014 00,0
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,5
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,7
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,0
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,5
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,5
13/03/2014,13/03/2014 00,4
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,6
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 00,2
13/03/2014,13/03/2014 00,1
13/03/2014,13/03/2014 00,3
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,4
13/03/2014,13/03/2014 01,0
13/03/2014,13/03/2014 01,0
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,0
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,4
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,4
13/03/2014,13/03/2014 01,7
13/03/2014,13/03/2014 01,7
13/03/2014,13/03/2014 01,6
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,4
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,5
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,0
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,0
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,4
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,5
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,4
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,2
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,1
13/03/2014,13/03/2014 01,3
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,4
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,3
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,3
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,4
13/03/2014,13/03/2014 02,5
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,3
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,3
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,3
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,3
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,2
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 02,0
13/03/2014,13/03/2014 02,1
13/03/2014,13/03/2014 03,3
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,3
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,3
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,2
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,1
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 03,0
13/03/2014,13/03/2014 04,2915
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,3
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,2
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,3
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,1
13/03/2014,13/03/2014 04,0
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,3
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,3
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,4
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,3
13/03/2014,13/03/2014 05,0
13/03/2014,13/03/2014 05,2
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,4
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 05,1
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,0
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,0
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,0
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,5
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,6
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,0
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,6
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,4
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,3
13/03/2014,13/03/2014 06,7
13/03/2014,13/03/2014 06,7
13/03/2014,13/03/2014 06,2
13/03/2014,13/03/2014 06,1
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,5
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,8
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,2
13/03/2014,13/03/2014 07,7
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,5
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,5
13/03/2014,13/03/2014 07,2
13/03/2014,13/03/2014 07,8
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,8
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,7
13/03/2014,13/03/2014 07,7
13/03/2014,13/03/2014 07,5
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,7
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,12
13/03/2014,13/03/2014 07,3
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,5
13/03/2014,13/03/2014 07,14
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,13
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,7
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,8
13/03/2014,13/03/2014 07,6
13/03/2014,13/03/2014 07,5
13/03/2014,13/03/2014 07,8
13/03/2014,13/03/2014 07,8
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,7
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 07,9
13/03/2014,13/03/2014 07,10
13/03/2014,13/03/2014 07,4
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,10
13/03/2014,13/03/2014 08,7
13/03/2014,13/03/2014 08,5
13/03/2014,13/03/2014 08,7
13/03/2014,13/03/2014 08,9
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,4
13/03/2014,13/03/2014 08,8
13/03/2014,13/03/2014 08,15
13/03/2014,13/03/2014 08,6
13/03/2014,13/03/2014 08,7
13/03/2014,13/03/2014 08,5
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,7
13/03/2014,13/03/2014 08,14
13/03/2014,13/03/2014 08,6
13/03/2014,13/03/2014 08,7
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,9
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,8
13/03/2014,13/03/2014 08,6
13/03/2014,13/03/2014 08,5
13/03/2014,13/03/2014 08,16
13/03/2014,13/03/2014 08,12
13/03/2014,13/03/2014 08,12
13/03/2014,13/03/2014 08,12
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,8
13/03/2014,13/03/2014 08,8
13/03/2014,13/03/2014 08,8
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,7
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 08,10
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,12
13/03/2014,13/03/2014 08,17
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,12
13/03/2014,13/03/2014 08,9
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,10
13/03/2014,13/03/2014 08,17
13/03/2014,13/03/2014 08,9
13/03/2014,13/03/2014 08,18
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,10
13/03/2014,13/03/2014 08,16
13/03/2014,13/03/2014 08,15
13/03/2014,13/03/2014 08,14
13/03/2014,13/03/2014 08,15
13/03/2014,13/03/2014 08,12
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,11
13/03/2014,13/03/2014 08,13
13/03/2014,13/03/2014 09,13
13/03/2014,13/03/2014 09,16
13/03/2014,13/03/2014 09,18
13/03/2014,13/03/2014 09,14
13/03/2014,13/03/2014 09,11
13/03/2014,13/03/2014 09,11
13/03/2014,13/03/2014 09,10
13/03/2014,13/03/2014 09,17
13/03/2014,13/03/2014 09,15
13/03/2014,13/03/2014 09,11
13/03/2014,13/03/2014 09,13
