date,datetime,Visites_by_hour
26/03/2014,26/03/2014 17,21
26/03/2014,26/03/2014 17,21
26/03/2014,26/03/2014 17,21
26/03/2014,26/03/2014 17,21
26/03/2014,26/03/2014 17,25
26/03/2014,26/03/2014 17,21
26/03/2014,26/03/2014 17,25
26/03/2014,26/03/2014 17,23
26/03/2014,26/03/2014 17,30
26/03/2014,26/03/2014 17,36
26/03/2014,26/03/2014 17,41
26/03/2014,26/03/2014 17,20
26/03/2014,26/03/2014 17,430
26/03/2014,26/03/2014 17,738
26/03/2014,26/03/2014 17,240
26/03/2014,26/03/2014 17,126
26/03/2014,26/03/2014 17,73
26/03/2014,26/03/2014 17,68
26/03/2014,26/03/2014 17,70
26/03/2014,26/03/2014 17,49
26/03/2014,26/03/2014 17,46
26/03/2014,26/03/2014 17,37
26/03/2014,26/03/2014 17,58
26/03/2014,26/03/2014 17,63
26/03/2014,26/03/2014 17,55
26/03/2014,26/03/2014 17,52
26/03/2014,26/03/2014 17,37
26/03/2014,26/03/2014 17,236
26/03/2014,26/03/2014 17,265
26/03/2014,26/03/2014 17,108
26/03/2014,26/03/2014 17,86
26/03/2014,26/03/2014 17,60
26/03/2014,26/03/2014 17,49
26/03/2014,26/03/2014 17,65
26/03/2014,26/03/2014 17,45
26/03/2014,26/03/2014 17,48
26/03/2014,26/03/2014 17,48
26/03/2014,26/03/2014 17,47
26/03/2014,26/03/2014 17,28
26/03/2014,26/03/2014 17,38
26/03/2014,26/03/2014 17,40
26/03/2014,26/03/2014 17,29
26/03/2014,26/03/2014 17,42
26/03/2014,26/03/2014 17,47
26/03/2014,26/03/2014 17,33
26/03/2014,26/03/2014 17,26
26/03/2014,26/03/2014 17,24
26/03/2014,26/03/2014 17,37
26/03/2014,26/03/2014 17,26
26/03/2014,26/03/2014 17,29
26/03/2014,26/03/2014 17,32
26/03/2014,26/03/2014 18,35
26/03/2014,26/03/2014 18,26
26/03/2014,26/03/2014 18,38
26/03/2014,26/03/2014 18,40
26/03/2014,26/03/2014 18,39
26/03/2014,26/03/2014 18,37
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,32
26/03/2014,26/03/2014 18,37
26/03/2014,26/03/2014 18,33
26/03/2014,26/03/2014 18,36
26/03/2014,26/03/2014 18,268
26/03/2014,26/03/2014 18,150
26/03/2014,26/03/2014 18,78
26/03/2014,26/03/2014 18,55
26/03/2014,26/03/2014 18,43
26/03/2014,26/03/2014 18,39
26/03/2014,26/03/2014 18,39
26/03/2014,26/03/2014 18,28
26/03/2014,26/03/2014 18,50
26/03/2014,26/03/2014 18,30
26/03/2014,26/03/2014 18,21
26/03/2014,26/03/2014 18,37
26/03/2014,26/03/2014 18,24
26/03/2014,26/03/2014 18,21
26/03/2014,26/03/2014 18,25
26/03/2014,26/03/2014 18,25
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,15
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,43
26/03/2014,26/03/2014 18,41
26/03/2014,26/03/2014 18,35
26/03/2014,26/03/2014 18,28
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,25
26/03/2014,26/03/2014 18,27
26/03/2014,26/03/2014 18,25
26/03/2014,26/03/2014 18,28
26/03/2014,26/03/2014 18,17
26/03/2014,26/03/2014 18,26
26/03/2014,26/03/2014 18,21
26/03/2014,26/03/2014 18,24
26/03/2014,26/03/2014 18,41
26/03/2014,26/03/2014 18,28
26/03/2014,26/03/2014 18,22
26/03/2014,26/03/2014 18,34
26/03/2014,26/03/2014 18,21
26/03/2014,26/03/2014 18,24
26/03/2014,26/03/2014 18,24
26/03/2014,26/03/2014 18,26
26/03/2014,26/03/2014 18,19
26/03/2014,26/03/2014 18,21
26/03/2014,26/03/2014 18,28
26/03/2014,26/03/2014 18,37
26/03/2014,26/03/2014 19,25
26/03/2014,26/03/2014 19,19
26/03/2014,26/03/2014 19,23
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,18
26/03/2014,26/03/2014 19,27
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,19
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,25
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,19
26/03/2014,26/03/2014 19,24
26/03/2014,26/03/2014 19,17
26/03/2014,26/03/2014 19,15
26/03/2014,26/03/2014 19,15
26/03/2014,26/03/2014 19,20
26/03/2014,26/03/2014 19,22
26/03/2014,26/03/2014 19,26
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,29
26/03/2014,26/03/2014 19,23
26/03/2014,26/03/2014 19,19
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,24
26/03/2014,26/03/2014 19,15
26/03/2014,26/03/2014 19,28
26/03/2014,26/03/2014 19,25
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,20
26/03/2014,26/03/2014 19,15
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,17
26/03/2014,26/03/2014 19,16
26/03/2014,26/03/2014 19,23
26/03/2014,26/03/2014 19,27
26/03/2014,26/03/2014 19,17
26/03/2014,26/03/2014 19,15
26/03/2014,26/03/2014 19,13
26/03/2014,26/03/2014 19,21
26/03/2014,26/03/2014 19,14
26/03/2014,26/03/2014 19,18
26/03/2014,26/03/2014 19,22
26/03/2014,26/03/2014 19,30
26/03/2014,26/03/2014 19,24
26/03/2014,26/03/2014 19,16
26/03/2014,26/03/2014 19,19
26/03/2014,26/03/2014 19,19
26/03/2014,26/03/2014 19,17
26/03/2014,26/03/2014 19,13
26/03/2014,26/03/2014 19,20
26/03/2014,26/03/2014 19,18
26/03/2014,26/03/2014 19,15
26/03/2014,26/03/2014 19,18
26/03/2014,26/03/2014 19,23
26/03/2014,26/03/2014 19,23
26/03/2014,26/03/2014 19,22
26/03/2014,26/03/2014 19,26
26/03/2014,26/03/2014 19,16
26/03/2014,26/03/2014 19,17
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,15
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,13
26/03/2014,26/03/2014 20,13
26/03/2014,26/03/2014 20,20
26/03/2014,26/03/2014 20,19
26/03/2014,26/03/2014 20,19
26/03/2014,26/03/2014 20,17
26/03/2014,26/03/2014 20,17
26/03/2014,26/03/2014 20,31
26/03/2014,26/03/2014 20,24
26/03/2014,26/03/2014 20,22
26/03/2014,26/03/2014 20,24
26/03/2014,26/03/2014 20,19
26/03/2014,26/03/2014 20,18
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,12
26/03/2014,26/03/2014 20,34
26/03/2014,26/03/2014 20,35
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,16
26/03/2014,26/03/2014 20,23
26/03/2014,26/03/2014 20,16
26/03/2014,26/03/2014 20,28
26/03/2014,26/03/2014 20,19
26/03/2014,26/03/2014 20,22
26/03/2014,26/03/2014 20,27
26/03/2014,26/03/2014 20,12
26/03/2014,26/03/2014 20,14
26/03/2014,26/03/2014 20,24
26/03/2014,26/03/2014 20,30
26/03/2014,26/03/2014 20,456
26/03/2014,26/03/2014 20,152
26/03/2014,26/03/2014 20,83
26/03/2014,26/03/2014 20,48
26/03/2014,26/03/2014 20,30
26/03/2014,26/03/2014 20,37
26/03/2014,26/03/2014 20,25
26/03/2014,26/03/2014 20,30
26/03/2014,26/03/2014 20,22
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,27
26/03/2014,26/03/2014 20,18
26/03/2014,26/03/2014 20,36
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,31
26/03/2014,26/03/2014 20,30
26/03/2014,26/03/2014 20,30
26/03/2014,26/03/2014 20,31
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,21
26/03/2014,26/03/2014 20,26
26/03/2014,26/03/2014 20,32
26/03/2014,26/03/2014 20,23
26/03/2014,26/03/2014 20,25
26/03/2014,26/03/2014 20,17
26/03/2014,26/03/2014 20,17
26/03/2014,26/03/2014 20,27
26/03/2014,26/03/2014 20,27
26/03/2014,26/03/2014 21,25
26/03/2014,26/03/2014 21,21
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,15
26/03/2014,26/03/2014 21,23
26/03/2014,26/03/2014 21,15
26/03/2014,26/03/2014 21,23
26/03/2014,26/03/2014 21,27
26/03/2014,26/03/2014 21,16
26/03/2014,26/03/2014 21,30
26/03/2014,26/03/2014 21,18
26/03/2014,26/03/2014 21,24
26/03/2014,26/03/2014 21,26
26/03/2014,26/03/2014 21,10
26/03/2014,26/03/2014 21,26
26/03/2014,26/03/2014 21,18
26/03/2014,26/03/2014 21,16
26/03/2014,26/03/2014 21,21
26/03/2014,26/03/2014 21,29
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,25
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,28
26/03/2014,26/03/2014 21,24
26/03/2014,26/03/2014 21,22
26/03/2014,26/03/2014 21,15
26/03/2014,26/03/2014 21,24
26/03/2014,26/03/2014 21,13
26/03/2014,26/03/2014 21,12
26/03/2014,26/03/2014 21,20
26/03/2014,26/03/2014 21,22
26/03/2014,26/03/2014 21,20
26/03/2014,26/03/2014 21,20
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,25
26/03/2014,26/03/2014 21,14
26/03/2014,26/03/2014 21,7
26/03/2014,26/03/2014 21,19
26/03/2014,26/03/2014 21,16
26/03/2014,26/03/2014 21,13
26/03/2014,26/03/2014 21,18
26/03/2014,26/03/2014 21,13
26/03/2014,26/03/2014 21,16
26/03/2014,26/03/2014 21,21
26/03/2014,26/03/2014 21,13
26/03/2014,26/03/2014 21,16
26/03/2014,26/03/2014 21,21
26/03/2014,26/03/2014 21,16
26/03/2014,26/03/2014 21,23
26/03/2014,26/03/2014 21,20
26/03/2014,26/03/2014 21,13
26/03/2014,26/03/2014 21,14
26/03/2014,26/03/2014 21,21
26/03/2014,26/03/2014 21,12
26/03/2014,26/03/2014 21,9
26/03/2014,26/03/2014 21,17
26/03/2014,26/03/2014 21,10
26/03/2014,26/03/2014 21,15
26/03/2014,26/03/2014 22,17
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,21
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,21
26/03/2014,26/03/2014 22,9
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,15
26/03/2014,26/03/2014 22,15
26/03/2014,26/03/2014 22,16
26/03/2014,26/03/2014 22,17
26/03/2014,26/03/2014 22,19
26/03/2014,26/03/2014 22,15
26/03/2014,26/03/2014 22,21
26/03/2014,26/03/2014 22,22
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,13
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,10
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,27
26/03/2014,26/03/2014 22,31
26/03/2014,26/03/2014 22,29
26/03/2014,26/03/2014 22,15
26/03/2014,26/03/2014 22,13
26/03/2014,26/03/2014 22,19
26/03/2014,26/03/2014 22,17
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,17
26/03/2014,26/03/2014 22,8
26/03/2014,26/03/2014 22,3
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,9
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,22
26/03/2014,26/03/2014 22,20
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,10
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,10
26/03/2014,26/03/2014 22,9
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,10
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,7
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,10
26/03/2014,26/03/2014 22,14
26/03/2014,26/03/2014 22,9
26/03/2014,26/03/2014 22,11
26/03/2014,26/03/2014 22,9
26/03/2014,26/03/2014 22,12
26/03/2014,26/03/2014 22,10
26/03/2014,26/03/2014 22,4
26/03/2014,26/03/2014 22,15
26/03/2014,26/03/2014 22,9
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,9
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,6
26/03/2014,26/03/2014 23,7
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,9
26/03/2014,26/03/2014 23,10
26/03/2014,26/03/2014 23,10
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,9
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,9
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,10
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,13
26/03/2014,26/03/2014 23,4
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,4
26/03/2014,26/03/2014 23,4
26/03/2014,26/03/2014 23,3
26/03/2014,26/03/2014 23,6
26/03/2014,26/03/2014 23,9
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,4
26/03/2014,26/03/2014 23,12
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,7
26/03/2014,26/03/2014 23,6
26/03/2014,26/03/2014 23,0
26/03/2014,26/03/2014 23,11
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,6
26/03/2014,26/03/2014 23,3
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,6
26/03/2014,26/03/2014 23,7
26/03/2014,26/03/2014 23,3
26/03/2014,26/03/2014 23,2
26/03/2014,26/03/2014 23,10
26/03/2014,26/03/2014 23,5
26/03/2014,26/03/2014 23,6
26/03/2014,26/03/2014 23,12
26/03/2014,26/03/2014 23,12
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,8
26/03/2014,26/03/2014 23,9
26/03/2014,26/03/2014 23,6
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,6
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,6
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,7
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,6
27/03/2014,27/03/2014 00,0
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,0
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,6
27/03/2014,27/03/2014 00,6
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,6
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,7
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,7
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,4
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,3
27/03/2014,27/03/2014 00,5
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,2
27/03/2014,27/03/2014 00,0
27/03/2014,27/03/2014 00,1
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,6
27/03/2014,27/03/2014 01,4
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,27
27/03/2014,27/03/2014 01,4
27/03/2014,27/03/2014 01,4
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,4
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,4
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,5
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,2
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 01,3
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,1
27/03/2014,27/03/2014 01,0
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,4
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,4
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,5
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,3
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,2
27/03/2014,27/03/2014 02,1
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 02,0
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,3
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,4
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,3
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 03,0
27/03/2014,27/03/2014 03,2
27/03/2014,27/03/2014 03,1
27/03/2014,27/03/2014 04,2765
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,2
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,3
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,3
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,2
27/03/2014,27/03/2014 04,3
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,2
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,2
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,3
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 04,1
27/03/2014,27/03/2014 04,0
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,4
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,3
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,3
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,4
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,2
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,1
27/03/2014,27/03/2014 05,0
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,4
27/03/2014,27/03/2014 06,0
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,4
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,4
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,0
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,0
27/03/2014,27/03/2014 06,0
27/03/2014,27/03/2014 06,4
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,1
27/03/2014,27/03/2014 06,5
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,3
27/03/2014,27/03/2014 06,2
27/03/2014,27/03/2014 06,1
