"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","MMDAYPART","ChaineEcranWD","ChaineDaypartWD","ChaineMMDaypartWD","crea","budgetbrut","budgetnet","grp","grpref","tav","tavtap","EmavShort","month","dayofweek","consumption","nthweek","festival","gta","visitByhour"
15,"2014-03-30",410,"WE",12,"M6","DAY","DAY1415","M61550WE","M6DAYWE","M6DAY1415WE","effet push-up",7410,1333.8,2.65,2.24,"EAL","EAL","RECHERCHE ",3,1,44251,"12",0,"66","0.0693848337"
15,"2014-04-25",171,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la lingerie pour toutes les morpho",1681.5,302.67,0.17,0.65,"A","A","LES SIMPSO",4,6,52753,"16",0,"65","0.0693848337"
15,"2014-04-23",193,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3420,615.6,1.9,1.08,"ABA","SPLIT","MINI MACHO",4,4,53679,"16",0,"71","0.0693848337"
15,"2014-03-21",106,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet push-up",3819,687.42,2.43,1.23,"ABB","SPLIT","LUNE DE MI",3,6,54409,"11",0,"62","0.0693848337"
15,"2014-04-22",150,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3306,595.08,2.41,0.93,"EBD","SPLIT","PLUS VITE ",4,3,53796,"16",0,"73","0.0693848337"
15,"2014-04-30",194,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la terrasse",4860,874.8,3.22,1.07,"ABA","SPLIT","ROBIN DES ",4,4,52862,"17",0,"68","0.0693848337"
15,"2014-04-03",303,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3705,666.9,2.63,1.06,"EBD","SPLIT","PLUS VITE ",4,5,55788,"13",0,"64","0.0693848337"
15,"2014-04-24",272,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la terrasse",4698,845.64,3.18,0.87,"EBD","SPLIT","PLUS VITE ",4,5,52670,"16",0,"77","0.0693848337"
15,"2014-04-16",253,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la terrasse",5670,1020.6,3.1,1.21,"ABC","SPLIT","L ENFANT P",4,4,53963,"15",0,"73","0.0693848337"
15,"2014-04-20",195,"WE",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1540WE","PuissanceTNTDAYWE","PuissanceTNTDAY1415WE","la lingerie pour toutes les morpho",2280,410.4,2.22,0.81,"A","A","DANS L OMB",4,1,42605,"15",0,"84","0.0693848337"
15,"2014-04-23",230,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet sculptant",4698,845.64,1.82,0.89,"ABA","SPLIT","MINI MACHO",4,4,52946,"16",0,"71","0.0693848337"
15,"2014-04-27",375,"WE",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WE","PuissanceTNTDAYWE","PuissanceTNTDAY1415WE","la chaussure pour toutes les morpho'",1784.1,321.138,0.57,0.93,"A","A","UNE VIE DE",4,1,43426,"16",0,"96","0.0693848337"
15,"2014-03-09",609,"WE",20,"M6","DAY","DAY1415","M61550WE","M6DAYWE","M6DAY1415WE","effet sculptant",10368,1866.24,2.79,1.81,"EBL","EBL","DECO - M6 ",3,1,42273,"09",0,"81","0.0693848337"
15,"2014-04-28",163,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet sculptant",4698,845.64,2.34,1.11,"EBD","SPLIT","PLUS VITE ",4,2,53914,"17",0,"69","0.0693848337"
15,"2014-04-04",128,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3705,666.9,2.44,1.04,"EBD","SPLIT","PLUS VITE ",4,6,54169,"13",0,"71","0.0693848337"
15,"2014-03-27",115,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet push-up",3819,687.42,2.05,1.01,"ABB","SPLIT","DANGEREUSE",3,5,60253,"12",0,"63","0.0693848337"
15,"2014-04-03",378,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3990,718.2,2.69,1.14,"ABF","SPLIT","AMOUR MARI",4,5,56461,"13",0,"64","0.0693848337"
15,"2014-03-21",231,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la terrasse",5022,903.96,1.72,0.97,"ABB","SPLIT","LUNE DE MI",3,6,54409,"11",0,"62","0.0693848337"
15,"2014-04-30",134,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la chaussure pour toutes les morpho'",1881,338.58,0.5,0.5,"A","A","LES SIMPSO",4,4,53910,"17",0,"68","0.0693848337"
15,"2014-04-07",278,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3990,718.2,2.55,1.15,"ABF","SPLIT","LA FEMME I",4,2,52437,"14",0,"69","0.0693848337"
15,"2014-04-02",247,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5670,1020.6,2.8,1.08,"ABA","SPLIT","MES ENFANT",4,4,53272,"13",0,"62","0.0693848337"
15,"2014-04-17",144,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet sculptant",5265,947.7,2.78,1.07,"EBD","SPLIT","PLUS VITE ",4,5,52490,"15",0,"75","0.0693848337"
15,"2014-03-18",134,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet push-up",3534,636.12,1.79,0.93,"EBD","SPLIT","PLUS VITE ",3,3,57373,"11",0,"70","0.0693848337"
15,"2014-04-28",242,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","effet sculptant",2308.5,415.53,0.19,0.59,"A","A","LES SIMPSO",4,2,54678,"17",0,"69","0.0693848337"
15,"2014-04-19",380,"WE",12,"M6","DAY","DAY1415","M61510WE","M6DAYWE","M6DAY1415WE","la chaussure pour toutes les morpho'",4332,779.76,1.81,1.15,"DDB","DDB","C EST MA V",4,7,47217,"15",0,"89","0.0693848337"
15,"2014-04-01",254,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5670,1020.6,2.46,1.29,"ABA","SPLIT","A QUOI PEN",4,3,53083,"13",0,"64","0.0693848337"
15,"2014-04-21",338,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la terrasse",2308.5,415.53,0,0.76,"A","A","LES SIMPSO",4,2,43524,"16",1,"91","0.0693848337"
15,"2014-03-17",248,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3534,636.12,2.06,0.97,"EBD","SPLIT","PLUS VITE ",3,2,54690,"11",0,"71","0.0693848337"
15,"2014-03-19",304,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5427,976.86,1.9,0.84,"ABL","SPLIT","CHANTE DAN",3,4,54761,"11",0,"62","0.0693848337"
15,"2014-03-19",238,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet sculptant",5022,903.96,1.42,0.78,"EBD","SPLIT","PLUS VITE ",3,4,54761,"11",0,"62","0.0693848337"
15,"2014-04-24",234,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","effet sculptant",2389.5,430.11,0.16,0.67,"A","A","LES SIMPSO",4,5,52670,"16",0,"77","0.0693848337"
15,"2014-04-22",175,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la lingerie pour toutes les morpho",1681.5,302.67,0.11,0.39,"J","J","LES SIMPSO",4,3,53796,"16",0,"73","0.0693848337"
15,"2014-04-14",252,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3705,666.9,2.98,1.29,"ABF","SPLIT","AMOUR RIME",4,2,51934,"15",0,"78","0.0693848337"
15,"2014-03-31",207,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet push-up",3705,666.9,1.8,0.85,"ABF","SPLIT","UN MARI SU",3,2,53173,"13",0,"67","0.0693848337"
15,"2014-03-20",234,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet sculptant",5022,903.96,2.71,0.88,"EBD","SPLIT","PLUS VITE ",3,5,53409,"11",0,"70","0.0693848337"
15,"2014-04-05",513,"WE",20,"M6","DAY","DAY1415","M61510WE","M6DAYWE","M6DAY1415WE","effet sculptant",6480,1166.4,1.68,1.09,"DDB","DDB","C EST MA V",4,7,46641,"13",0,"82","0.0693848337"
15,"2014-04-17",230,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3990,718.2,3.39,1.28,"ABF","SPLIT","PEPILLO L ",4,5,53354,"15",0,"75","0.0693848337"
15,"2014-04-15",167,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3705,666.9,2.2,0.84,"EBD","SPLIT","PLUS VITE ",4,3,53191,"15",0,"78","0.0693848337"
15,"2014-04-25",265,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la terrasse",4698,845.64,1.57,1.01,"EBD","SPLIT","PLUS VITE ",4,6,52753,"16",0,"65","0.0693848337"
15,"2014-04-15",190,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5670,1020.6,1.79,0.88,"ABF","SPLIT","POUR LES Y",4,3,53910,"15",0,"78","0.0693848337"
15,"2014-04-30",111,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la chaussure pour toutes les morpho'",1242.6,223.668,0.88,0.54,"A","A","LES SIMPSO",4,4,52862,"17",0,"68","0.0693848337"
16,"2014-04-03",641,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",5670,1020.6,1.24,1.15,"CBB","CBB","LES REINES",4,5,54387,"13",0,"64","0.0745623736"
16,"2014-03-19",294,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4698,845.64,2.02,0.86,"ACA","ACA","WOMEN S MU",3,4,54020,"11",0,"62","0.0745623736"
16,"2014-04-22",567,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3876,697.68,1.76,1.15,"CBB","CBB","LES REINES",4,3,52071,"16",0,"73","0.0745623736"
16,"2014-04-07",585,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",3990,718.2,1.66,1,"CBB","CBB","LES REINES",4,2,50435,"14",0,"69","0.0745623736"
16,"2014-04-30",128,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1610WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la chaussure pour toutes les morpho'",1008.9,181.602,0.21,0.4,"A","A","LES SIMPSO",4,4,51967,"17",0,"68","0.0745623736"
16,"2014-03-31",584,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",3990,718.2,1.67,1.28,"CBB","CBB","LES REINES",3,2,51761,"13",0,"67","0.0745623736"
16,"2014-04-13",478,"WE",12,"M6","DAY","DAY1617","M61650WE","M6DAYWE","M6DAY1617WE","la chaussure pour toutes les morpho'",6840,1231.2,3.1,1.6,"EBL","EBL","DECO - M6 ",4,1,39399,"14",0,"77","0.0745623736"
16,"2014-04-22",357,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la terrasse",4698,845.64,1.9,0.85,"ACC","ACC","HAWTHORNE:",4,3,52817,"16",0,"73","0.0745623736"
16,"2014-03-21",325,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4698,845.64,2.27,1.11,"ACA","ACA","WOMEN S MU",3,6,53818,"11",0,"62","0.0745623736"
16,"2014-03-27",656,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",7776,1399.68,2.61,1.12,"CBB","CBB","LES REINES",3,5,58649,"12",0,"63","0.0745623736"
16,"2014-03-15",308,"WE",12,"M6","DAY","DAY1617","M61640WE","M6DAYWE","M6DAY1617WE","effet push-up",4845,872.1,2.24,1.38,"EAJ","EAJ","CAUCHEMAR ",3,7,48623,"10",0,"76","0.0745623736"
16,"2014-03-28",884,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la mode pour toutes les morpho",7776,1399.68,2.78,1.14,"CBB","CBB","LES REINES",3,6,54876,"12",0,"64","0.0745623736"
16,"2014-04-30",495,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3876,697.68,2.2,1.2,"CBB","CBB","LES REINES",4,4,51300,"17",0,"68","0.0745623736"
16,"2014-04-13",404,"WE",12,"M6","DAY","DAY1617","M61620WE","M6DAYWE","M6DAY1617WE","la lingerie pour toutes les morpho",5985,1077.3,2.71,1.82,"EAL","SPLIT","RECHERCHE ",4,1,39805,"14",0,"77","0.0745623736"
16,"2014-04-12",347,"WE",20,"M6","DAY","DAY1617","M61710WE","M6DAYWE","M6DAY1617WE","la terrasse",6966,1253.88,0.86,0.69,"DDB","DDB","MUST CELEB",4,7,42559,"14",0,"79","0.0745623736"
16,"2014-03-11",627,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",7776,1399.68,2.25,0.84,"CBB","CBB","LES REINES",3,3,55398,"10",0,"72","0.0745623736"
16,"2014-04-14",420,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",3990,718.2,2.59,1.07,"CBB","CBB","LES REINES",4,2,50348,"15",0,"78","0.0745623736"
16,"2014-04-26",145,"WE",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1700WE","PuissanceTNTDAYWE","PuissanceTNTDAY1617WE","la lingerie pour toutes les morpho",2034.9,366.282,0.11,0.5,"ACC","ACC","GLEE:LE LE",4,7,44581,"16",0,"89","0.0745623736"
16,"2014-04-25",241,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3306,595.08,1.99,1.05,"ACC","ACC","HAWTHORNE:",4,6,51722,"16",0,"65","0.0745623736"
16,"2014-04-08",327,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4212,758.16,1.36,0.73,"ACC","ACC","DR EMILY O",4,3,53081,"14",0,"70","0.0745623736"
16,"2014-04-15",435,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3990,718.2,2.4,1,"CBB","CBB","LES REINES",4,3,51705,"15",0,"78","0.0745623736"
16,"2014-04-03",390,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",2964,533.52,2.07,1.01,"ACC","ACC","DR EMILY O",4,5,55183,"13",0,"64","0.0745623736"
16,"2014-03-18",245,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4698,845.64,1.7,0.89,"ACA","ACA","WOMEN S MU",3,3,56982,"11",0,"70","0.0745623736"
16,"2014-04-17",420,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la terrasse",5670,1020.6,3.03,0.91,"CBB","CBB","LES REINES",4,5,50822,"15",0,"75","0.0745623736"
16,"2014-04-18",256,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",2964,533.52,1.15,0.96,"ACC","ACC","HAWTHORNE:",4,6,51335,"15",2,"75","0.0745623736"
16,"2014-04-02",381,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4212,758.16,3.38,1.14,"ACC","ACC","DR EMILY O",4,4,52648,"13",0,"62","0.0745623736"
16,"2014-04-06",853,"WE",20,"M6","DAY","DAY1617","M61610WE","M6DAYWE","M6DAY1617WE","effet sculptant",9720,1749.6,3.1,2.07,"EAL","EAL","RECHERCHE ",4,1,40528,"13",0,"86","0.0745623736"
16,"2014-04-11",192,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",2964,533.52,1.52,0.76,"ACC","ACC","HAWTHORNE:",4,6,50125,"14",0,"67","0.0745623736"
16,"2014-04-24",765,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la terrasse",5508,991.44,2.07,1.01,"CBB","CBB","LES REINES",4,5,51096,"16",0,"77","0.0745623736"
16,"2014-04-29",573,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",3876,697.68,2.83,1.27,"CBB","CBB","LES REINES",4,3,52850,"17",0,"65","0.0745623736"
16,"2014-04-22",180,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1610WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la chaussure pour toutes les morpho'",1008.9,181.602,0.17,0.49,"J","J","LES SIMPSO",4,3,52817,"16",0,"73","0.0745623736"
16,"2014-03-17",663,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",7776,1399.68,1.73,1.25,"CBB","CBB","LES REINES",3,2,53344,"11",0,"71","0.0745623736"
16,"2014-04-04",631,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",5670,1020.6,2.17,1.07,"CBB","CBB","LES REINES",4,6,52769,"13",0,"71","0.0745623736"
16,"2014-04-23",271,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3306,595.08,2.33,1.01,"ACC","ACC","HAWTHORNE:",4,4,52102,"16",0,"71","0.0745623736"
16,"2014-03-14",708,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",7776,1399.68,1.35,0.99,"CBB","CBB","LES REINES",3,6,52071,"10",0,"68","0.0745623736"
16,"2014-03-20",253,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4698,845.64,3.04,0.86,"ACA","ACA","WOMEN S MU",3,5,52714,"11",0,"70","0.0745623736"
16,"2014-04-29",297,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la terrasse",4698,845.64,1.86,1.02,"ACC","ACC","HAWTHORNE:",4,3,53353,"17",0,"65","0.0745623736"
16,"2014-04-19",222,"WE",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1700WE","PuissanceTNTDAYWE","PuissanceTNTDAY1617WE","la lingerie pour toutes les morpho",2034.9,366.282,0.51,0.51,"ACC","ACC","GLEE:OPERA",4,7,45157,"15",0,"89","0.0745623736"
16,"2014-03-25",707,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",7776,1399.68,2.2,1.19,"CBB","CBB","LES REINES",3,3,61293,"12",0,"65","0.0745623736"
16,"2014-04-24",165,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1610WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la chaussure pour toutes les morpho'",1008.9,181.602,0.18,0.66,"J","J","LES SIMPSO",4,5,51950,"16",0,"77","0.0745623736"
16,"2014-03-16",288,"WE",12,"M6","DAY","DAY1617","M61610WE","M6DAYWE","M6DAY1617WE","effet push-up",7125,1282.5,2.72,1.64,"EBL","EBL","ASTUCE DE ",3,1,41475,"10",0,"81","0.0745623736"
16,"2014-04-27",540,"WE",12,"M6","DAY","DAY1617","M61650WE","M6DAYWE","M6DAY1617WE","la chaussure pour toutes les morpho'",4845,872.1,3.21,1.66,"EBL","EBL","DECO - M6 ",4,1,41922,"16",0,"96","0.0745623736"
16,"2014-04-01",304,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4212,758.16,2.02,1.07,"ACC","ACC","DR EMILY O",4,3,52218,"13",0,"64","0.0745623736"
16,"2014-04-24",318,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4698,845.64,1.31,0.83,"ACC","ACC","HAWTHORNE:",4,5,51950,"16",0,"77","0.0745623736"
17,"2014-04-04",335,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,1.52,0.81,"EBD","SPLIT","PLUS VITE ",4,6,52922,"13",0,"71","0.0888548690"
17,"2014-04-01",342,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,1.98,1.04,"EBD","SPLIT","PLUS VITE ",4,3,51214,"13",0,"64","0.0888548690"
17,"2014-03-26",544,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","effet sculptant",6885,1239.3,3.2,1.29,"EBD","SPLIT","PLUS VITE ",3,4,60745,"12",0,"63","0.0888548690"
17,"2014-04-20",258,"WE",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1800WE","PuissanceTNTDAYWE","PuissanceTNTDAY1617WE","la lingerie pour toutes les morpho",3807.6,685.368,0.76,0.37,"J","SPLIT","PLUS VITE ",4,1,41618,"15",0,"84","0.0888548690"
17,"2014-04-29",84,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1710WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la chaussure pour toutes les morpho'",1293.9,232.902,0.04,0.37,"J","J","LES SIMPSO",4,3,52414,"17",0,"65","0.0888548690"
17,"2014-04-02",874,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,2.79,1.43,"CBB","CBB","LES REINES",4,4,51661,"13",0,"62","0.0888548690"
17,"2014-04-30",588,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",4902,882.36,2.71,1.58,"CBB","CBB","LES REINES",4,4,50752,"17",0,"68","0.0888548690"
17,"2014-03-13",867,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","effet sculptant",9720,1749.6,2.41,1.2,"CBB","CBB","LES REINES",3,5,53574,"10",0,"71","0.0888548690"
17,"2014-03-15",315,"WE",20,"M6","DAY","DAY1617","M61800WE","M6DAYWE","M6DAY1617WE","effet sculptant",5832,1049.76,1.71,0.97,"EBL","SPLIT","ASTUCE DE ",3,7,48733,"10",0,"76","0.0888548690"
17,"2014-04-23",721,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",4902,882.36,2.53,1.45,"CBB","CBB","LES REINES",4,4,51043,"16",0,"71","0.0888548690"
17,"2014-04-04",963,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",5016,902.88,2.9,1.53,"CBB","CBB","LES REINES",4,6,52639,"13",0,"71","0.0888548690"
17,"2014-04-25",393,"WD",20,"M6","DAY","DAY1617","M61830WD","M6DAYWD","M6DAY1617WD","effet sculptant",7695,1385.1,2.26,1.38,"CBB","CBB","LA MEILLEU",4,6,50957,"16",0,"65","0.0888548690"
17,"2014-03-09",420,"WE",12,"M6","DAY","DAY1617","M61740WE","M6DAYWE","M6DAY1617WE","la chaussure pour toutes les morpho'",6726,1210.68,2.09,1.37,"EBF","SPLIT","L ODYSSEE ",3,1,41761,"09",0,"81","0.0888548690"
17,"2014-04-18",413,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","la terrasse",7128,1283.04,1.45,1.1,"J","SPLIT","ALERTE ENL",4,6,50404,"15",2,"75","0.0888548690"
17,"2014-04-18",191,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1710WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la lingerie pour toutes les morpho",1362.3,245.214,0.18,0.52,"A","A","LES SIMPSO",4,6,50404,"15",2,"75","0.0888548690"
17,"2014-03-27",1142,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la terrasse",9720,1749.6,3.45,1.62,"CBB","CBB","LES REINES",3,5,58735,"12",0,"63","0.0888548690"
17,"2014-04-21",203,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1710WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la chaussure pour toutes les morpho'",1806.9,325.242,0.49,0.65,"A","A","LES ENFANT",4,2,42762,"16",1,"91","0.0888548690"
17,"2014-03-25",455,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","effet sculptant",6885,1239.3,2.36,1.1,"EBD","SPLIT","PLUS VITE ",3,3,62078,"12",0,"65","0.0888548690"
17,"2014-04-16",707,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",5016,902.88,2.64,1.4,"CBB","CBB","LES REINES",4,4,51177,"15",0,"73","0.0888548690"
17,"2014-04-19",231,"WE",20,"M6","DAY","DAY1617","M61800WE","M6DAYWE","M6DAY1617WE","effet sculptant",6885,1239.3,1.43,0.72,"EBL","SPLIT","ASTUCE DE ",4,7,45162,"15",0,"89","0.0888548690"
17,"2014-03-11",1151,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","effet sculptant",9720,1749.6,2.54,1.26,"CBB","CBB","LES REINES",3,3,55620,"10",0,"72","0.0888548690"
17,"2014-03-22",424,"WE",20,"M6","DAY","DAY1617","M61800WE","M6DAYWE","M6DAY1617WE","la terrasse",5832,1049.76,1.08,1.3,"EBL","SPLIT","ASTUCE DE ",3,7,51264,"11",0,"77","0.0888548690"
17,"2014-04-30",95,"WD",12,"PuissanceTNT","DAY","DAY1617","PuissanceTNT1800WD","PuissanceTNTDAYWD","PuissanceTNTDAY1617WD","la chaussure pour toutes les morpho'",1995,359.1,0.36,0.33,"ACC","ACC","GLEE:FANTA",4,4,50714,"17",0,"68","0.0888548690"
17,"2014-04-24",380,"WD",20,"M6","DAY","DAY1617","M61830WD","M6DAYWD","M6DAY1617WD","effet sculptant",7695,1385.1,1.93,1.21,"CBB","CBB","LA MEILLEU",4,5,51112,"16",0,"77","0.0888548690"
