2013-11-17,463282,0,1402775
2013-11-18,454478,0,1601464
2013-11-19,428801,0,1647597
2013-11-20,408159,0,1738629
2013-11-21,400877,0,1739741
2013-11-22,421075,0,1776444
2013-11-23,420088,0,1611597
2013-11-24,446406,0,1503136
2013-11-25,435219,0,1671975
2013-11-26,417026,0,1721789
2013-11-27,412832,0,1757081
2013-11-28,406688,0,1829978
2013-11-29,422557,0,1770015
2013-11-30,423428,0,1584615
2013-12-01,435645,0,1530761
2013-12-02,437562,0,1723657
2013-12-03,414402,0,1787650
2013-12-04,420403,0,1816795
2013-12-05,399203,0,1777407
2013-12-06,415644,0,1728330
2013-12-07,402889,0,1590878
2013-12-08,416658,0,1541548
2013-12-09,427754,0,1791978
2013-12-10,403357,0,1826081
2013-12-11,399518,0,1816523
2013-12-12,391588,0,1824129
2013-12-13,390396,0,1796149
2013-12-14,399387,0,1611189
2013-12-15,432259,0,1530294
2013-12-16,432314,0,1678875
2013-12-17,415158,0,1679265
2013-12-18,402725,0,1638260
2013-12-19,385207,0,1625296
2013-12-20,391508,0,1636738
2013-12-21,404965,0,1538560
2013-12-22,419243,0,1413757
2013-12-23,392369,0,1480656
2013-12-24,289415,0,1413249
2013-12-25,337179,1,1260444
2013-12-26,484648,2,1449828
2013-12-27,518119,0,1472766
2013-12-28,524852,0,1401123
2013-12-29,535729,0,1403692
2013-12-30,511111,0,1562962
2013-12-31,373693,0,1525942
2014-01-01,421093,1,1368001
2014-01-02,521172,0,1458583
2014-01-03,566330,0,1481633
2014-01-04,547246,0,1408424
2014-01-05,560867,0,1400597
2014-01-06,519845,0,1548933
2014-01-07,512957,0,1537059
2014-01-08,474982,0,1517383
2014-01-09,477178,0,1544359
2014-01-10,497651,0,1580460
2014-01-11,500732,0,1440710
2014-01-12,546040,0,1417824
2014-01-13,533111,0,1597834
2014-01-14,526631,0,1666670
2014-01-15,527139,0,1707785
2014-01-16,514969,0,1656905
2014-01-17,521096,0,1620539
2014-01-18,545159,0,1487228
2014-01-19,603890,0,1418230
2014-01-20,590735,0,1666497
2014-01-21,537895,0,1739178
2014-01-22,544219,0,1755254
2014-01-23,531721,0,1732520
2014-01-24,542859,0,1702975
2014-01-25,551250,0,1546438
2014-01-26,617125,0,1454228
2014-01-27,572490,0,1684766
2014-01-28,543520,0,1759669
2014-01-29,562279,0,1764844
2014-01-30,545772,0,1737754
2014-01-31,549649,0,1749857
2014-02-01,570739,0,1577419
2014-02-02,607183,0,1509311
2014-02-03,572918,0,1688266
2014-02-04,560215,0,1690517
2014-02-05,575924,0,1719390
2014-02-06,542579,0,1693426
2014-02-07,558583,0,1613806
2014-02-08,591319,0,1521449
2014-02-09,644949,0,1473617
2014-02-10,628263,0,1632787
2014-02-11,619101,0,1698088
2014-02-12,623183,0,1702137
2014-02-13,626399,0,1690878
2014-02-14,668490,0,1661660
2014-02-15,644294,0,1445139
2014-02-16,653781,0,1392075
2014-02-17,604166,0,1565855
2014-02-18,579095,0,1622609
2014-02-19,586724,0,1593628
2014-02-20,568286,0,1564282
2014-02-21,607428,0,1569010
2014-02-22,604564,0,1458216
2014-02-23,613671,0,1338981
2014-02-24,635701,0,1495727
2014-02-25,619738,0,1554400
2014-02-26,611815,0,1574841
2014-02-27,589054,0,1643072
2014-02-28,591428,0,1644590
2014-03-01,602056,0,1500834
2014-03-02,616329,0,1424820
2014-03-03,624380,0,1607011
2014-03-04,592884,0,1615301
2014-03-05,576929,0,1559021
2014-03-06,564572,0,1547753
2014-03-07,587072,0,1508006
2014-03-08,573421,0,1309583
2014-03-09,574982,0,1189917
2014-03-10,601419,0,1365881
2014-03-11,588013,0,1403679
2014-03-12,568393,0,1403001
2014-03-13,546969,0,1397280
2014-03-14,567881,0,1367524
2014-03-15,589180,0,1251964
2014-03-16,590009,0,1159217
2014-03-17,588511,0,1334292
2014-03-18,571738,0,1391104
2014-03-19,558104,0,1366559
2014-03-20,537583,0,1342872
2014-03-21,582383,0,1327773
2014-03-22,629630,0,1268340
2014-03-23,625583,0,1276517
2014-03-24,587157,0,1467731
2014-03-25,585915,0,1503009
2014-03-26,580445,0,1496469
2014-03-27,561063,0,1500094
2014-03-28,558599,0,1450254
2014-03-29,577874,0,1240603
2014-03-30,586061,0,1086657
2014-03-31,567361,0,1282324
2014-04-01,548678,0,1283014
2014-04-02,564252,0,1270569
2014-04-03,582813,0,1293570
2014-04-04,612022,0,1293439
2014-04-05,602932,0,1150461
2014-04-06,647174,0,1050257
