"Date","Avant.Visites","Apres.Visites","Chaine","Heure","GRP","BudgetNet","Format","weekday","nthweek","month","TAv_TAp","TAv","DAYPART","weekday_weekend"
2014-01-27,338,364,"Teva",13,0.08,290,30,"1","04","01",1,"AC","DAY","WD"
2014-01-27,196,182,"ParisPremiere",13,0.36,85.86,20,"1","04","01",1,"ACA","DAY","WD"
2014-01-27,168,1504,"M6",14,4.59,1312.2,20,"1","04","01",1,"ABF","DAY","WD"
2014-01-27,168,170,"SerieClub",14,0.04,45.4,20,"1","04","01",1,"AC","DAY","WD"
2014-01-27,166,134,"SerieClub",16,0.15,51.8,20,"1","04","01",1,"AC","DAY","WD"
2014-01-27,162,193,"Teva",16,0.11,63.18,20,"1","04","01",1,"AB","DAY","WD"
2014-01-27,158,2586,"M6",17,2.8,991.44,20,"1","04","01",1,"CBB","DAY","WD"
2014-01-27,230,181,"SerieClub",17,0.12,92,30,"1","04","01",1,"AC","DAY","WD"
2014-01-27,234,394,"Teva",18,0,184,30,"1","04","01",1,"AC","DAY","WD"
2014-01-27,220,2034,"M6",18,4.54,1676.7,20,"1","04","01",1,"CBA","ACCESS","WD"
2014-01-27,204,218,"ParisPremiere",19,0.19,102.06,20,"1","04","01",1,"ACC","ACCESS","WD"
2014-01-27,210,170,"ParisPremiere",19,0.13,114,30,"1","04","01",0,"ACC","ACCESS","WD"
2014-01-27,246,242,"ParisPremiere",20,0.06,112,30,"1","04","01",1,"ACB","ACCESS","WD"
2014-01-27,202,2844,"M6",20,7.72,6123.6,20,"1","04","01",0,"DAA","PEAK","WD"
2014-01-27,272,284,"SerieClub",20,0.08,84.2,20,"1","04","01",1,"AC","PEAK","WD"
2014-01-27,294,251,"ParisPremiere",20,0.07,98,30,"1","04","01",0,"EBK","PEAK","WD"
2014-01-27,246,3399,"M6",20,4.88,6998.4,20,"1","04","01",0,"EBJ","PEAK","WD"
2014-01-27,166,190,"SerieClub",21,0,79.4,20,"1","04","01",1,"AC","PEAK","WD"
2014-01-27,140,542,"Teva",22,0.29,308,30,"1","04","01",1,"AA","PEAK","WD"
2014-01-27,4,85,"M6",25,0.09,432,30,"1","04","01",0,"EBL","NIGHT","WD"
2014-01-28,36,42,"ParisPremiere",7,0,4.86,20,"2","04","01",1,"EBL","NIGHT","WD"
2014-01-28,56,50,"ParisPremiere",8,0,6,30,"2","04","01",0,"J","DAY","WD"
2014-01-28,90,83,"Teva",8,0.04,32.4,20,"2","04","01",0,"IH","DAY","WD"
2014-01-28,82,93,"SerieClub",9,0.05,18,30,"2","04","01",1,"AB","DAY","WD"
2014-01-28,120,584,"M6",10,0.41,216,30,"2","04","01",1,"CBB","DAY","WD"
2014-01-28,164,190,"Teva",11,0.03,102.06,20,"2","04","01",1,"AB","DAY","WD"
2014-01-28,522,667,"M6",11,0.24,379.08,20,"2","04","01",1,"ACB","DAY","WD"
2014-01-28,348,331,"Teva",12,0.03,244.62,20,"2","04","01",1,"AC","DAY","WD"
2014-01-28,176,1353,"M6",12,1.13,801.9,20,"2","04","01",0,"ACB","DAY","WD"
2014-01-28,200,345,"Teva",13,0.05,334,30,"2","04","01",1,"AC","DAY","WD"
2014-01-28,234,480,"Teva",13,0.06,241.38,20,"2","04","01",1,"AC","DAY","WD"
2014-01-28,168,282,"Teva",14,0.08,108.54,20,"2","04","01",0,"AC","DAY","WD"
2014-01-28,172,2126,"M6",14,4.77,1312.2,20,"2","04","01",1,"ABA","DAY","WD"
2014-01-28,194,163,"SerieClub",14,0.08,35.6,20,"2","04","01",1,"AC","DAY","WD"
2014-01-28,232,261,"Teva",14,0.09,106.92,20,"2","04","01",1,"EA","DAY","WD"
2014-01-28,144,269,"Teva",16,0,66.42,20,"2","04","01",1,"AC","DAY","WD"
2014-01-28,896,1841,"M6",17,3.19,991.44,20,"2","04","01",1,"CBB","DAY","WD"
2014-01-28,386,330,"SerieClub",17,0.16,64,30,"2","04","01",1,"AC","DAY","WD"
2014-01-28,262,1870,"M6",18,3.8,1385.1,20,"2","04","01",1,"CBA","DAY","WD"
2014-01-28,194,2364,"M6",18,4.45,2070,30,"2","04","01",1,"CBA","ACCESS","WD"
2014-01-28,220,1793,"M6",19,5.71,2187,20,"2","04","01",1,"DDB","ACCESS","WD"
2014-01-28,258,236,"ParisPremiere",19,0.14,108,30,"2","04","01",0,"J","ACCESS","WD"
2014-01-28,220,223,"SerieClub",19,0.1,60,20,"2","04","01",1,"AC","ACCESS","WD"
2014-01-28,260,241,"ParisPremiere",21,0.38,153.9,20,"2","04","01",1,"AAB","ACCESS","WD"
2014-01-28,214,196,"ParisPremiere",22,0.38,153.9,20,"2","04","01",1,"AAB","PEAK","WD"
2014-01-28,164,2198,"M6",22,5.01,4957.2,20,"2","04","01",1,"AAD","NIGHT","WD"
2014-01-29,74,47,"Teva",7,0.01,14.58,20,"3","04","01",0,"E","NIGHT","WD"
2014-01-29,46,66,"ParisPremiere",7,0.01,4.86,20,"3","04","01",1,"EBL","DAY","WD"
2014-01-29,68,69,"ParisPremiere",7,0.01,4.86,20,"3","04","01",0,"EBL","DAY","WD"
2014-01-29,104,111,"Teva",8,0.02,21.06,20,"3","04","01",0,"IH","DAY","WD"
2014-01-29,102,124,"Teva",8,0.08,61.56,20,"3","04","01",1,"AA","DAY","WD"
2014-01-29,126,112,"SerieClub",9,0.03,11.4,20,"3","04","01",1,"AC","DAY","WD"
2014-01-29,140,128,"SerieClub",9,0.06,21,20,"3","04","01",1,"AC","DAY","WD"
2014-01-29,160,657,"M6",10,0.42,174.96,20,"3","04","01",1,"CBB","DAY","WD"
2014-01-29,162,236,"Teva",11,0.04,113.4,20,"3","04","01",1,"EB","DAY","WD"
2014-01-29,142,906,"M6",11,0.17,379.08,20,"3","04","01",1,"ACB","DAY","WD"
2014-01-29,186,221,"Teva",11,0.03,165.24,20,"3","04","01",0,"EB","DAY","WD"
2014-01-29,122,127,"SerieClub",11,0.05,11.4,20,"3","04","01",0,"AB","DAY","WD"
2014-01-29,116,249,"Teva",11,0.04,223.56,20,"3","04","01",1,"AC","DAY","WD"
2014-01-29,592,930,"M6",12,0.99,874.8,20,"3","04","01",1,"ACB","DAY","WD"
2014-01-29,178,116,"ParisPremiere",12,0.01,22.68,20,"3","04","01",1,"ACA","DAY","WD"
2014-01-29,316,691,"M6",12,0.88,801.9,20,"3","04","01",0,"ACB","DAY","WD"
2014-01-29,282,224,"Teva",13,0.06,139.32,20,"3","04","01",0,"AC","DAY","WD"
2014-01-29,844,1378,"M6",14,5.26,1620,30,"3","04","01",1,"ABF","DAY","WD"
2014-01-29,200,185,"SerieClub",14,0.11,32.4,20,"3","04","01",1,"AC","DAY","WD"
2014-01-29,174,2315,"M6",14,4.82,1620,30,"3","04","01",1,"ABF","DAY","WD"
2014-01-29,258,252,"Teva",15,0.07,139.32,20,"3","04","01",1,"EB","DAY","WD"
2014-01-29,606,937,"M6",15,3.89,903.96,20,"3","04","01",0,"ABF","DAY","WD"
2014-01-29,222,205,"SerieClub",16,0.16,53.4,20,"3","04","01",1,"AC","DAY","WD"
2014-01-29,178,163,"SerieClub",16,0.15,47,20,"3","04","01",1,"AC","DAY","WD"
2014-01-29,320,3812,"M6",17,3.43,1350,30,"3","04","01",1,"CBB","DAY","WD"
2014-01-29,346,433,"ParisPremiere",17,0.19,98.82,20,"3","04","01",1,"ACC","DAY","WD"
2014-01-29,390,320,"SerieClub",17,0.18,80,30,"3","04","01",1,"AC","DAY","WD"
2014-01-29,348,328,"Teva",17,0.06,148,30,"3","04","01",0,"EB","DAY","WD"
2014-01-29,892,1402,"M6",18,3.06,1710,30,"3","04","01",1,"CBA","DAY","WD"
2014-01-29,216,358,"Teva",19,0.02,206,30,"3","04","01",1,"AC","ACCESS","WD"
2014-01-29,1014,1243,"M6",19,4.12,2187,20,"3","04","01",1,"DDB","ACCESS","WD"
2014-01-29,224,228,"ParisPremiere",19,0.14,170,30,"3","04","01",1,"ACB","ACCESS","WD"
2014-01-29,260,223,"ParisPremiere",20,0.09,176,30,"3","04","01",1,"ACB","ACCESS","WD"
2014-01-29,216,3136,"M6",20,7.99,7560,30,"3","04","01",0,"DAA","PEAK","WD"
2014-01-29,338,301,"SerieClub",20,0.12,68,20,"3","04","01",1,"AC","PEAK","WD"
2014-01-29,366,322,"SerieClub",21,0.07,48,30,"3","04","01",1,"AC","PEAK","WD"
2014-01-29,222,402,"Teva",21,0.17,290,30,"3","04","01",1,"EA","PEAK","WD"
2014-01-29,748,4662,"M6",21,4.82,6840,30,"3","04","01",1,"EAJ","PEAK","WD"
2014-01-29,102,193,"ParisPremiere",22,0.13,186,30,"3","04","01",1,"EAJ","PEAK","WD"
2014-01-29,120,2075,"M6",23,2.8,3600,30,"3","04","01",1,"EAJ","NIGHT","WD"
2014-01-30,62,60,"Teva",7,0.02,4.86,20,"4","04","01",0,"EB","NIGHT","WD"
2014-01-30,54,72,"ParisPremiere",7,0.02,4.86,20,"4","04","01",1,"EBL","DAY","WD"
2014-01-30,66,68,"ParisPremiere",7,0,6,30,"4","04","01",0,"EBL","DAY","WD"
2014-01-30,128,99,"SerieClub",8,0.03,11.4,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,130,121,"SerieClub",9,0.06,14.6,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,138,141,"SerieClub",9,0.07,16.2,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,146,889,"M6",10,0.68,216,30,"4","04","01",1,"CBB","DAY","WD"
2014-01-30,148,163,"SerieClub",11,0.07,16.2,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,148,188,"Teva",11,0.01,102.06,20,"4","04","01",1,"AB","DAY","WD"
2014-01-30,132,267,"Teva",12,0.06,223.56,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,184,194,"ParisPremiere",13,0.08,34.02,20,"4","04","01",1,"ACA","DAY","WD"
2014-01-30,272,235,"Teva",13,0.07,106.92,20,"4","04","01",0,"AC","DAY","WD"
2014-01-30,542,1306,"M6",14,3.49,1312.2,20,"4","04","01",1,"ABB","DAY","WD"
2014-01-30,206,181,"SerieClub",15,0.11,38.8,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,168,196,"SerieClub",15,0.12,47,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,178,192,"Teva",16,0.06,79.38,20,"4","04","01",1,"AB","DAY","WD"
2014-01-30,166,181,"SerieClub",16,0.12,40.6,20,"4","04","01",1,"AC","DAY","WD"
2014-01-30,1088,2275,"M6",17,2.13,991.44,20,"4","04","01",1,"CBB","DAY","WD"
2014-01-30,298,286,"Teva",17,0,122,30,"4","04","01",1,"AC","DAY","WD"
2014-01-30,218,261,"SerieClub",17,0.2,78,30,"4","04","01",1,"AC","DAY","WD"
2014-01-30,258,212,"SerieClub",18,0.09,68,30,"4","04","01",1,"AC","DAY","WD"
2014-01-30,262,228,"Teva",19,0,155.52,20,"4","04","01",1,"AC","ACCESS","WD"
2014-01-30,172,1678,"M6",19,5.04,2700,30,"4","04","01",1,"DDB","ACCESS","WD"
2014-01-30,296,296,"ParisPremiere",19,0.19,114,30,"4","04","01",0,"ACC","ACCESS","WD"
2014-01-30,202,239,"ParisPremiere",20,0.1,180,30,"4","04","01",1,"ACB","ACCESS","WD"
2014-01-30,156,3363,"M6",20,10.14,7290,20,"4","04","01",1,"ACB","PEAK","WD"
2014-01-30,286,3872,"M6",21,9.38,9000,30,"4","04","01",1,"ACA","PEAK","WD"
2014-01-30,228,414,"Teva",22,0.22,470,30,"4","04","01",1,"AA","PEAK","WD"
2014-01-30,228,240,"ParisPremiere",22,0.36,278.64,20,"4","04","01",1,"AAG","NIGHT","WD"
2014-01-31,32,26,"ParisPremiere",7,0,4.86,20,"5","04","01",1,"EBL","NIGHT","WD"
2014-01-31,58,79,"ParisPremiere",7,0,6,30,"5","04","01",0,"EBF","DAY","WD"
2014-01-31,146,111,"SerieClub",9,0.03,17.8,20,"5","04","01",1,"AB","DAY","WD"
2014-01-31,104,151,"SerieClub",9,0.03,14.6,20,"5","04","01",1,"AB","DAY","WD"
2014-01-31,124,631,"M6",10,0.02,174.96,20,"5","04","01",1,"CBB","DAY","WD"
2014-01-31,158,163,"Teva",11,0.05,110.16,20,"5","04","01",1,"AB","DAY","WD"
2014-01-31,134,667,"M6",11,0.22,379.08,20,"5","04","01",1,"ACB","DAY","WD"
2014-01-31,132,134,"Teva",11,0.03,187.92,20,"5","04","01",0,"AB","DAY","WD"
2014-01-31,80,152,"SerieClub",11,0.06,11.4,20,"5","04","01",0,"AB","DAY","WD"
2014-01-31,166,178,"Teva",12,0.03,239.76,20,"5","04","01",1,"AC","DAY","WD"
2014-01-31,478,889,"M6",12,1.07,874.8,20,"5","04","01",1,"ACB","DAY","WD"
2014-01-31,232,178,"SerieClub",13,0.05,16.2,20,"5","04","01",0,"AB","DAY","WD"
2014-01-31,304,262,"Teva",13,0.04,255.96,20,"5","04","01",1,"AC","DAY","WD"
2014-01-31,148,263,"Teva",13,0.05,115.02,20,"5","04","01",0,"AC","DAY","WD"
2014-01-31,186,171,"SerieClub",13,0.1,28,30,"5","04","01",1,"AC","DAY","WD"
2014-01-31,112,172,"ParisPremiere",14,0.31,58.32,20,"5","04","01",1,"ACA","DAY","WD"
2014-01-31,166,1119,"M6",14,4.22,1312.2,20,"5","04","01",1,"ABB","DAY","WD"
2014-01-31,174,163,"SerieClub",14,0.1,22.6,20,"5","04","01",1,"AC","DAY","WD"
2014-01-31,554,999,"M6",14,4.32,1620,30,"5","04","01",1,"ABB","DAY","WD"
2014-01-31,202,170,"SerieClub",15,0.14,24.4,20,"5","04","01",1,"AC","DAY","WD"
2014-01-31,114,131,"SerieClub",16,0.13,26,20,"5","04","01",1,"AC","DAY","WD"
2014-01-31,258,1911,"M6",16,2.51,1224,30,"5","04","01",1,"CBB","DAY","WD"
2014-01-31,242,3053,"M6",17,2.39,1350,30,"5","04","01",1,"CBB","DAY","WD"
2014-01-31,238,269,"SerieClub",17,0.12,70,30,"5","04","01",1,"AC","DAY","WD"
2014-01-31,226,281,"ParisPremiere",18,0.15,66.42,20,"5","04","01",1,"ACC","DAY","WD"
2014-01-31,202,360,"Teva",18,0.02,142,30,"5","04","01",1,"AC","ACCESS","WD"
2014-01-31,1284,1245,"M6",19,4.68,2187,20,"5","04","01",1,"DDB","ACCESS","WD"
2014-01-31,234,199,"ParisPremiere",19,0.14,92.34,20,"5","04","01",0,"ACC","ACCESS","WD"
2014-01-31,172,1940,"M6",20,6.86,6123.6,20,"5","04","01",0,"DAA","ACCESS","WD"
2014-01-31,234,3256,"M6",20,10.61,8640,30,"5","04","01",0,"EBJ","PEAK","WD"
2014-01-31,218,431,"Teva",21,0.17,181.44,20,"5","04","01",1,"CBA","PEAK","WD"
2014-01-31,214,220,"SerieClub",21,0.07,27.6,20,"5","04","01",1,"AC","PEAK","WD"
2014-01-31,202,568,"Teva",21,0.18,250,30,"5","04","01",1,"CBA","PEAK","WD"
2014-01-31,102,159,"ParisPremiere",22,0.33,119.88,20,"5","04","01",1,"CC","PEAK","WD"
2014-01-31,106,128,"ParisPremiere",22,0.33,119.88,20,"5","04","01",0,"CC","NIGHT","WD"
2014-01-31,108,2382,"M6",23,9.21,8640,30,"5","04","01",1,"ACA","NIGHT","WD"
2014-01-31,110,1115,"M6",23,5.41,2880,30,"5","04","01",1,"ACA","NIGHT","WD"
2014-02-01,32,35,"ParisPremiere",7,0,6,30,"6","04","02",1,"EBL","NIGHT","WE"
2014-02-01,40,38,"ParisPremiere",7,0,6,30,"6","04","02",0,"EBL","DAY","WE"
2014-02-01,100,121,"SerieClub",9,0.08,19.4,20,"6","04","02",1,"AC","DAY","WE"
2014-02-01,118,125,"SerieClub",9,0.1,22.6,20,"6","04","02",1,"AC","DAY","WE"
2014-02-01,138,113,"SerieClub",9,0.09,40,30,"6","04","02",0,"AC","DAY","WE"
2014-02-01,134,152,"SerieClub",10,0.08,38,30,"6","04","02",1,"ACC","DAY","WE"
2014-02-01,132,276,"M6",10,0.67,180,30,"6","04","02",0,"EBD","DAY","WE"
2014-02-01,130,146,"SerieClub",11,0.05,28,30,"6","04","02",1,"ACC","DAY","WE"
2014-02-01,134,131,"SerieClub",11,0.03,21,20,"6","04","02",0,"ACC","DAY","WE"
2014-02-01,118,200,"Teva",12,0.1,108.54,20,"6","04","02",0,"AC","DAY","WE"
2014-02-01,86,616,"M6",12,0.18,699.84,20,"6","04","02",0,"EBL","DAY","WE"
2014-02-01,136,212,"Teva",13,0.1,108.54,20,"6","04","02",1,"EA","DAY","WE"
2014-02-01,134,122,"SerieClub",13,0.09,40,30,"6","04","02",1,"AC","DAY","WE"
2014-02-01,988,637,"M6",14,2.22,1195.56,20,"6","04","02",1,"EAJ","DAY","WE"
2014-02-01,364,296,"Teva",14,0.1,106.92,20,"6","04","02",0,"EA","DAY","WE"
2014-02-01,166,351,"Teva",14,0.09,118.26,20,"6","04","02",1,"EB","DAY","WE"
2014-02-01,194,1558,"M6",15,2.97,1239.3,20,"6","04","02",1,"EAJ","DAY","WE"
2014-02-01,146,228,"Teva",15,0.1,129.6,20,"6","04","02",1,"E","DAY","WE"
2014-02-01,190,191,"Teva",16,0.07,115.02,20,"6","04","02",1,"EB","DAY","WE"
2014-02-01,558,1161,"M6",16,1.45,1620,30,"6","04","02",1,"EAJ","DAY","WE"
2014-02-01,986,1048,"M6",17,2.09,1312.2,20,"6","04","02",1,"EAJ","DAY","WE"
2014-02-01,782,690,"M6",17,1.66,1166.4,20,"6","04","02",0,"EBD","DAY","WE"
2014-02-01,242,274,"Teva",17,0.09,108,30,"6","04","02",1,"EB","DAY","WE"
2014-02-01,224,197,"SerieClub",18,0.08,58.4,20,"6","04","02",1,"AC","DAY","WE"
2014-02-01,748,1951,"M6",18,2.17,1890,30,"6","04","02",1,"DDB","ACCESS","WE"
2014-02-01,228,213,"SerieClub",18,0.15,78,30,"6","04","02",1,"AC","ACCESS","WE"
2014-02-01,172,175,"SerieClub",19,0.12,60,20,"6","04","02",1,"AC","ACCESS","WE"
2014-02-01,146,203,"ParisPremiere",21,0.15,202,30,"6","04","02",1,"AE","ACCESS","WE"
2014-02-01,832,1288,"M6",22,3.89,2916,20,"6","04","02",1,"ACA","PEAK","WE"
2014-02-01,140,149,"ParisPremiere",22,0.19,155.52,20,"6","04","02",1,"AE","NIGHT","WE"
2014-02-01,130,134,"SerieClub",22,0.01,74,30,"6","04","02",1,"AC","NIGHT","WE"
2014-02-01,84,190,"Teva",23,0.18,110.16,20,"6","04","02",1,"C","NIGHT","WE"
2014-02-01,58,866,"M6",23,2.29,1710,30,"6","04","02",1,"ACA","NIGHT","WE"
2014-02-02,18,18,"ParisPremiere",7,0,4.86,20,"0","04","02",1,"EBL","NIGHT","WE"
2014-02-02,32,23,"ParisPremiere",7,0,6,30,"0","04","02",0,"EBL","DAY","WE"
2014-02-02,72,135,"M6",8,0.13,54,30,"0","04","02",1,"CBA","DAY","WE"
2014-02-02,154,181,"M6",9,0.19,72,30,"0","04","02",0,"EBD","DAY","WE"
2014-02-02,116,116,"SerieClub",9,0.06,26,20,"0","04","02",1,"AC","DAY","WE"
2014-02-02,160,161,"SerieClub",10,0.06,34,30,"0","04","02",1,"ACC","DAY","WE"
2014-02-02,136,143,"SerieClub",12,0.05,14.6,20,"0","04","02",1,"ACC","DAY","WE"
2014-02-02,124,179,"ParisPremiere",12,0.06,110,30,"0","04","02",1,"EBL","DAY","WE"
2014-02-02,100,107,"SerieClub",12,0.04,26,30,"0","04","02",1,"ACC","DAY","WE"
2014-02-02,104,107,"SerieClub",13,0.05,21,20,"0","04","02",0,"ACC","DAY","WE"
2014-02-02,100,124,"ParisPremiere",13,0.19,108,30,"0","04","02",1,"EAL","DAY","WE"
2014-02-02,154,181,"ParisPremiere",14,0.27,106.92,20,"0","04","02",1,"EAJ","DAY","WE"
2014-02-02,152,144,"SerieClub",15,0.03,27.6,20,"0","04","02",1,"AC","DAY","WE"
2014-02-02,150,3191,"M6",15,5.27,2700,30,"0","04","02",1,"EAL","DAY","WE"
2014-02-02,264,189,"SerieClub",15,0.03,29.2,20,"0","04","02",1,"AC","DAY","WE"
2014-02-02,252,1732,"M6",17,2.62,1980,30,"0","04","02",0,"EBL","DAY","WE"
2014-02-02,234,3444,"M6",18,4.48,2843.1,20,"0","04","02",1,"DDB","DAY","WE"
2014-02-02,1470,1854,"M6",18,5.04,2770.2,20,"0","04","02",0,"DDB","ACCESS","WE"
2014-02-02,348,298,"SerieClub",18,0.09,97.2,20,"0","04","02",1,"AC","ACCESS","WE"
2014-02-02,242,277,"ParisPremiere",19,0.3,134,30,"0","04","02",1,"EAJ","ACCESS","WE"
2014-02-02,254,255,"SerieClub",20,0.1,122,30,"0","04","02",1,"AC","ACCESS","WE"
2014-02-02,228,2164,"M6",20,2.09,5040,30,"0","04","02",0,"FBM","PEAK","WE"
2014-02-02,300,218,"SerieClub",21,0.05,98,30,"0","04","02",1,"AC","PEAK","WE"
2014-02-02,164,176,"SerieClub",21,0.07,70,30,"0","04","02",1,"AC","PEAK","WE"
2014-02-02,142,1937,"M6",22,4.14,4374,20,"0","04","02",1,"DDB","PEAK","WE"
2014-02-02,128,134,"SerieClub",22,0.07,56.8,20,"0","04","02",1,"AC","NIGHT","WE"
2014-02-02,126,121,"SerieClub",22,0.08,76,30,"0","04","02",1,"AC","NIGHT","WE"
2014-02-02,90,180,"ParisPremiere",23,0.15,76.14,20,"0","04","02",1,"ACA","NIGHT","WE"
2014-02-03,18,27,"ParisPremiere",7,0.01,4.86,20,"1","05","02",0,"EBL","NIGHT","WD"
2014-02-03,40,50,"ParisPremiere",7,0.01,6,30,"1","05","02",0,"EBK","DAY","WD"
2014-02-03,94,89,"SerieClub",9,0.03,12,30,"1","05","02",1,"ACC","DAY","WD"
2014-02-03,74,105,"SerieClub",9,0.05,34,30,"1","05","02",1,"AC","DAY","WD"
2014-02-03,166,204,"M6",10,0.18,72,30,"1","05","02",0,"DG","DAY","WD"
2014-02-03,98,128,"SerieClub",10,0.07,20,30,"1","05","02",0,"AC","DAY","WD"
2014-02-03,114,130,"SerieClub",11,0.05,34,30,"1","05","02",1,"AC","DAY","WD"
2014-02-03,118,728,"M6",11,0.7,379.08,20,"1","05","02",1,"ACB","DAY","WD"
2014-02-03,144,142,"SerieClub",12,0.1,19.4,20,"1","05","02",0,"ACC","DAY","WD"
2014-02-03,160,266,"Teva",13,0.08,302,30,"1","05","02",1,"AC","DAY","WD"
2014-02-03,168,1112,"M6",13,3.55,1620,30,"1","05","02",1,"ACB","DAY","WD"
2014-02-03,152,188,"SerieClub",13,0.05,24,30,"1","05","02",0,"EB","DAY","WD"
2014-02-03,180,174,"ParisPremiere",13,0.27,63.18,20,"1","05","02",0,"EBP","DAY","WD"
2014-02-03,144,364,"Teva",13,0.08,290,30,"1","05","02",1,"AC","DAY","WD"
2014-02-03,162,166,"SerieClub",13,0.03,30.8,20,"1","05","02",1,"AC","DAY","WD"
2014-02-03,670,1052,"M6",14,5.25,1312.2,20,"1","05","02",1,"ABF","DAY","WD"
2014-02-03,172,205,"Teva",14,0.13,103.68,20,"1","05","02",1,"AB","DAY","WD"
2014-02-03,130,152,"SerieClub",14,0.04,56,30,"1","05","02",1,"AC","DAY","WD"
2014-02-03,162,1457,"M6",14,5.13,1312.2,20,"1","05","02",1,"ABF","DAY","WD"
2014-02-03,194,187,"SerieClub",15,0.13,70,30,"1","05","02",1,"AC","DAY","WD"
2014-02-03,124,155,"SerieClub",16,0.15,51.8,20,"1","05","02",1,"AC","DAY","WD"
2014-02-03,126,159,"SerieClub",16,0.11,47,20,"1","05","02",1,"AC","DAY","WD"
2014-02-03,152,2155,"M6",16,1.98,1350,30,"1","05","02",1,"CBB","DAY","WD"
2014-02-03,400,287,"Teva",17,0.01,121.5,20,"1","05","02",1,"AC","DAY","WD"
2014-02-03,296,1208,"M6",17,2.97,1399.68,20,"1","05","02",1,"CBA","DAY","WD"
2014-02-03,154,162,"ParisPremiere",19,0.19,102.06,20,"1","05","02",1,"ACC","DAY","WD"
2014-02-03,238,1736,"M6",19,6.07,2520,30,"1","05","02",1,"DDB","ACCESS","WD"
2014-02-03,172,166,"ParisPremiere",19,0.13,92.34,20,"1","05","02",0,"ACC","ACCESS","WD"
2014-02-03,176,373,"Teva",19,0.01,168.48,20,"1","05","02",1,"AC","ACCESS","WD"
2014-02-03,200,2064,"M6",20,9.01,6123.6,20,"1","05","02",0,"DAA","ACCESS","WD"
2014-02-03,256,205,"Teva",20,0.16,192.78,20,"1","05","02",0,"EB","PEAK","WD"
2014-02-03,256,3108,"M6",20,5.02,6998.4,20,"1","05","02",0,"EBJ","PEAK","WD"
2014-02-03,200,322,"Teva",21,0.28,289.98,20,"1","05","02",1,"AA","PEAK","WD"
2014-02-03,212,238,"Teva",22,0.29,249.48,20,"1","05","02",1,"AA","PEAK","WD"
2014-02-03,542,3553,"M6",22,4.38,8640,30,"1","05","02",1,"CBB","NIGHT","WD"
2014-02-03,28,380,"M6",24,0.94,947.7,20,"1","05","02",1,"EBL","NIGHT","WD"
2014-02-04,30,42,"ParisPremiere",7,0,6,30,"2","05","02",0,"EBL","NIGHT","WD"
2014-02-04,54,51,"ParisPremiere",7,0,4.86,20,"2","05","02",0,"EBF","DAY","WD"
2014-02-04,76,68,"SerieClub",8,0.05,18,30,"2","05","02",1,"ACC","DAY","WD"
2014-02-04,140,228,"M6",10,0.22,72,30,"2","05","02",0,"DG","DAY","WD"
2014-02-04,124,456,"M6",10,0.42,233.28,20,"2","05","02",1,"CBB","DAY","WD"
2014-02-04,168,959,"M6",11,0.45,379.08,20,"2","05","02",1,"ACB","DAY","WD"
2014-02-04,146,182,"Teva",11,0.03,212,30,"2","05","02",0,"AB","DAY","WD"
2014-02-04,110,194,"Teva",12,0.03,302,30,"2","05","02",1,"AC","DAY","WD"
2014-02-04,468,497,"M6",12,1.17,1020.6,20,"2","05","02",0,"ACB","DAY","WD"
2014-02-04,160,291,"Teva",13,0.05,334,30,"2","05","02",1,"AC","DAY","WD"
2014-02-04,148,955,"M6",13,3.97,1620,30,"2","05","02",1,"ACB","DAY","WD"
2014-02-04,298,314,"Teva",13,0.06,298,30,"2","05","02",1,"AC","DAY","WD"
2014-02-04,168,191,"SerieClub",13,0.06,34,30,"2","05","02",1,"AC","DAY","WD"
2014-02-04,152,213,"Teva",14,0.08,108.54,20,"2","05","02",0,"AC","DAY","WD"
2014-02-04,334,1402,"M6",14,5.31,1620,30,"2","05","02",1,"ABF","DAY","WD"
2014-02-04,148,149,"SerieClub",14,0.08,35.6,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,174,216,"Teva",15,0.09,106.92,20,"2","05","02",1,"AB","DAY","WD"
2014-02-04,160,110,"SerieClub",15,0.11,42.2,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,140,146,"SerieClub",15,0.17,45.4,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,286,696,"M6",16,1.6,990,30,"2","05","02",1,"ACA","DAY","WD"
2014-02-04,164,134,"SerieClub",16,0.11,30.8,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,1264,1478,"M6",16,2.37,1093.5,20,"2","05","02",1,"CBB","DAY","WD"
2014-02-04,186,223,"SerieClub",17,0.14,42.2,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,244,2309,"M6",17,2.28,1476,30,"2","05","02",1,"CBB","DAY","WD"
2014-02-04,330,351,"Teva",17,0,93.96,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,158,208,"SerieClub",18,0.16,51.8,20,"2","05","02",1,"AC","DAY","WD"
2014-02-04,410,423,"Teva",18,0,111.78,20,"2","05","02",1,"AC","ACCESS","WD"
