2014-01-19,0.26
2014-01-19,0.27
2014-01-19,0.61
2014-01-19,0.67
2014-01-19,0.26
2014-01-19,0.01
2014-01-19,2.19
2014-01-19,2.34
2014-01-19,2.4
2014-01-19,4.07
2014-01-19,0.23
2014-01-19,0.45
2014-01-19,0.8
2014-01-19,3.41
2014-01-19,3.4
2014-01-19,2.34
2014-01-19,0.14
2014-01-19,0.11
2014-01-19,0.25
2014-01-19,0.62
2014-01-19,4.04
2014-01-19,3.27
2014-01-19,2.68
2014-01-19,0.03
2014-01-19,0.32
2014-01-19,0.8
2014-01-19,2.97
2014-01-19,4.03
2014-01-19,6.98
2014-01-19,8.17
2014-01-19,0.08
2014-01-19,0.13
2014-01-19,0.12
2014-01-19,0.12
2014-01-19,0.06
2014-01-19,0.11
2014-01-19,0.07
2014-01-20,0.08
2014-01-20,0.05
2014-01-20,0.09
2014-01-20,0.03
2014-01-20,0.08
2014-01-20,0.61
2014-01-20,3.56
2014-01-20,0.11
2014-01-20,0.15
2014-01-20,0.08
2014-01-20,0.15
2014-01-20,0.14
2014-01-20,0.21
2014-01-20,0.18
2014-01-20,0.48
2014-01-20,0.21
2014-01-20,0.59
2014-01-20,0.11
2014-01-20,0.12
2014-01-20,0.09
2014-01-20,0.11
2014-01-20,0.05
2014-01-20,0.18
2014-01-20,0.24
2014-01-20,0.39
2014-01-20,0.86
2014-01-20,3.59
2014-01-20,1.57
2014-01-20,2.7
2014-01-20,0.3
2014-01-20,0.13
2014-01-20,0.24
2014-01-20,0.03
2014-01-20,0.14
2014-01-20,0.44
2014-01-20,2.44
2014-01-20,4.76
2014-01-20,0.08
2014-01-20,0.14
2014-01-20,0.09
2014-01-20,0.18
2014-01-20,0.12
2014-01-20,0.11
2014-01-20,0.12
2014-01-20,0.11
2014-01-20,1.65
2014-01-20,0.18
2014-01-20,1.52
2014-01-20,3.62
2014-01-21,0.04
2014-01-21,4.05
2014-01-21,0.09
2014-01-21,0.08
2014-01-21,0.12
2014-01-21,0.08
2014-01-21,0.02
2014-01-21,0.1
2014-01-21,0.1
2014-01-21,0.13
2014-01-21,0.11
2014-01-21,0.19
2014-01-21,0.01
2014-01-21,0.67
2014-01-21,0.09
2014-01-21,0.12
2014-01-21,0.16
2014-01-21,0.61
2014-01-21,0.93
2014-01-21,2.65
2014-01-21,2.38
2014-01-21,0.37
2014-01-21,0.75
2014-01-21,1
2014-01-21,0.15
2014-01-21,0.15
2014-01-21,0.45
2014-01-21,0.12
2014-01-21,0.09
2014-01-21,0.11
2014-01-21,0.08
2014-01-21,0.09
2014-01-21,0.11
2014-01-21,0.12
2014-01-21,4.25
2014-01-21,0.8
2014-01-21,5.41
2014-01-21,0.14
2014-01-21,0.1
2014-01-21,0.21
2014-01-21,0.18
2014-01-21,0.04
2014-01-21,0.22
2014-01-21,0.13
2014-01-21,0.23
2014-01-22,0.17
2014-01-22,0.86
2014-01-22,0.2
2014-01-22,0.43
2014-01-22,1.14
2014-01-22,2.25
2014-01-22,0.13
2014-01-22,0.14
2014-01-22,0.15
2014-01-22,0.25
2014-01-22,0
2014-01-22,0.31
2014-01-22,0.02
2014-01-22,0.08
2014-01-22,0.26
2014-01-22,0.1
2014-01-22,0.18
2014-01-22,0.17
2014-01-22,0.15
2014-01-22,0.26
2014-01-22,0.18
2014-01-22,0.09
2014-01-22,0.36
2014-01-22,0.63
2014-01-22,0.56
2014-01-22,0.56
2014-01-22,0.13
2014-01-22,0.09
2014-01-22,0.07
2014-01-22,0.48
2014-01-22,0.25
2014-01-22,0.02
2014-01-22,0.03
2014-01-22,0.23
2014-01-22,0.11
2014-01-22,0.2
2014-01-22,0.38
2014-01-22,0.86
2014-01-22,1.89
2014-01-23,3.02
2014-01-23,0.09
2014-01-23,0.43
2014-01-23,3.27
2014-01-23,0.5
2014-01-23,3.25
2014-01-23,1.99
2014-01-23,3.91
2014-01-23,5.57
2014-01-23,1.06
2014-01-23,0.39
2014-01-23,0.31
2014-01-23,0.13
2014-01-23,0.7
2014-01-23,0.44
2014-01-23,0.24
2014-01-23,0.15
2014-01-23,0.49
2014-01-23,0.14
2014-01-23,0.06
2014-01-23,0.12
2014-01-23,0.16
2014-01-23,0.12
2014-01-23,0.07
2014-01-23,0.08
2014-01-23,0.08
2014-01-23,0.12
2014-01-23,0.64
2014-01-23,0
2014-01-23,0.17
2014-01-23,0.16
2014-01-23,5.3
2014-01-23,0.42
2014-01-23,0.07
2014-01-23,0.08
2014-01-23,1.79
2014-01-23,0.14
2014-01-23,0.01
2014-01-23,0.22
2014-01-23,0.11
2014-01-24,1.68
2014-01-24,3.8
2014-01-24,1.85
2014-01-24,3.95
2014-01-24,0.13
2014-01-24,1.19
2014-01-24,2.54
2014-01-24,1.75
2014-01-24,2.38
2014-01-24,1.79
2014-01-24,2.93
2014-01-24,0.15
2014-01-24,0.11
2014-01-24,0.09
2014-01-24,0.06
2014-01-24,0.08
2014-01-24,0.07
2014-01-24,0.15
2014-01-24,0.12
2014-01-24,0.62
2014-01-24,1.07
2014-01-24,0.93
2014-01-24,0
2014-01-24,0.22
2014-01-24,0.12
2014-01-24,0.17
2014-01-24,0.44
2014-01-24,0.33
2014-01-24,0.18
2014-01-24,0.03
2014-01-24,0.01
2014-01-24,0.04
2014-01-24,0.21
2014-01-24,4.15
2014-01-24,0.53
2014-01-24,0.53
2014-01-24,0.01
2014-01-24,2.3
2014-01-24,1.75
2014-01-24,0.31
2014-01-24,0.07
2014-01-24,2.62
2014-01-24,0.12
2014-01-24,0.11
2014-01-24,0.11
2014-01-24,0.12
2014-01-24,0.18
2014-01-25,0.14
2014-01-25,0.55
2014-01-25,1.34
2014-01-25,4.09
2014-01-25,2.33
2014-01-25,1.96
2014-01-25,0.08
2014-01-25,0.08
2014-01-25,0.08
2014-01-25,0.09
2014-01-25,0.15
2014-01-25,0.15
2014-01-25,0.06
2014-01-25,0.16
2014-01-25,0
2014-01-25,0.12
2014-01-25,0.01
2014-01-25,0.06
2014-01-25,0.06
2014-01-25,0.05
2014-01-25,0.08
2014-01-25,0.14
2014-01-25,4.54
2014-01-25,8.76
2014-01-25,0.11
2014-01-25,0.33
2014-01-25,0.31
2014-01-25,0.01
2014-01-25,0.16
2014-01-25,0.25
2014-01-25,0.14
2014-01-25,0.26
2014-01-25,0.15
2014-01-25,0.59
2014-01-25,1.15
2014-01-25,3.06
2014-01-26,4.17
2014-01-26,1.16
2014-01-26,4.73
2014-01-26,0.5
2014-01-26,0.42
