"Date","visits_gain","Chaine","Ecran","Version","Heure","GRP","BudgetNet","Format","Isole","TAv","EmAv","TAp","EmAp","weekday","nthweek","month"
2014-02-16,16,5,1851,8,19,0.09,66.12,12,1,36,536,35,573,0,6,2
2014-02-16,35,4,1951,15,19,0.13,75.2,12,1,17,659,16,697,0,6,2
2014-02-16,557,1,1945,8,19,4.29,1744.2,12,1,33,35,33,598,0,6,2
2014-02-16,47,2,2021,8,20,0.24,118.56,12,0,19,370,18,400,0,6,2
2014-02-16,-34,4,2031,15,20,0.14,82,12,0,17,659,16,697,0,6,2
2014-02-16,12,2,2051,8,20,0.18,68.4,12,1,19,365,7,450,0,6,2
2014-02-16,-21,4,2051,15,20,0.1,69.6,12,1,17,659,16,637,0,6,2
2014-02-16,532,1,2050,8,20,4.02,2770.2,12,1,46,405,44,810,0,6,2
2014-02-16,-51,4,2121,15,21,0.05,55.8,12,1,17,599,16,637,0,6,2
2014-02-16,-43,4,2211,15,21,0.07,40,12,1,17,599,16,637,0,6,2
2014-02-16,-10,2,2151,8,21,0.18,82.08,12,1,7,407,7,450,0,6,2
2014-02-16,16,4,2221,15,22,0.08,61.6,20,1,17,599,16,637,0,6,2
2014-02-16,-7,4,2241,15,22,0.07,56.8,20,1,17,599,16,637,0,6,2
2014-02-17,7,4,851,15,8,0.03,6.8,12,1,17,268,16,286,1,7,2
2014-02-17,8,4,951,15,9,0.04,26,20,1,17,268,16,286,1,7,2
2014-02-17,67,1,950,9,10,0.11,58.32,20,0,34,562,25,514,1,7,2
2014-02-17,-13,4,1001,15,10,0.05,27.6,20,0,17,268,16,286,1,7,2
2014-02-17,-1,4,1041,15,10,0.07,11.4,12,1,17,268,11,593,1,7,2
2014-02-17,-21,4,1011,15,11,0.05,27.6,20,1,17,268,16,648,1,7,2
2014-02-17,242,1,1120,2,11,0.87,393.66,20,0,19,229,18,239,1,7,2
2014-02-17,-331,5,1131,8,11,0.04,77.52,12,0,11,588,11,626,1,7,2
2014-02-17,-1,4,1211,15,11,0.07,16.2,20,1,11,557,11,593,1,7,2
2014-02-17,-11,5,1231,2,12,0.05,213.84,20,1,17,196,16,203,1,7,2
2014-02-17,56,1,1230,4,12,1.8,1020.6,20,1,19,235,18,244,1,7,2
2014-02-17,336,1,1240,9,12,1.84,845.64,20,0,19,235,42,681,1,7,2
2014-02-17,-350,4,1251,15,12,0.1,19.4,20,0,11,557,41,769,1,7,2
2014-02-17,12,5,1301,4,13,0.08,244.62,20,1,17,196,16,203,1,7,2
2014-02-17,-25,4,1341,15,13,0.05,19.4,20,0,41,746,16,697,1,7,2
2014-02-17,11,2,1341,8,13,0.27,44.46,12,0,18,711,48,50,1,7,2
2014-02-17,18,4,1401,15,13,0.03,21.6,12,1,17,659,16,697,1,7,2
2014-02-17,-7,5,1411,8,14,0.12,72.96,12,1,17,196,11,617,1,7,2
2014-02-17,-8,4,1451,15,14,0.04,45.4,20,1,17,659,16,697,1,7,2
2014-02-17,1086,1,1440,2,14,4.92,1108.08,20,1,3,269,3,288,1,7,2
2014-02-17,52,5,1511,9,15,0.15,89.1,20,0,11,581,11,617,1,7,2
2014-02-17,-35,4,1521,15,15,0.13,56.8,20,0,17,659,16,697,1,7,2
2014-02-17,-26,2,1421,4,15,0.34,74.52,20,0,18,60,17,69,1,7,2
2014-02-17,7,4,1601,15,15,0.15,51.8,20,0,17,659,16,648,1,7,2
2014-02-17,-25,2,1511,2,15,0.34,68.04,20,0,18,63,17,72,1,7,2
2014-02-17,419,1,1515,8,15,4.19,574.56,12,1,3,269,15,778,1,7,2
2014-02-17,-51,4,1611,15,16,0.15,36.4,12,1,17,609,16,648,1,7,2
2014-02-17,61,5,1611,2,16,0.11,63.18,20,0,36,536,35,573,1,7,2
2014-02-17,-32,2,1611,8,16,0.14,31.92,12,0,20,150,19,166,1,7,2
2014-02-17,-72,4,1701,15,16,0.11,47,20,0,17,609,16,648,1,7,2
2014-02-17,180,4,1741,15,17,0.09,60,20,0,17,609,16,648,1,7,2
2014-02-17,205,1,1805,8,17,2.31,482.22,12,0,15,756,42,681,1,7,2
2014-02-17,379,1,1830,8,18,2.3,902.88,12,1,25,742,24,765,1,7,2
2014-02-17,-3,5,1801,8,18,0.01,85.5,12,1,17,196,16,203,1,7,2
2014-02-17,1,2,1821,8,18,0.2,63.84,12,1,20,139,19,156,1,7,2
2014-02-17,381,1,1900,8,18,4.41,1128.6,12,1,25,742,24,765,1,7,2
2014-02-17,19,5,1841,8,18,0,104.88,12,1,17,196,16,203,1,7,2
2014-02-17,4,2,1841,8,19,0.19,71.82,12,1,20,161,19,175,1,7,2
2014-02-17,89,1,1930,8,19,4.14,1333.8,12,1,33,1,32,9,1,7,2
2014-02-17,-31,2,1921,8,19,0.13,64.98,12,1,20,161,18,400,1,7,2
2014-02-17,15,2,1951,8,19,0.09,78.66,12,1,19,372,18,397,1,7,2
2014-02-17,371,1,2010,8,20,9.03,4309.2,12,1,32,432,18,715,1,7,2
2014-02-17,-166,5,1941,8,20,0.01,118.56,12,1,17,196,16,203,1,7,2
2014-02-17,16,2,2051,8,20,0.07,55.86,12,0,45,395,36,475,1,7,2
2014-02-17,24,5,2051,8,20,0.16,135.66,12,0,17,196,2,106,1,7,2
2014-02-17,395,1,2045,8,20,5.82,4104,12,1,42,640,25,755,1,7,2
2014-02-17,15,2,2121,8,21,0.12,92.34,12,1,37,438,36,475,1,7,2
2014-02-17,72,5,2141,8,21,0.28,204.06,12,1,2,94,2,106,1,7,2
2014-02-17,48,2,2151,8,22,0.14,87.78,12,0,5,448,5,484,1,7,2
2014-02-17,59,5,2151,8,22,0.29,175.56,12,0,2,94,2,106,1,7,2
2014-02-17,83,2,2221,9,22,0.2,123.12,20,0,5,448,5,484,1,7,2
2014-02-17,63,5,2251,8,22,0.23,106.02,12,0,2,202,2,209,1,7,2
2014-02-17,-9,2,2351,4,23,0.1,110.16,20,1,20,700,19,736,1,7,2
2014-02-17,205,1,2370,4,24,0.8,524.88,20,1,46,612,46,651,1,7,2
2014-02-18,18,4,851,15,8,0.05,14.6,20,1,17,268,16,286,2,7,2
2014-02-18,500,1,1015,4,10,0.08,262.44,20,1,26,477,25,514,2,7,2
2014-02-18,77,5,1131,4,11,0.03,102.06,20,1,11,629,11,670,2,7,2
2014-02-18,195,1,1120,8,11,0.54,277.02,12,1,19,214,18,224,2,7,2
2014-02-18,549,1,1230,9,12,0.9,1020.6,20,1,19,225,18,235,2,7,2
2014-02-18,208,1,1240,8,12,0.64,595.08,12,0,19,225,42,681,2,7,2
2014-02-18,-103,4,1251,15,12,0.05,10.2,12,0,11,557,41,769,2,7,2
2014-02-18,197,1,1250,4,12,1.61,874.8,20,1,46,405,33,598,2,7,2
2014-02-18,62,5,1301,9,13,0.05,270.54,20,1,17,196,16,203,2,7,2
2014-02-18,491,1,1305,2,13,2.54,1253.88,20,1,19,682,18,715,2,7,2
2014-02-18,91,5,1321,4,13,0.06,241.38,20,1,17,196,16,203,2,7,2
2014-02-18,-23,4,1401,15,14,0.06,27.6,20,1,17,659,16,697,2,7,2
2014-02-18,45,2,1411,2,14,0.29,64.8,20,1,17,59,16,68,2,7,2
2014-02-18,-30,4,1451,15,14,0.08,35.6,20,1,17,659,16,697,2,7,2
2014-02-18,663,5,1421,2,14,0.09,106.92,20,0,11,84,11,96,2,7,2
2014-02-18,993,1,1440,4,14,4.15,1108.08,20,0,12,401,12,444,2,7,2
2014-02-18,-7,2,1421,8,15,0.3,54.72,12,0,17,59,16,68,2,7,2
2014-02-18,-9,4,1521,15,15,0.11,42.2,20,0,17,659,16,697,2,7,2
2014-02-18,12,5,1511,8,15,0.08,69.54,12,1,11,84,11,96,2,7,2
2014-02-18,500,1,1515,9,15,3.96,816.48,20,0,12,401,42,681,2,7,2
2014-02-18,-420,4,1601,15,15,0.17,32,12,0,17,659,16,648,2,7,2
2014-02-18,5,4,1611,15,16,0.17,45.4,20,0,17,609,16,648,2,7,2
2014-02-18,-15,2,1511,9,16,0.29,81,20,0,17,59,16,68,2,7,2
2014-02-18,-7,5,1611,4,16,0.09,82.62,20,1,11,255,11,270,2,7,2
2014-02-18,6,4,1701,15,16,0.11,30.8,20,1,17,609,16,648,2,7,2
2014-02-18,-23,4,1741,15,17,0.14,42.2,20,1,17,609,16,648,2,7,2
2014-02-18,10,5,1731,9,17,0,66.42,20,1,2,748,16,203,2,7,2
2014-02-18,498,4,1821,15,18,0.16,36.4,12,0,17,609,16,741,2,7,2
2014-02-18,498,1,1830,8,18,2.41,902.88,12,0,25,742,24,765,2,7,2
2014-02-18,-23,2,1821,8,18,0.15,45.6,12,1,17,137,16,154,2,7,2
2014-02-18,9,5,1841,8,18,0,78.66,12,0,17,196,16,203,2,7,2
2014-02-18,-35,4,1921,15,18,0.09,40,12,0,17,704,16,741,2,7,2
2014-02-18,18,2,1841,8,19,0.16,39.9,12,1,17,137,16,154,2,7,2
2014-02-18,398,1,1930,8,19,3.69,1333.8,12,1,33,1,32,6,2,7,2
2014-02-18,-3,2,1921,8,19,0.14,61.56,12,1,17,137,2,396,2,7,2
2014-02-18,-15,4,1941,15,19,0.1,42.2,12,1,17,704,16,741,2,7,2
2014-02-18,653,2,2021,8,20,0.1,98.04,12,0,2,361,2,396,2,7,2
2014-02-18,1052,1,2005,8,20,9.13,4309.2,12,0,32,432,18,715,2,7,2
2014-02-18,1309,5,1941,8,20,0,107.16,12,0,17,196,16,203,2,7,2
2014-02-18,1392,4,2031,15,20,0.14,46.8,12,0,17,704,16,741,2,7,2
2014-02-18,431,1,2025,8,20,11.32,4924.8,12,0,19,682,18,715,2,7,2
2014-02-18,-9,2,2050,8,20,0.32,88.92,12,0,41,354,2,186,2,7,2
2014-02-18,-12,5,2051,8,20,0.14,229.14,12,0,17,196,16,218,2,7,2
2014-02-18,-41,2,2051,8,20,0.32,88.92,12,0,41,354,2,186,2,7,2
2014-02-18,10,4,2051,15,20,0.08,37.6,12,1,17,704,16,741,2,7,2
2014-02-18,51,2,2201,4,21,0.38,153.9,20,0,2,172,2,186,2,7,2
2014-02-18,50,5,2131,8,21,0.17,291.84,12,0,17,207,16,218,2,7,2
2014-02-18,9,2,2211,2,21,0.38,153.9,20,1,2,172,2,186,2,7,2
2014-02-18,12,5,2151,8,21,0.19,292.98,12,1,17,207,16,218,2,7,2
2014-02-18,1,2,2221,8,22,0.32,87.78,12,1,2,270,2,289,2,7,2
2014-02-18,740,1,2160,8,22,4.3,3078,12,1,5,447,5,483,2,7,2
2014-02-18,-3,2,2251,4,22,0.25,134.46,20,1,2,270,2,289,2,7,2
2014-02-18,-5,5,2251,8,22,0.09,169.86,12,1,17,207,16,218,2,7,2
2014-02-18,-3,4,2251,15,23,0.08,30.8,12,1,17,704,16,741,2,7,2
2014-02-18,143,1,2370,8,24,1.41,574.56,12,1,4,88,4,100,2,7,2
2014-02-19,18,4,851,15,8,0.03,11.4,20,1,17,268,16,286,3,7,2
2014-02-19,9,4,951,15,9,0.06,21,20,1,17,268,16,286,3,7,2
2014-02-19,-13,1,950,8,10,0.11,41.04,12,0,31,561,24,705,3,7,2
2014-02-19,-72,2,1031,9,10,0.04,8.1,20,0,51,618,41,49,3,7,2
2014-02-19,30,5,1131,2,11,0.04,113.4,20,1,11,271,11,291,3,7,2
2014-02-19,-11,4,1211,15,11,0.05,11.4,20,1,11,557,11,593,3,7,2
2014-02-19,49,1,1230,8,12,0.87,718.2,12,1,17,207,16,218,3,7,2
2014-02-19,228,4,1251,15,12,0.1,13.6,12,0,11,557,41,769,3,7,2
2014-02-19,130,1,1250,8,12,0.98,615.6,12,0,17,207,30,597,3,7,2
2014-02-19,-11,4,1341,15,13,0.06,14.6,20,0,41,746,16,697,3,7,2
2014-02-19,15,2,1341,4,13,0.31,74.52,20,0,17,713,41,49,3,7,2
2014-02-19,28,5,1321,4,13,0.05,259.2,20,0,17,196,16,203,3,7,2
2014-02-19,10,5,1411,9,13,0.06,139.32,20,1,17,196,41,208,3,7,2
2014-02-19,157,1,1340,2,14,3.87,1253.88,20,1,2,682,30,597,3,7,2
2014-02-19,4,2,1411,8,14,0.33,61.56,12,1,17,59,16,68,3,7,2
2014-02-19,115,4,1451,15,14,0.11,32.4,20,0,17,659,16,697,3,7,2
2014-02-19,295,1,1410,8,14,3.9,779.76,12,0,11,617,11,656,3,7,2
2014-02-19,9,5,1451,8,14,0.07,98.04,12,1,41,201,41,208,3,7,2
2014-02-19,23,2,1421,2,14,0.36,76.14,20,1,17,59,16,68,3,7,2
2014-02-19,1072,1,1440,4,15,3.87,1108.08,20,0,11,617,11,656,3,7,2
2014-02-19,-316,5,1521,2,15,0.08,119.88,20,0,41,201,41,208,3,7,2
2014-02-19,-347,4,1521,15,15,0.15,40.6,20,0,17,659,16,697,3,7,2
2014-02-19,1,4,1601,15,15,0.16,37.6,12,1,17,659,16,648,3,7,2
2014-02-19,483,1,1530,9,15,2.51,758.16,20,1,11,617,11,293,3,7,2
2014-02-19,-10,4,1611,15,16,0.16,53.4,20,0,17,609,16,648,3,7,2
2014-02-19,25,2,1511,9,16,0.39,84.24,20,0,17,59,16,68,3,7,2
2014-02-19,37,2,1611,4,16,0.21,38.88,20,1,17,137,16,154,3,7,2
2014-02-19,34,4,1701,15,16,0.15,47,20,1,17,609,16,648,3,7,2
2014-02-19,-11,5,1611,4,16,0.08,82.62,20,1,41,201,41,208,3,7,2
2014-02-19,-12,4,1741,15,17,0.18,48.6,20,0,17,609,16,648,3,7,2
2014-02-19,10,2,1721,8,17,0.19,69.54,12,0,17,137,16,154,3,7,2
2014-02-19,17,5,1731,8,17,0.06,44.46,12,1,2,748,16,203,3,7,2
2014-02-19,380,1,1830,8,18,3.19,902.88,12,1,25,741,24,764,3,7,2
2014-02-19,-84,4,1821,15,18,0.18,45.6,12,1,17,609,16,741,3,7,2
2014-02-19,579,1,1900,8,18,4.34,1128.6,12,1,25,741,24,764,3,7,2
2014-02-19,-29,5,1841,8,18,0.03,84.36,12,0,17,196,16,203,3,7,2
2014-02-19,-23,2,1841,8,19,0.21,57,12,0,17,137,16,154,3,7,2
2014-02-19,371,1,1930,8,19,4.25,1333.8,12,1,41,11,41,24,3,7,2
2014-02-19,4,2,1921,8,19,0.13,66.12,12,1,17,137,2,396,3,7,2
2014-02-19,-8,2,1951,8,19,0.14,96.9,12,1,2,361,2,396,3,7,2
2014-02-19,809,2,2021,8,20,0.09,100.32,12,0,2,361,2,396,3,7,2
2014-02-19,713,1,2005,8,20,7.89,4309.2,12,0,31,428,2,715,3,7,2
2014-02-19,-223,5,1941,8,20,0.02,117.42,12,1,17,196,16,203,3,7,2
2014-02-19,1391,1,2025,8,20,9.33,4924.8,12,1,2,682,2,715,3,7,2
2014-02-19,-5,5,2051,8,20,0.15,117.42,12,0,17,196,16,760,3,7,2
2014-02-19,-5,2,2050,8,20,0.21,88.92,12,0,41,354,22,134,3,7,2
2014-02-19,-15,2,2051,8,20,0.21,88.92,12,0,41,354,22,134,3,7,2
2014-02-19,883,1,2045,8,20,5.75,4104,12,1,2,682,41,188,3,7,2
2014-02-19,47,5,2141,8,21,0.17,165.3,12,1,17,736,16,760,3,7,2
2014-02-19,76,4,2141,15,21,0.07,27.4,12,0,17,610,16,649,3,7,2
2014-02-19,65,5,2151,8,21,0.18,145.92,12,0,17,736,16,760,3,7,2
2014-02-19,1244,1,2160,8,21,5.43,3488.4,12,0,41,174,41,188,3,7,2
2014-02-19,-11,4,2231,15,22,0.1,25,12,1,17,610,16,649,3,7,2
2014-02-19,-17,4,2251,15,22,0.1,40.6,20,1,17,610,16,649,3,7,2
2014-02-19,69,5,2221,9,22,0.15,153.9,20,1,17,737,16,761,3,7,2
2014-02-20,24,4,851,15,8,0.03,11.4,20,1,17,268,16,286,4,7,2
2014-02-20,-14,4,921,15,9,0.06,14.6,20,1,17,268,16,286,4,7,2
2014-02-20,17,4,951,15,9,0.06,12.6,12,1,17,268,16,286,4,7,2
2014-02-20,540,1,1015,2,10,0.28,262.44,20,1,25,671,24,705,4,7,2
2014-02-20,57,5,1231,2,12,0.06,223.56,20,1,17,196,16,203,4,7,2
2014-02-20,200,1,1230,4,12,1.1,1020.6,20,1,17,207,16,218,4,7,2
2014-02-20,428,5,1301,4,12,0.08,251.1,20,0,17,196,16,203,4,7,2
2014-02-20,428,1,1250,9,12,1.01,874.8,20,0,17,207,30,597,4,7,2
2014-02-20,-313,4,1251,15,12,0.09,21,20,0,11,557,41,769,4,7,2
2014-02-20,551,1,1305,2,13,3.11,1253.88,20,1,2,682,2,715,4,7,2
2014-02-20,-180,2,1341,2,13,0.23,56.7,20,0,17,713,41,49,4,7,2
2014-02-20,-31,4,1341,15,13,0.03,21,20,0,41,746,16,697,4,7,2
2014-02-20,81,5,1321,9,13,0.08,238.14,20,0,17,196,16,203,4,7,2
2014-02-20,19,2,1411,9,13,0.35,69.66,20,0,17,59,16,68,4,7,2
2014-02-20,-5,4,1401,15,13,0.04,30.8,20,0,17,659,16,697,4,7,2
2014-02-20,-23,5,1411,8,13,0.07,75.24,12,0,17,196,11,594,4,7,2
2014-02-20,910,1,1410,4,14,4.43,1108.08,20,1,11,166,11,180,4,7,2
2014-02-20,37,5,1511,4,14,0.06,79.38,20,1,11,558,11,594,4,7,2
2014-02-20,932,2,1421,4,15,0.33,72.9,20,0,17,59,16,68,4,7,2
2014-02-20,1193,1,1440,9,15,4.24,1108.08,20,0,11,166,11,180,4,7,2
2014-02-20,-1065,4,1521,15,15,0.11,27.4,12,0,17,659,16,697,4,7,2
2014-02-20,318,1,1515,4,15,2.63,816.48,20,0,11,166,11,268,4,7,2
2014-02-20,-391,4,1601,15,15,0.12,47,20,0,17,659,16,648,4,7,2
2014-02-20,-688,2,1511,8,15,0.36,44.46,12,0,17,59,16,68,4,7,2
2014-02-20,25,4,1611,15,16,0.12,47,20,1,17,609,16,648,4,7,2
2014-02-20,604,1,1610,2,16,2.68,729,20,1,11,253,11,268,4,7,2
2014-02-20,64,5,1611,2,16,0.05,59.94,20,0,11,351,11,384,4,7,2
2014-02-20,-67,4,1701,15,16,0.12,40.6,20,0,17,609,16,648,4,7,2
2014-02-20,2,4,1741,15,17,0.14,35.4,12,1,17,609,16,648,4,7,2
2014-02-20,12,5,1731,8,17,0,36.48,12,1,2,748,16,203,4,7,2
2014-02-20,-21,4,1821,15,18,0.2,44.4,12,1,17,609,16,741,4,7,2
2014-02-20,119,1,1830,8,18,3.16,902.88,12,1,25,741,24,764,4,7,2
2014-02-20,-97,2,1821,8,18,0.17,37.62,12,1,17,137,16,154,4,7,2
2014-02-20,44,4,1921,15,18,0.09,38.8,12,0,17,704,16,741,4,7,2
2014-02-20,19,5,1841,8,19,0.01,79.8,12,0,17,196,16,203,4,7,2
2014-02-20,-14,2,1841,8,19,0.19,28.5,12,1,17,137,16,154,4,7,2
2014-02-20,607,1,1930,8,19,4.2,1333.8,12,1,41,11,41,24,4,7,2
2014-02-20,-79,5,1931,8,19,0,109.44,12,1,17,196,16,203,4,7,2
2014-02-20,420,4,1941,15,19,0.09,37.6,12,0,17,704,16,741,4,7,2
2014-02-20,83,1,1945,8,19,3.96,1436.4,12,0,41,11,30,597,4,7,2
2014-02-20,-331,2,1951,8,19,0.11,90.06,12,0,2,361,2,396,4,7,2
2014-02-20,41,2,2021,8,20,0.1,102.6,12,1,2,361,2,396,4,7,2
2014-02-20,898,1,2010,8,20,8.31,4309.2,12,1,31,428,2,715,4,7,2
2014-02-20,40,2,2050,8,20,0.23,108.3,12,0,41,354,2,148,4,7,2
2014-02-20,28,5,2051,8,20,0.18,165.3,12,0,17,196,2,133,4,7,2
2014-02-20,103,2,2201,2,21,0.36,278.64,20,0,2,130,2,148,4,7,2
2014-02-20,12,5,2141,8,21,0.24,271.32,12,0,2,115,2,133,4,7,2
2014-02-20,28,2,2211,4,21,0.36,278.64,20,0,2,130,2,148,4,7,2
2014-02-20,-11,4,2141,15,21,0.03,33,12,0,17,659,16,697,4,7,2
2014-02-20,729,5,2151,8,22,0.22,267.9,12,0,2,115,2,133,4,7,2
2014-02-20,775,1,2160,8,22,7.54,3796.2,12,0,17,98,16,112,4,7,2
2014-02-20,15,5,2251,4,22,0.13,173.34,20,1,2,615,2,654,4,7,2
2014-02-20,22,2,2241,9,23,0.33,268.92,20,1,2,274,2,294,4,7,2
2014-02-20,485,1,2280,4,23,3.17,1749.6,20,1,17,98,16,112,4,7,2
2014-02-20,4,2,2251,8,24,0.35,167.58,12,1,2,274,2,294,4,7,2
2014-02-21,17,2,751,4,7,0,4.86,20,1,36,349,41,49,5,7,2
2014-02-21,18,5,901,9,8,0.03,24.3,20,1,51,727,11,591,5,7,2
2014-02-21,50,4,1011,15,10,0.04,14.6,20,1,17,268,16,648,5,7,2
2014-02-21,37,1,1015,9,10,0.11,262.44,20,1,25,671,24,705,5,7,2
2014-02-21,16,5,1131,8,11,0.05,77.52,12,1,11,678,11,711,5,7,2
2014-02-21,4,5,1211,2,11,0.03,187.92,20,1,11,678,16,203,5,7,2
2014-02-21,284,1,1240,2,12,0.85,845.64,20,1,17,207,30,597,5,7,2
2014-02-21,-6,4,1251,15,12,0.09,11.4,12,0,11,557,41,769,5,7,2
2014-02-21,-6,5,1301,8,12,0.04,194.94,12,0,17,196,16,203,5,7,2
2014-02-21,671,1,1305,4,13,2.85,1253.88,20,1,2,682,2,715,5,7,2
2014-02-21,-53,4,1341,15,13,0.05,16.2,20,1,41,746,16,697,5,7,2
2014-02-21,387,1,1410,9,14,3.83,1108.08,20,0,11,632,11,673,5,7,2
2014-02-21,-270,4,1451,15,14,0.1,16,12,0,17,659,16,697,5,7,2
2014-02-21,-8,4,1601,15,15,0.13,26,20,1,17,659,16,648,5,7,2
2014-02-21,606,1,1530,4,15,2.85,758.16,20,1,11,632,11,381,5,7,2
2014-02-21,266,4,1741,15,17,0.11,51.8,20,0,17,609,16,648,5,7,2
2014-02-21,93,1,1805,8,17,2.89,482.22,12,0,11,348,24,764,5,7,2
2014-02-21,179,1,1830,8,18,2.88,841.32,12,0,25,741,24,764,5,7,2
2014-02-21,-278,5,1801,8,18,0.01,82.08,12,0,17,196,16,203,5,7,2
2014-02-21,-133,4,1821,15,18,0.12,40,12,0,17,609,16,741,5,7,2
2014-02-21,0,4,1921,15,18,0.07,29.6,12,1,17,704,16,741,5,7,2
2014-02-21,-8,2,1841,8,19,0.14,49.02,12,1,17,137,16,154,5,7,2
2014-02-21,63,5,1931,8,19,0,99.18,12,0,17,196,16,203,5,7,2
2014-02-21,453,1,1940,8,19,4.26,1231.2,12,0,41,11,30,597,5,7,2
2014-02-21,-86,4,1941,15,19,0.07,29.6,12,1,17,704,16,741,5,7,2
2014-02-21,51,5,1941,8,20,0,99.18,12,1,17,196,16,203,5,7,2
2014-02-21,951,4,2031,15,20,0.05,42.2,12,0,17,704,16,741,5,7,2
2014-02-21,82,1,2025,8,20,9.42,4719.6,12,0,2,682,2,715,5,7,2
2014-02-21,-9,2,2050,8,20,0.25,63.84,12,0,41,354,41,335,5,7,2
2014-02-21,0,5,2051,8,20,0.13,112.86,12,0,17,196,24,705,5,7,2
2014-02-21,-74,2,2051,8,20,0.25,63.84,12,0,41,354,41,335,5,7,2
2014-02-21,3,4,2051,15,20,0.05,37.6,12,1,17,704,26,769,5,7,2
2014-02-21,12,2,2121,8,21,0.28,107.16,12,0,41,314,41,335,5,7,2
2014-02-21,12,4,2131,15,21,0.07,19.4,12,0,27,746,26,769,5,7,2
2014-02-21,76,5,2141,8,21,0.17,127.68,12,1,25,671,24,705,5,7,2
2014-02-21,-65,4,2141,15,21,0.07,19.4,12,1,27,746,26,769,5,7,2
2014-02-21,756,5,2151,8,22,0.18,142.5,12,0,25,671,24,705,5,7,2
2014-02-21,237,1,2160,8,22,9.55,4309.2,12,0,17,245,16,258,5,7,2
2014-02-21,-97,4,2231,15,22,0.08,24,12,0,27,746,26,769,5,7,2
2014-02-21,-61,2,2231,8,22,0.33,84.36,12,0,41,314,41,335,5,7,2
2014-02-21,-12,4,2251,15,22,0.11,25,12,1,27,746,16,735,5,7,2
2014-02-21,92,5,2251,8,22,0.19,82.08,12,0,25,671,24,705,5,7,2
2014-02-21,-75,2,2241,8,22,0.33,84.36,12,0,41,314,34,807,5,7,2
2014-02-21,26,5,2321,8,23,0.14,64.98,12,1,25,671,24,705,5,7,2
2014-02-21,4,2,2251,8,23,0.31,71.82,12,1,35,787,34,807,5,7,2
2014-02-22,8,5,1021,8,10,0.03,54.72,12,1,11,271,16,206,6,7,2
2014-02-22,44,4,1041,15,10,0.08,30.8,20,1,17,268,16,593,6,7,2
2014-02-22,3,2,1111,2,10,0.03,35.64,20,1,41,735,41,759,6,7,2
2014-02-22,205,1,1105,2,11,0.51,262.44,20,1,41,611,41,650,6,7,2
2014-02-22,55,5,1131,4,11,0.09,92.34,20,1,17,199,16,206,6,7,2
2014-02-22,16,5,1231,8,11,0.1,76.38,12,1,17,199,35,652,6,7,2
2014-02-22,-1,2,1221,9,12,0.1,51.84,20,1,41,735,41,49,6,7,2
2014-02-22,362,1,1205,4,12,0.82,583.2,20,1,41,611,41,650,6,7,2
2014-02-22,8,4,1301,15,12,0.03,17.8,20,1,11,557,16,593,6,7,2
2014-02-22,225,2,1251,4,13,0.13,55.08,20,0,23,85,22,97,6,7,2
2014-02-22,201,1,1350,8,13,1.97,790.02,12,0,2,682,2,715,6,7,2
2014-02-22,94,5,1251,8,13,0.09,69.54,12,1,36,613,35,652,6,7,2
2014-02-22,29,5,1411,9,14,0.1,106.92,20,1,36,613,41,572,6,7,2
2014-02-22,-33,2,1401,2,14,0.14,63.18,20,1,23,85,22,97,6,7,2
2014-02-22,25,4,1451,15,14,0.03,40.6,20,1,17,264,16,282,6,7,2
2014-02-22,-3,5,1511,2,15,0.09,118.26,20,1,35,276,34,296,6,7,2
2014-02-22,9,4,1541,15,15,0.02,34.2,12,1,17,264,16,282,6,7,2
2014-02-22,613,1,1640,9,16,2.29,1093.5,20,1,41,117,41,135,6,7,2
2014-02-22,0,5,1611,4,16,0.09,79.38,20,1,36,188,35,201,6,7,2
2014-02-22,-22,4,1651,15,16,0.03,34,20,1,17,264,16,282,6,7,2
2014-02-22,248,1,1800,8,17,2.7,615.6,12,0,41,117,41,619,6,7,2
2014-02-22,-300,4,1811,15,17,0.07,28.6,12,0,17,659,16,697,6,7,2
2014-02-22,644,1,1830,8,18,3.31,984.96,12,1,41,584,41,619,6,7,2
2014-02-22,8,4,1841,15,18,0.08,41,12,0,17,659,16,697,6,7,2
2014-02-22,1,2,1831,8,18,0.1,60.42,12,0,41,108,41,125,6,7,2
2014-02-22,13,2,1851,8,18,0.09,68.4,12,1,41,108,2,396,6,7,2
2014-02-22,-10,4,1921,15,19,0.15,44.4,12,1,17,659,16,697,6,7,2
2014-02-22,13,2,1931,8,19,0.1,72.96,12,1,2,361,2,396,6,7,2
2014-02-22,120,1,1945,8,19,4.04,872.1,12,0,41,750,30,597,6,7,2
2014-02-22,-205,4,1951,15,19,0.12,42.2,12,0,17,659,16,697,6,7,2
2014-02-22,-5,5,2021,8,20,0.06,70.68,12,1,2,748,2,770,6,7,2
2014-02-22,-18,4,2031,15,20,0.11,60.4,12,1,17,659,16,697,6,7,2
2014-02-22,17,2,2051,8,20,0.19,121.98,12,1,2,361,22,487,6,7,2
2014-02-22,623,4,2051,15,20,0.07,54.8,12,0,17,659,16,282,6,7,2
2014-02-22,338,1,2045,8,20,5.82,3078,12,0,2,682,16,356,6,7,2
2014-02-22,-4,4,2121,15,21,0.02,37.6,12,1,17,264,16,282,6,7,2
2014-02-22,27,5,2141,8,21,0.2,132.24,12,1,41,201,41,208,6,7,2
