"Date","visits_gain","Chaine","Ecran","Version","Heure","GRP","BudgetNet","Format","Isole","TAv","EmAv","TAp","EmAp","weekday","nthweek","month"
2014-02-22,159,1,2130,8,21,4.71,2667.6,12,1,17,332,16,356,6,7,2
2014-02-22,-14,4,2211,15,21,0.01,33,12,1,17,264,16,282,6,7,2
2014-02-22,20,5,2151,8,22,0.19,137.94,12,1,41,201,41,208,6,7,2
2014-02-22,4,4,2221,15,22,0,40,12,1,17,264,16,282,6,7,2
2014-02-22,22,5,2221,8,22,0.21,96.9,12,0,41,201,35,200,6,7,2
2014-02-22,14,2,2221,8,22,0.19,109.44,12,0,23,451,26,281,6,7,2
2014-02-22,-11,4,2241,15,22,0.01,42.2,12,1,17,264,16,282,6,7,2
2014-02-22,532,1,2180,8,22,4.27,1949.4,12,1,17,332,16,356,6,7,2
2014-02-22,-4,5,2251,8,23,0.18,77.52,12,1,36,187,35,200,6,7,2
2014-02-23,17,5,741,8,7,0.02,3.42,12,1,2,748,50,751,0,7,2
2014-02-23,30,5,931,9,9,0.1,56.7,20,1,25,671,24,705,0,7,2
2014-02-23,9,4,1001,15,10,0.06,27.6,20,1,17,268,16,286,0,7,2
2014-02-23,128,5,1101,2,10,0.19,81,20,1,41,535,41,572,0,7,2
2014-02-23,-9,2,1121,9,11,0,79.38,20,1,36,349,41,610,0,7,2
2014-02-23,40,5,1131,8,11,0.22,64.98,12,1,35,276,34,296,0,7,2
2014-02-23,21,2,1131,4,11,0.02,76.14,20,1,41,575,41,759,0,7,2
2014-02-23,15,2,1221,2,12,0.06,89.1,20,1,41,735,41,759,0,7,2
2014-02-23,49,4,1321,15,13,0.05,21,20,0,17,714,16,741,0,7,2
2014-02-23,49,5,1351,4,13,0.07,111.78,20,0,17,534,16,571,0,7,2
2014-02-23,18,4,1401,15,13,0.02,13.6,12,1,17,704,16,741,0,7,2
2014-02-23,31,5,1401,8,14,0.11,75.24,12,1,17,534,16,571,0,7,2
2014-02-23,709,1,1420,2,14,4.86,1968.3,20,1,36,536,35,573,0,7,2
2014-02-23,25,2,1411,4,14,0.27,106.92,20,1,23,116,22,134,0,7,2
2014-02-23,16,5,1501,8,14,0.1,83.22,12,1,17,534,16,571,0,7,2
2014-02-23,832,1,1510,8,15,4.76,1077.3,12,1,36,669,35,703,0,7,2
2014-02-23,35,5,1521,9,15,0.1,129.6,20,1,17,534,16,571,0,7,2
2014-02-23,6,4,1551,15,16,0.03,29.2,20,1,17,704,16,741,0,7,2
2014-02-23,33,5,1541,2,16,0.09,115.02,20,1,17,534,16,571,0,7,2
2014-02-23,-7,4,1621,15,16,0.03,20.6,12,1,17,704,16,741,0,7,2
2014-02-23,820,1,1740,4,17,3.01,1312.2,20,1,41,174,41,29,0,7,2
2014-02-23,921,1,1810,8,17,4.76,1497.96,12,1,41,17,41,29,0,7,2
2014-02-23,-2,4,1751,15,18,0.08,45.4,20,1,17,609,16,648,0,7,2
2014-02-23,979,1,1910,8,18,5.34,1641.6,12,1,41,17,41,29,0,7,2
2014-02-23,-34,4,1841,15,18,0.09,55.8,12,1,17,609,16,648,0,7,2
2014-02-23,37,4,1921,15,19,0.09,68.4,12,1,17,609,16,648,0,7,2
2014-02-23,341,2,1941,8,19,0.25,101.46,12,0,23,116,2,396,0,7,2
2014-02-23,10,1,1945,8,19,5.01,1744.2,12,0,41,17,30,597,0,7,2
2014-02-23,-1,4,1951,15,19,0.13,75.2,12,1,17,609,16,648,0,7,2
2014-02-23,31,2,2021,8,20,0.24,118.56,12,1,2,361,2,396,0,7,2
2014-02-23,12,4,2031,15,20,0.14,82,12,1,17,609,16,648,0,7,2
2014-02-23,489,1,2025,8,20,6.32,3898.8,12,1,41,244,41,257,0,7,2
2014-02-23,38,2,2051,8,20,0.18,68.4,12,1,2,361,16,750,0,7,2
2014-02-23,-49,4,2051,15,20,0.1,69.6,12,1,17,609,16,637,0,7,2
2014-02-23,-38,4,2121,15,21,0.05,55.8,12,1,17,599,16,637,0,7,2
2014-02-23,191,5,2141,8,21,0.39,132.24,12,1,17,199,16,206,0,7,2
2014-02-23,-70,2,2141,8,21,0.17,85.5,12,1,17,726,16,750,0,7,2
2014-02-23,-31,4,2211,15,21,0.07,40,12,1,17,599,16,637,0,7,2
2014-02-23,-1,4,2221,15,22,0.08,43.4,12,1,17,599,16,637,0,7,2
2014-02-23,35,4,2241,15,22,0.07,40,12,1,17,599,16,637,0,7,2
2014-02-23,62,5,2221,8,22,0.23,96.9,12,1,17,196,16,203,0,7,2
2014-02-23,0,2,2251,8,23,0.15,53.58,12,1,17,726,16,750,0,7,2
2014-03-09,107,1,1105,10,10,0.51,194.94,12,1,27,42,26,52,0,9,3
2014-03-09,536,1,1420,5,14,5.04,1692.9,12,1,38,536,38,573,0,9,3
2014-03-09,640,1,1550,6,15,2.79,1866.24,20,1,46,182,46,195,0,9,3
2014-03-09,448,1,1740,10,17,2.09,1210.68,12,1,43,396,31,29,0,9,3
2014-03-09,1447,1,1830,6,18,4.38,2624.4,20,1,33,23,32,36,0,9,3
2014-03-10,143,1,1120,6,11,0.5,466.56,20,1,20,412,19,457,1,10,3
2014-03-10,408,1,1340,6,13,3.72,1545.48,20,1,19,682,33,598,1,10,3
2014-03-10,331,1,1410,5,14,5.65,1077.3,12,1,13,443,13,479,1,10,3
2014-03-10,571,1,1900,10,18,3.91,1333.8,12,1,25,741,24,764,1,10,3
2014-03-10,547,1,2005,5,20,10.17,4924.8,12,1,32,432,18,715,1,10,3
2014-03-10,1322,1,2040,10,20,7.24,5130,12,1,19,682,25,755,1,10,3
2014-03-11,82,1,1015,6,10,0.23,116.64,20,1,20,412,19,457,2,10,3
2014-03-11,744,1,1440,6,14,5.49,1530.9,20,1,15,251,15,266,2,10,3
2014-03-11,440,1,1515,13,15,2.92,976.86,20,1,15,251,42,681,2,10,3
2014-03-11,674,1,1640,6,16,2.25,1399.68,20,1,26,477,25,514,2,10,3
2014-03-11,1204,1,1710,6,17,2.54,1749.6,20,1,26,477,25,514,2,10,3
2014-03-11,424,1,1830,6,18,2.18,1530.9,20,1,25,741,24,764,2,10,3
2014-03-11,520,1,2010,5,20,8.87,4924.8,12,1,32,432,18,715,2,10,3
2014-03-12,413,1,1410,6,14,4.07,1530.9,20,1,15,391,15,436,3,10,3
2014-03-12,1167,1,1710,6,17,2.75,1749.6,20,1,26,477,25,514,3,10,3
2014-03-12,599,1,1830,13,18,2.84,1530.9,20,1,25,741,24,764,3,10,3
2014-03-12,685,1,1900,10,18,4.23,1333.8,12,1,25,741,24,764,3,10,3
2014-03-12,323,1,1940,5,19,3.56,1641.6,12,1,44,193,33,598,3,10,3
2014-03-12,1056,1,2010,10,20,7.6,4924.8,12,1,32,432,18,715,3,10,3
2014-03-12,996,1,2140,5,21,4.89,4104,12,1,46,182,46,195,3,10,3
2014-03-13,60,1,1015,6,10,0,116.64,20,1,20,412,19,457,4,10,3
2014-03-13,124,1,1120,10,11,0.33,328.32,12,1,20,414,19,459,4,10,3
2014-03-13,118,1,1240,5,12,0.77,595.08,12,1,19,682,42,677,4,10,3
2014-03-13,378,1,1340,6,13,2.56,1545.48,20,1,46,83,33,598,4,10,3
2014-03-13,454,1,1410,6,14,3.59,1530.9,20,1,15,58,15,67,4,10,3
2014-03-13,938,1,1710,6,17,2.41,1749.6,20,1,26,477,25,514,4,10,3
2014-03-13,613,1,1900,10,18,3.58,1333.8,12,1,25,741,24,764,4,10,3
2014-03-13,361,1,1940,5,19,5.07,1641.6,12,1,44,194,33,598,4,10,3
2014-03-13,921,1,2005,10,20,8.73,4924.8,12,1,32,432,18,715,4,10,3
2014-03-13,583,1,2025,5,20,9.03,5643,12,1,19,682,18,715,4,10,3
2014-03-13,1352,1,2160,10,22,4.43,4309.2,12,1,25,662,24,699,4,10,3
2014-03-14,80,1,1015,6,10,0,116.64,20,1,20,414,19,459,5,10,3
2014-03-14,168,1,1120,13,11,0.46,466.56,20,1,20,413,19,458,5,10,3
2014-03-14,118,1,1240,5,12,0.81,595.08,12,1,19,682,42,681,5,10,3
2014-03-14,421,1,1340,10,13,2.79,1087.56,12,1,46,83,33,598,5,10,3
2014-03-14,599,1,1440,6,14,2.25,1530.9,20,1,15,267,15,285,5,10,3
2014-03-14,722,1,1640,6,16,1.35,1399.68,20,1,26,477,25,514,5,10,3
2014-03-14,1052,1,1710,13,17,2.26,1749.6,20,1,26,477,25,514,5,10,3
2014-03-14,635,1,1830,6,18,2.86,1530.9,20,1,25,741,24,764,5,10,3
2014-03-14,449,1,2010,5,20,8.32,4514.4,12,1,32,430,18,715,5,10,3
2014-03-15,110,1,1040,6,10,0.13,116.64,20,1,46,405,25,514,6,10,3
2014-03-15,322,1,1105,10,11,0.58,256.5,12,1,26,477,25,514,6,10,3
2014-03-15,330,1,1640,5,16,2.24,872.1,12,1,38,123,38,141,6,10,3
2014-03-15,334,1,1800,6,17,1.71,1049.76,20,1,46,83,44,619,6,10,3
2014-03-15,864,1,1830,6,18,1.28,1545.48,20,1,33,585,32,621,6,10,3
2014-03-15,297,1,1945,13,19,2.88,1239.3,20,1,44,173,33,598,6,10,3
2014-03-15,1042,1,2045,10,20,5.3,3385.8,12,1,46,405,17,355,6,10,3
2014-03-16,333,1,1610,5,16,2.72,1282.5,12,1,46,83,46,193,0,10,3
2014-03-16,893,1,1910,10,18,4.49,2010.96,12,1,33,30,31,30,0,10,3
2014-03-17,56,1,950,6,10,0.09,87.48,20,1,42,645,19,458,1,11,3
2014-03-17,108,1,1015,6,10,0.09,116.64,20,1,20,413,19,458,1,11,3
2014-03-17,239,1,1250,6,12,0.57,947.7,20,1,46,405,33,598,1,11,3
2014-03-17,314,1,1410,5,14,4.9,1077.3,12,1,15,547,15,584,1,11,3
2014-03-17,293,1,1515,13,15,2.25,976.86,20,1,15,547,42,681,1,11,3
2014-03-17,231,1,1530,10,15,2.06,636.12,12,1,42,643,17,802,1,11,3
2014-03-17,749,1,1640,6,16,1.73,1399.68,20,1,26,477,25,514,1,11,3
2014-03-17,300,1,1900,5,18,3.77,1333.8,12,1,25,743,24,766,1,11,3
2014-03-17,787,1,2010,10,20,9.18,4924.8,12,1,32,432,18,715,1,11,3
2014-03-18,90,1,1015,6,10,0.01,116.64,20,1,20,414,19,459,2,11,3
2014-03-18,380,1,1340,6,13,1.81,1545.48,20,1,46,83,33,598,2,11,3
2014-03-18,271,1,1515,13,15,1.99,976.86,20,1,13,582,42,681,2,11,3
2014-03-18,136,1,1530,5,15,1.79,636.12,12,1,42,643,17,804,2,11,3
2014-03-18,285,1,1610,6,16,1.7,845.64,20,1,18,784,17,804,2,11,3
2014-03-18,1171,1,2025,10,20,11.91,5643,12,1,19,682,18,715,2,11,3
2014-03-19,35,1,950,5,9,0.16,61.56,12,1,42,643,19,460,3,11,3
2014-03-19,95,1,1015,6,10,0.01,116.64,20,1,20,415,19,460,3,11,3
2014-03-19,183,1,1230,10,12,1.17,677.16,12,1,19,682,18,715,3,11,3
2014-03-19,226,1,1305,5,13,3.57,1128.6,12,1,19,682,18,715,3,11,3
2014-03-19,342,1,1515,6,15,1.9,976.86,20,1,16,131,42,677,3,11,3
2014-03-19,258,1,1530,6,15,1.42,903.96,20,1,42,636,17,803,3,11,3
2014-03-19,324,1,1610,6,16,2.02,845.64,20,1,18,783,17,803,3,11,3
2014-03-19,477,1,1945,10,19,6.33,1846.8,12,1,43,396,33,598,3,11,3
2014-03-19,437,1,2180,5,23,2.71,2872.8,12,1,38,536,38,573,3,11,3
2014-03-20,10,1,1015,13,10,0.01,116.64,20,1,20,421,19,466,4,11,3
2014-03-20,213,1,1240,10,12,0.72,595.08,12,1,19,682,42,677,4,11,3
2014-03-20,258,1,1530,6,15,2.71,903.96,20,1,42,643,17,801,4,11,3
2014-03-20,278,1,1610,6,16,3.04,845.64,20,1,18,782,17,801,4,11,3
2014-03-20,441,1,2010,5,20,9.92,4924.8,12,1,32,432,18,715,4,11,3
2014-03-20,1054,1,2140,10,21,4.24,4309.2,12,1,25,661,24,698,4,11,3
2014-03-21,71,1,1015,6,10,0.01,116.64,20,1,20,414,19,459,5,11,3
2014-03-21,389,1,1340,6,13,3.76,1545.48,20,1,46,83,33,598,5,11,3
2014-03-21,125,1,1515,5,15,2.43,687.42,12,1,13,533,17,800,5,11,3
2014-03-21,237,1,1530,13,15,1.72,903.96,20,1,13,533,17,800,5,11,3
2014-03-21,358,1,1610,6,16,2.27,845.64,20,1,18,781,17,800,5,11,3
2014-03-21,481,1,1930,10,19,3.93,1231.2,12,1,33,4,32,11,5,11,3
2014-03-21,503,1,1940,6,19,3.35,2041.2,20,1,43,396,33,598,5,11,3
2014-03-21,876,1,2010,6,20,9.69,6415.2,20,1,32,431,18,715,5,11,3
2014-03-22,275,1,1105,5,11,0.31,266.76,12,1,26,477,25,514,6,11,3
2014-03-22,388,1,1240,10,12,0.21,636.12,12,1,26,477,44,187,6,11,3
2014-03-22,658,1,1510,6,15,2.95,1458,20,1,38,126,38,144,6,11,3
2014-03-22,488,1,1800,13,17,1.08,1049.76,20,1,46,83,44,619,6,11,3
2014-03-22,821,1,2170,6,22,5.93,3207.6,20,1,18,323,17,346,6,11,3
2014-03-22,416,1,2180,5,22,5.4,2257.2,12,1,18,319,17,342,6,11,3
2014-03-23,964,1,1450,6,14,4.43,1968.3,20,1,46,83,46,195,0,11,3
2014-03-23,1440,1,1930,10,19,7.31,2462.4,12,1,33,19,32,32,0,11,3
2014-03-23,910,1,2045,5,20,7.74,3591,12,1,47,404,3,712,0,11,3
2014-03-23,403,1,2240,10,22,2.9,1487.7,12,1,3,679,44,275,0,11,3
2014-03-24,34,1,950,5,9,0.11,61.56,12,1,42,645,19,457,1,12,3
2014-03-24,183,1,1230,6,12,1.37,962.28,20,1,19,682,18,715,1,12,3
2014-03-24,573,1,1410,10,14,5.82,1077.3,12,1,15,633,15,674,1,12,3
2014-03-25,29,1,1015,5,10,0.18,82.08,12,1,20,421,19,466,2,12,3
2014-03-25,124,1,1205,6,11,0.35,554.04,20,1,20,413,18,715,2,12,3
2014-03-25,210,1,1230,6,12,1.14,962.28,20,1,19,682,18,715,2,12,3
2014-03-25,367,1,1305,6,13,4.1,1603.8,20,1,19,682,18,715,2,12,3
2014-03-25,791,1,1410,13,14,4.69,1530.9,20,1,13,589,13,627,2,12,3
2014-03-25,749,1,1640,6,16,2.2,1399.68,20,1,26,477,25,514,2,12,3
2014-03-25,998,1,1710,6,17,3.72,1749.6,20,1,26,477,25,514,2,12,3
2014-03-25,506,1,1805,6,17,2.36,1239.3,20,1,42,643,24,764,2,12,3
2014-03-25,1079,1,2025,10,20,10.71,5643,12,1,19,682,18,715,2,12,3
2014-03-26,142,1,1205,6,11,0.71,554.04,20,1,20,414,18,715,3,12,3
2014-03-26,260,1,1230,13,12,1.58,962.28,20,1,19,682,18,715,3,12,3
2014-03-26,156,1,1250,5,12,1.27,666.9,12,1,46,405,33,598,3,12,3
2014-03-26,674,1,1410,6,14,4.54,1530.9,20,1,15,670,15,704,3,12,3
2014-03-26,912,1,1440,6,14,4.97,1530.9,20,1,15,670,15,704,3,12,3
2014-03-26,1525,1,1710,13,17,3.6,1749.6,20,1,26,477,25,514,3,12,3
2014-03-26,539,1,1805,6,17,3.2,1239.3,20,1,42,636,24,764,3,12,3
2014-03-26,464,1,1830,10,18,4.47,1077.3,12,1,25,741,24,764,3,12,3
2014-03-26,700,1,2025,5,20,10.01,5643,12,1,19,682,18,715,3,12,3
2014-03-27,110,1,1120,10,11,0.44,328.32,12,1,20,412,19,457,4,12,3
2014-03-27,96,1,1205,6,11,0.44,554.04,20,1,20,412,18,715,4,12,3
2014-03-27,434,1,1305,13,13,2.86,1603.8,20,1,19,682,18,715,4,12,3
2014-03-27,288,1,1340,6,13,3.48,1545.48,20,1,46,83,33,598,4,12,3
2014-03-27,167,1,1515,5,15,2.05,687.42,12,1,13,177,19,211,4,12,3
2014-03-27,683,1,1640,6,16,2.61,1399.68,20,1,26,477,25,514,4,12,3
2014-03-27,1189,1,1710,13,17,3.45,1749.6,20,1,26,477,25,514,4,12,3
2014-03-27,361,1,1805,6,17,2.02,1239.3,20,1,42,643,24,764,4,12,3
2014-03-27,688,1,2010,10,20,8.96,4924.8,12,1,32,432,18,715,4,12,3
2014-03-27,693,1,2140,5,21,5.63,4309.2,12,1,25,662,24,699,4,12,3
2014-03-28,84,1,1120,10,11,0.24,328.32,12,1,20,409,19,452,5,12,3
2014-03-28,42,1,1205,5,11,0.43,389.88,12,1,20,409,18,715,5,12,3
2014-03-28,148,1,1230,12,12,0.87,962.28,20,1,19,682,18,715,5,12,3
2014-03-28,399,1,1305,12,13,2.74,1603.8,20,1,19,682,18,715,5,12,3
2014-03-28,428,1,1410,10,14,3.16,1077.3,12,1,13,620,13,659,5,12,3
2014-03-28,477,1,1440,12,14,3.77,1530.9,20,1,13,620,13,659,5,12,3
2014-03-28,945,1,1640,12,16,2.78,1399.68,20,1,26,477,25,514,5,12,3
2014-03-28,1247,1,1710,12,17,3.42,1749.6,20,1,26,477,25,514,5,12,3
2014-03-28,536,1,1805,12,17,2.41,1239.3,20,1,26,477,24,764,5,12,3
2014-03-28,315,1,1900,5,18,2.3,1333.8,12,1,25,741,24,764,5,12,3
2014-03-28,787,1,2005,10,20,8.27,4514.4,12,1,32,431,18,715,5,12,3
2014-03-28,337,1,2180,5,22,6.45,3591,12,1,18,593,17,631,5,12,3
2014-03-28,107,1,2360,10,24,2.52,923.4,12,1,18,594,17,632,5,12,3
2014-03-29,192,1,1350,5,13,1.63,923.4,12,1,38,119,38,137,6,12,3
2014-03-29,320,1,1510,10,15,1.04,1026,12,1,38,118,38,136,6,12,3
2014-03-29,431,1,2045,5,20,7.02,3385.8,12,1,46,405,17,338,6,12,3
2014-03-29,580,1,2170,10,22,5.3,2257.2,12,1,18,329,17,352,6,12,3
2014-03-30,970,1,1450,12,14,3.95,1924.56,20,1,38,536,40,703,0,12,3
2014-03-30,432,1,1550,5,15,2.65,1333.8,12,1,40,669,40,703,0,12,3
2014-03-30,952,1,1910,10,18,3.41,1908.36,12,1,33,32,31,30,0,12,3
2014-03-31,117,1,1250,5,12,0.86,666.9,12,1,46,405,33,598,1,13,3
2014-03-31,594,1,1410,10,14,4.34,1077.3,12,1,15,749,15,771,1,13,3
2014-03-31,275,1,1515,12,15,2.85,1020.6,20,1,15,749,19,210,1,13,3
2014-03-31,150,1,1530,5,15,1.8,666.9,12,1,15,749,19,210,1,13,3
2014-03-31,606,1,1640,10,16,1.67,718.2,12,1,26,477,25,514,1,13,3
2014-03-31,217,1,1940,5,19,2.56,1641.6,12,1,44,189,33,598,1,13,3
2014-03-31,664,1,2040,10,20,5.36,4719.6,12,1,19,682,49,701,1,13,3
2014-04-01,104,1,1120,6,11,0.86,379.08,20,1,20,414,19,459,2,13,4
2014-04-01,544,1,1410,6,14,4.14,1530.9,20,1,12,43,12,53,2,13,4
2014-04-01,268,1,1515,6,15,2.46,1020.6,20,1,12,43,42,689,2,13,4
2014-04-01,332,1,1610,6,16,2.02,758.16,20,1,20,205,19,214,2,13,4
2014-04-01,381,1,1805,6,17,1.98,1283.04,20,1,42,650,24,764,2,13,4
2014-04-01,430,1,1930,10,19,3.63,1590.3,12,1,33,1,32,7,2,13,4
2014-04-01,1531,1,2140,10,21,6.46,4514.4,12,1,3,762,3,783,2,13,4
2014-04-02,92,1,1015,6,10,0.53,204.12,20,1,20,414,19,459,3,13,4
2014-04-02,397,1,1305,6,13,3.86,1545.48,20,1,19,682,18,715,3,13,4
2014-04-02,434,1,1410,6,14,4.01,1530.9,20,1,12,559,12,595,3,13,4
2014-04-02,369,1,1440,6,14,3.23,1530.9,20,1,12,559,12,595,3,13,4
2014-04-02,307,1,1515,6,15,2.8,1020.6,20,1,12,559,19,212,3,13,4
2014-04-02,389,1,1610,6,16,3.38,758.16,20,1,20,203,19,212,3,13,4
2014-04-02,974,1,1710,6,17,2.79,1283.04,20,1,26,477,25,514,3,13,4
2014-04-02,443,1,1830,6,18,3.47,1428.84,20,1,25,741,24,764,3,13,4
2014-04-02,625,1,2050,11,20,5.12,3898.8,12,1,49,667,46,772,3,13,4
2014-04-03,247,1,1230,6,12,1.01,729,20,1,19,682,18,715,4,13,4
2014-04-03,456,1,1305,6,13,4.28,1545.48,20,1,19,682,18,715,4,13,4
2014-04-03,446,1,1340,10,13,3.38,1026,12,1,46,83,33,598,4,13,4
2014-04-03,508,1,1410,6,14,3.43,1530.9,20,1,15,78,15,90,4,13,4
2014-04-03,474,1,1440,6,14,4.05,1530.9,20,1,15,78,15,90,4,13,4
2014-04-03,429,1,1515,11,15,2.69,718.2,12,1,15,78,42,689,4,13,4
2014-04-03,329,1,1530,10,15,2.63,666.9,12,1,42,651,19,213,4,13,4
2014-04-03,422,1,1610,10,16,2.07,533.52,12,1,20,204,19,213,4,13,4
2014-04-03,705,1,1640,6,16,1.24,1020.6,20,1,26,477,25,514,4,13,4
2014-04-03,512,1,1900,11,18,3.45,1251.72,12,1,25,741,24,764,4,13,4
2014-04-03,852,1,2160,10,22,3.7,4309.2,12,1,25,661,24,698,4,13,4
2014-04-04,121,1,1120,6,11,0.51,379.08,20,1,20,414,19,459,5,13,4
2014-04-04,207,1,1240,6,12,1.01,874.8,20,1,19,682,42,688,5,13,4
2014-04-04,337,1,1305,6,13,3.1,1545.48,20,1,19,682,18,715,5,13,4
2014-04-04,394,1,1515,6,15,3.14,1020.6,20,0,13,111,42,688,5,13,4
2014-04-04,-28,1,1530,10,15,2.44,666.9,12,0,42,650,19,215,5,13,4
2014-04-04,710,1,1640,6,16,2.17,1020.6,20,1,26,477,25,514,5,13,4
2014-04-04,1017,1,1710,11,17,2.9,902.88,12,1,26,477,25,514,5,13,4
2014-04-04,343,1,1805,6,17,1.52,1283.04,20,1,42,651,24,764,5,13,4
2014-04-04,537,1,2010,10,20,8.33,4104,12,1,32,431,18,715,5,13,4
2014-04-05,450,1,1150,10,11,0.4,307.8,12,1,26,477,25,514,6,13,4
2014-04-05,276,1,1240,6,12,0.59,729,20,0,26,477,44,187,6,13,4
2014-04-05,49,1,1250,6,12,0.81,801.9,20,0,44,173,33,598,6,13,4
2014-04-05,410,1,1410,11,13,1.66,820.8,12,1,33,105,32,122,6,13,4
2014-04-05,540,1,1510,6,15,1.68,1166.4,20,1,33,104,32,121,6,13,4
2014-04-05,419,1,1830,6,18,1.05,1676.7,20,1,28,785,27,805,6,13,4
2014-04-05,522,1,2180,10,22,4.69,2052,12,1,18,328,17,351,6,13,4
2014-04-06,52,1,905,6,8,0.7,72.9,20,1,25,55,24,66,0,13,4
2014-04-06,310,1,1242,11,12,1.43,1026,12,1,33,739,47,447,0,13,4
2014-04-06,873,1,1420,10,14,4.68,1590.3,12,1,38,536,38,573,0,13,4
2014-04-06,993,1,1610,6,16,3.1,1749.6,20,1,40,669,40,703,0,13,4
2014-04-06,904,1,1910,6,18,3.33,2478.6,20,1,33,27,31,30,0,13,4
2014-04-06,596,1,1945,6,19,3.86,2478.6,20,1,46,405,33,598,0,13,4
2014-04-06,921,1,2025,10,20,5.21,4104,12,1,33,243,32,256,0,13,4
2014-04-07,83,1,1120,10,11,0.49,266.76,12,1,20,413,19,458,1,14,4
2014-04-07,59,1,1205,6,11,0.88,510.3,20,1,20,413,18,715,1,14,4
2014-04-07,217,1,1250,6,12,0.94,947.7,20,1,42,650,33,598,1,14,4
2014-04-07,299,1,1340,11,13,2.61,1026,12,1,19,682,33,598,1,14,4
2014-04-07,308,1,1515,10,15,2.55,718.2,12,1,15,400,19,217,1,14,4
2014-04-07,626,1,1640,10,16,1.66,718.2,12,1,26,477,25,514,1,14,4
2014-04-07,496,1,1930,13,19,3.35,2259.9,20,1,33,1,32,12,1,14,4
2014-04-07,1336,1,2180,11,22,3.19,4309.2,12,1,26,731,25,755,1,14,4
2014-04-08,129,1,1120,6,11,1.01,379.08,20,1,20,414,19,459,2,14,4
2014-04-08,97,1,1205,6,11,1.36,510.3,20,1,20,414,18,715,2,14,4
2014-04-08,410,1,1305,6,13,3.64,1545.48,20,1,19,682,18,715,2,14,4
2014-04-08,390,1,1610,6,16,1.36,758.16,20,1,20,206,19,216,2,14,4
2014-04-08,293,1,1900,10,18,2.73,1385.1,12,1,26,580,25,616,2,14,4
2014-04-08,723,1,2010,11,20,7.45,4411.8,12,1,32,432,18,715,2,14,4
2014-04-09,87,1,1205,6,11,0.79,510.3,20,1,20,412,18,715,3,14,4
2014-04-09,148,1,1230,10,12,0.78,513,12,1,19,682,18,715,3,14,4
2014-04-09,197,1,1250,11,12,1.46,666.9,12,1,42,650,33,598,3,14,4
2014-04-09,253,1,1340,10,13,3.9,1026,12,1,46,83,33,598,3,14,4
2014-04-09,395,1,1945,10,19,3.75,1744.2,12,1,44,190,33,598,3,14,4
2014-04-09,779,1,2040,11,20,6.42,5130,12,1,19,682,46,486,3,14,4
2014-04-09,1460,1,2160,10,22,4.89,5335.2,12,1,38,536,38,573,3,14,4
2014-04-10,57,1,950,6,10,0.15,102.06,20,1,42,641,19,458,4,14,4
2014-04-10,86,1,1120,10,11,0.97,266.76,12,1,20,413,19,458,4,14,4
2014-04-10,85,1,1205,6,11,1,510.3,20,1,20,413,18,715,4,14,4
2014-04-10,231,1,1250,13,12,1.91,947.7,20,1,42,648,33,598,4,14,4
2014-04-10,286,1,1340,6,13,2.2,1458,20,1,46,83,33,598,4,14,4
2014-04-10,298,1,1900,10,18,1.74,1385.1,12,1,26,580,25,616,4,14,4
2014-04-10,384,1,1940,11,19,2.43,1641.6,12,1,44,192,33,598,4,14,4
2014-04-10,921,1,2170,10,22,6.36,4924.8,12,1,18,626,17,666,4,14,4
2014-04-11,57,1,1015,13,10,0.4,204.12,20,1,20,412,19,457,5,14,4
2014-04-11,67,1,1205,6,11,0.73,510.3,20,1,20,412,18,715,5,14,4
2014-04-11,371,1,1305,13,13,2.81,1545.48,20,1,19,682,18,715,5,14,4
2014-04-11,260,1,1340,10,13,2.5,1026,12,1,46,83,33,598,5,14,4
2014-04-11,199,1,1610,10,16,1.52,533.52,12,1,20,341,19,369,5,14,4
2014-04-11,773,1,1710,6,17,2.88,1283.04,20,1,26,477,25,514,5,14,4
2014-04-11,374,1,1830,13,17,1.89,1647.54,20,1,26,580,25,616,5,14,4
2014-04-11,386,1,1900,11,18,2.82,1385.1,12,1,26,580,25,616,5,14,4
2014-04-11,460,1,2010,10,20,7.04,4104,12,1,32,431,18,715,5,14,4
2014-04-12,333,1,1240,6,12,0.6,772.74,20,1,26,477,44,187,6,14,4
2014-04-12,356,1,1710,13,16,0.86,1253.88,20,1,33,585,32,624,6,14,4
2014-04-12,310,1,1930,10,19,3.28,1179.9,12,1,46,750,46,772,6,14,4
2014-04-12,623,1,2005,11,20,6.79,3078,12,1,32,431,18,715,6,14,4
2014-04-12,706,1,2160,11,21,4.54,2359.8,12,1,18,317,17,340,6,14,4
2014-04-12,491,1,2170,10,22,5.33,2359.8,12,1,18,317,17,340,6,14,4
2014-04-13,108,1,1105,6,10,0.52,247.86,20,1,27,42,26,52,0,14,4
2014-04-13,536,1,1340,10,13,2.31,1231.2,12,1,38,536,38,573,0,14,4
2014-04-13,444,1,1620,11,16,2.71,1077.3,12,1,40,669,46,193,0,14,4
2014-04-13,512,1,1650,10,16,3.1,1231.2,12,1,46,180,46,193,0,14,4
2014-04-13,557,1,1945,10,19,4.6,1846.8,12,1,44,173,33,598,0,14,4
2014-04-14,148,1,1015,13,10,0.01,320.76,20,1,26,477,25,514,1,15,4
2014-04-14,144,1,1205,6,11,0.36,437.4,20,1,20,412,19,456,1,15,4
2014-04-14,126,1,1230,13,12,0.5,947.7,20,1,20,411,19,456,1,15,4
