"date","Visite.gain","TypeWeekDay","length","channel","DAYPART","MMDAYPART","ChaineEcranWD","ChaineDaypartWD","ChaineMMDaypartWD","crea","budgetbrut","budgetnet","grp","grpref","tav","tavtap","EmavShort","hour","month","dayofweek"
"2014-01-19",-88,"WE",20,"M6","DAY","DAY1617","M61810WE","M6DAYWE","M6DAY1617WE","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",13770,2478.6,4.14,2.59,"DDB","DDB","66 MINUTES",17,1,1
"2014-01-19",1537,"WE",30,"M6","DAY","DAY1415","M61550WE","M6DAYWE","M6DAY1415WE","COEUR DES FEMMES 30'' v1",15000,2700,4.41,2.46,"EAL","EAL","RECHERCHE ",15,1,1
"2014-01-19",-35,"WE",20,"SerieClub","DAY","DAY1415","SerieClub1841WE","SerieClubDAYWE","SerieClubDAY1415WE","version de base",397,79.4,0.09,0.06,"AC","AC","PREUVE A L",15,1,1
"2014-01-19",3392,"WE",20,"M6","NIGHT","NIGHT2223","M62160WE","M6NIGHTWE","M6NIGHT2223WE","EFFET SCULPTANT LA FEMME 20'' v1",27540,4957.2,5.12,3.99,"DDB","DDB","ZONE INTER",22,1,1
"2014-01-19",835,"WE",30,"Teva","PEAK","PEAK","Teva2151WE","TevaPEAKWE","TevaPEAKWE","COEUR DES FEMMES 30'' v1",1210,242,0.38,0.27,"AC","AC","DROP DEAD ",21,1,1
"2014-01-19",-168,"WE",20,"SerieClub","PEAK","PEAK","SerieClub1001WE","SerieClubPEAKWE","SerieClubPEAKWE","version de base",138,27.6,0.06,0.03,"AC","AC","NEW YORK 9",21,1,1
"2014-01-19",25,"WE",20,"M6","PEAK","PEAK","M62050WE","M6PEAKWE","M6PEAKWE","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",21870,3936.6,3.65,3.18,"FBM","SPLIT","SPORT 6",20,1,1
"2014-01-19",12,"WE",30,"SerieClub","PEAK","PEAK","SerieClub2121WE","SerieClubPEAKWE","SerieClubPEAKWE","version de base",490,98,0.05,0.06,"AC","AC","FINDER (TH",20,1,1
"2014-01-19",88,"WE",30,"Teva","PEAK","PEAK","Teva2051WE","TevaPEAKWE","TevaPEAKWE","COEUR DES FEMMES 30'' v1",850,170,0.31,0.26,"EA","SPLIT","MAISON A V",20,1,1
"2014-01-19",17,"WE",30,"SerieClub","PEAK","PEAK","SerieClub2051WE","SerieClubPEAKWE","SerieClubPEAKWE","version de base",610,122,0.1,0.09,"AC","AC","PREUVE A L",20,1,1
"2014-01-19",200,"WE",30,"ParisPremiere","PEAK","PEAK","ParisPremiere2021WE","ParisPremierePEAKWE","ParisPremierePEAKWE","COEUR DES FEMMES 30'' v1",1040,208,0.24,0.14,"ACB","ACB","KAAMELOTT:",20,1,1
"2014-01-19",3002,"WE",20,"M6","ACCESS","ACCESS19","M61930WE","M6ACCESSWE","M6ACCESS19WE","EFFET SCULPTANT LA FEMME 20'' v1",17010,3061.8,5.86,3.85,"DDB","DDB","66 MINUTES",19,1,1
"2014-01-19",80,"WE",20,"ParisPremiere","ACCESS","ACCESS19","ParisPremiere1851WE","ParisPremiereACCESSWE","ParisPremiereACCESS19WE","EFFET SCULPTANT LA FEMME 20'' v1",542.7,108.54,0.3,0.14,"EAJ","EAJ","RAMSAY CAU",19,1,1
"2014-01-19",-249,"WE",20,"SerieClub","DAY","DAY1213","SerieClub1451WE","SerieClubDAYWE","SerieClubDAY1213WE","version de base",113,22.6,0.04,0.03,"AC","AC","STARGATE S",13,1,1
"2014-01-19",-60,"WE",30,"SerieClub","ACCESS","ACCESS18","SerieClub1951WE","SerieClubACCESSWE","SerieClubACCESS18WE","version de base",660,132,0.13,0.1,"AC","AC","PREUVE A L",18,1,1
"2014-01-19",3923,"WE",30,"M6","ACCESS","ACCESS18","M61830WE","M6ACCESSWE","M6ACCESS18WE","COEUR DES FEMMES 30'' v1",21000,3780,5.97,3.29,"DDB","DDB","66 MINUTES",18,1,1
"2014-01-19",4,"WE",20,"SerieClub","DAY","DAY1415","SerieClub1531WE","SerieClubDAYWE","SerieClubDAY1415WE","version de base",138,27.6,0.03,0.04,"AC","AC","STARGATE S",14,1,1
"2014-01-19",51,"WE",20,"ParisPremiere","DAY","DAY1415","ParisPremiere1511WE","ParisPremiereDAYWE","ParisPremiereDAY1415WE","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",745.2,149.04,0.25,0.13,"EAJ","EAJ","RAMSAY CAU",14,1,1
"2014-01-19",44,"WE",20,"ParisPremiere","DAY","DAY1213","ParisPremiere1411WE","ParisPremiereDAYWE","ParisPremiereDAY1213WE","EFFET SCULPTANT LA FEMME 20'' v1",534.6,106.92,0.27,0.12,"EAJ","EAJ","RAMSAY CAU",13,1,1
"2014-01-19",14,"WE",20,"SerieClub","DAY","DAY1213","SerieClub1321WE","SerieClubDAYWE","SerieClubDAY1213WE","version de base",105,21,0.05,0.03,"AC","AC","FAMILLE D'",12,1,1
"2014-01-19",0,"WE",20,"SerieClub","DAY","DAY1213","SerieClub1301WE","SerieClubDAYWE","SerieClubDAY1213WE","version de base",105,21,0.04,0.03,"AC","AC","FAMILLE D'",12,1,1
"2014-01-19",114,"WE",20,"Teva","DAY","DAY1011","Teva1131WE","TevaDAYWE","TevaDAY1011WE","EFFET SCULPTANT LA FEMME 20'' v1",461.7,92.34,0.22,0.08,"E","E","GATEAU DE ",11,1,1
"2014-01-19",-8,"WE",30,"SerieClub","DAY","DAY1011","SerieClub1141WE","SerieClubDAYWE","SerieClubDAY1011WE","version de base",90,18,0.05,0.02,"AC","AC","FAMILLE D'",10,1,1
"2014-01-19",23,"WE",20,"SerieClub","DAY","DAY0309","SerieClub0951WE","SerieClubDAYWE","SerieClubDAY0309WE","version de base",130,26,0.06,0.02,"AC","AC","NEW YORK 9",9,1,1
"2014-01-19",34,"WE",20,"SerieClub","DAY","DAY1011","SerieClub1011WE","SerieClubDAYWE","SerieClubDAY1011WE","version de base",138,27.6,0.06,0.03,"AC","AC","FAMILLE D'",10,1,1
"2014-01-19",8,"WE",30,"ParisPremiere","DAY","DAY0309","ParisPremiere0751WE","ParisPremiereDAYWE","ParisPremiereDAY0309WE","COEUR DES FEMMES 30'' v1",30,6,0,0,"EBL","SPLIT","INTERIEURS",7,1,1
"2014-01-19",-5,"WE",30,"ParisPremiere","DAY","DAY0309","ParisPremiere0741WE","ParisPremiereDAYWE","ParisPremiereDAY0309WE","COEUR DES FEMMES 30'' v1",30,6,0,0,"EBL","EBL","INTERIEURS",7,1,1
"2014-01-20",-13,"WD",20,"SerieClub","DAY","DAY1213","SerieClub1401WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",154,30.8,0.03,0.03,"AC","AC","PREUVE A L",13,1,2
"2014-01-20",6,"WD",20,"SerieClub","DAY","DAY0309","SerieClub0851WD","SerieClubDAYWD","SerieClubDAY0309WD","version de base",49,9.8,0.03,0.01,"AC","AC","FAMILLE D'",9,1,2
"2014-01-20",-6,"WD",20,"SerieClub","DAY","DAY0309","SerieClub0951WD","SerieClubDAYWD","SerieClubDAY0309WD","version de base",130,26,0.04,0.02,"AC","AC","NEW YORK 9",9,1,2
"2014-01-20",10,"WD",20,"SerieClub","DAY","DAY0309","SerieClub1001WD","SerieClubDAYWD","SerieClubDAY0309WD","version de base",138,27.6,0.05,0.02,"AC","AC","NEW YORK 9",9,1,2
"2014-01-20",770,"WD",30,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","COEUR DES FEMMES 30'' v1",1200,216,0.23,0.27,"CBB","CBB","LES REINES",10,1,2
"2014-01-20",-11,"WD",20,"SerieClub","DAY","DAY1011","SerieClub1041WD","SerieClubDAYWD","SerieClubDAY1011WD","version de base",81,16.2,0.07,0.02,"AC","AC","NEW YORK 9",10,1,2
"2014-01-20",30,"WD",20,"SerieClub","DAY","DAY1011","SerieClub1011WD","SerieClubDAYWD","SerieClubDAY1011WD","version de base",138,27.6,0.05,0.02,"AC","AC","NEW YORK 9",11,1,2
"2014-01-20",1418,"WD",30,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","COEUR DES FEMMES 30'' v1",2600,468,0.55,0.39,"ACB","ACB","DROP DEAD ",11,1,2
"2014-01-20",25,"WD",20,"SerieClub","DAY","DAY1213","SerieClub1211WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",81,16.2,0.07,0.02,"AC","AC","FAMILLE D'",12,1,2
"2014-01-20",1609,"WD",30,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","COEUR DES FEMMES 30'' v1",6000,1080,1.23,0.9,"ACB","ACB","DROP DEAD ",12,1,2
"2014-01-20",24,"WD",30,"SerieClub","DAY","DAY1213","SerieClub1251WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",120,24,0.1,0.02,"AC","SPLIT","FAMILLE D'",12,1,2
"2014-01-20",118,"WD",20,"Teva","DAY","DAY1213","Teva1301WD","TevaDAYWD","TevaDAY1213WD","EFFET SCULPTANT LA FEMME 20'' v1",1223.1,244.62,0.08,0.16,"AC","AC","DESPERATE ",13,1,2
"2014-01-20",187,"WD",30,"Teva","DAY","DAY1213","Teva1321WD","TevaDAYWD","TevaDAY1213WD","COEUR DES FEMMES 30'' v1",1450,290,0.08,0.15,"AC","AC","DESPERATE ",13,1,2
"2014-01-20",18,"WD",20,"ParisPremiere","DAY","DAY1415","ParisPremiere1411WD","ParisPremiereDAYWD","ParisPremiereDAY1415WD","EFFET SCULPTANT LA FEMME 20'' v1",429.3,85.86,0.36,0.13,"ACA","ACA","AMICALEMEN",14,1,2
"2014-01-20",34,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1521WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",284,56.8,0.13,0.05,"AC","AC","PREUVE A L",15,1,2
"2014-01-20",-12,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1601WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",259,51.8,0.15,0.05,"AC","AC","PREUVE A L",15,1,2
"2014-01-20",-7,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1611WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",259,51.8,0.15,0.05,"AC","AC","NEW YORK 9",15,1,2
"2014-01-20",1,"WD",30,"SerieClub","DAY","DAY1617","SerieClub1701WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",290,58,0.11,0.06,"AC","AC","NEW YORK 9",16,1,2
"2014-01-20",3744,"WD",30,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","COEUR DES FEMMES 30'' v1",6800,1224,2.98,1.57,"CBB","CBB","LES REINES",17,1,2
"2014-01-20",22,"WD",20,"ParisPremiere","ACCESS","ACCESS18","ParisPremiere1841WD","ParisPremiereACCESSWD","ParisPremiereACCESS18WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",510.3,102.06,0.19,0.11,"ACC","ACC","CODE QUANT",18,1,2
"2014-01-20",1223,"WD",20,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","EFFET SCULPTANT LA FEMME 20'' v1",9315,1676.7,5.03,2.62,"CBA","CBA","UN DINER P",18,1,2
"2014-01-20",87,"WD",30,"Teva","PEAK","PEAK","Teva2151WD","TevaPEAKWD","TevaPEAKWD","COEUR DES FEMMES 30'' v1",1540,308,0.29,0.16,"AA","AA","BLEU D'ENF",21,1,2
"2014-01-20",-15,"WD",20,"SerieClub","PEAK","PEAK","SerieClub2141WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",397,79.4,0,0.06,"AC","AC","PREUVE A L",21,1,2
"2014-01-20",247,"WD",30,"Teva","PEAK","PEAK","Teva2141WD","TevaPEAKWD","TevaPEAKWD","COEUR DES FEMMES 30'' v1",1790,358,0.28,0.18,"AA","AA","BLEU D'ENF",21,1,2
"2014-01-20",-45,"WD",20,"SerieClub","PEAK","PEAK","SerieClub2131WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",397,79.4,0,0.06,"AC","AC","PREUVE A L",21,1,2
"2014-01-20",3105,"WD",20,"M6","PEAK","PEAK","M62040WD","M6PEAKWD","M6PEAKWD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",40500,7290,7.15,5.27,"ACB","SPLIT","SCENES DE ",20,1,2
"2014-01-20",-32,"WD",20,"SerieClub","PEAK","PEAK","SerieClub2031WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",421,84.2,0.08,0.07,"AC","AC","EUREKA",20,1,2
"2014-01-20",217,"WD",20,"Teva","ACCESS","ACCESS19","Teva1941WD","TevaACCESSWD","TevaACCESS19WD","EFFET SCULPTANT LA FEMME 20'' v1",842.4,168.48,0.01,0.09,"AC","AC","DESPERATE ",19,1,2
"2014-01-20",25,"WD",20,"SerieClub","ACCESS","ACCESS19","SerieClub1941WD","SerieClubACCESSWD","SerieClubACCESS19WD","version de base",300,60,0.1,0.06,"AC","AC","EUREKA",19,1,2
"2014-01-20",78,"WD",30,"ParisPremiere","ACCESS","ACCESS19","ParisPremiere1921WD","ParisPremiereACCESSWD","ParisPremiereACCESS19WD","COEUR DES FEMMES 30'' v1",570,114,0.13,0.08,"ACC","ACC","CODE QUANT",19,1,2
"2014-01-20",215,"WD",30,"Teva","ACCESS","ACCESS18","Teva1841WD","TevaACCESSWD","TevaACCESS18WD","COEUR DES FEMMES 30'' v1",920,184,0,0.07,"AC","AC","DESPERATE ",18,1,2
"2014-01-20",1974,"WD",20,"M6","ACCESS","ACCESS18","M61830WD","M6ACCESSWD","M6ACCESS18WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",7695,1385.1,4.34,2.35,"CBA","CBA","UN DINER P",18,1,2
"2014-01-20",173,"WD",30,"Teva","DAY","DAY1617","Teva1801WD","TevaDAYWD","TevaDAY1617WD","COEUR DES FEMMES 30'' v1",750,150,0.01,0.06,"AC","AC","DESPERATE ",17,1,2
"2014-01-20",-24,"WD",30,"SerieClub","DAY","DAY1617","SerieClub1821WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",460,92,0.12,0.07,"AC","AC","NEW YORK 9",17,1,2
"2014-01-20",-83,"WD",20,"Teva","DAY","DAY1415","Teva1421WD","TevaDAYWD","TevaDAY1415WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",518.4,103.68,0.13,0.08,"AB","AB","19E EPOUSE",14,1,2
"2014-01-20",-30,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1451WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",227,45.4,0.04,0.04,"AC","AC","PREUVE A L",14,1,2
"2014-01-20",-226,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",7290,1312.2,6.05,1.99,"ABF","ABF","DU COURAGE",14,1,2
"2014-01-20",10,"WD",20,"ParisPremiere","DAY","DAY0309","ParisPremiere0751WD","ParisPremiereDAYWD","ParisPremiereDAY0309WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",24.3,4.86,0.01,0,"EBK","SPLIT","LA MODE LA",7,1,2
"2014-01-20",-5,"WD",20,"Teva","DAY","DAY0309","Teva0721WD","TevaDAYWD","TevaDAY0309WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",56.7,11.34,0.02,0.01,"AA","SPLIT","UN GARS, U",7,1,2
"2014-01-20",13,"WD",20,"ParisPremiere","DAY","DAY0309","ParisPremiere0721WD","ParisPremiereDAYWD","ParisPremiereDAY0309WD","EFFET SCULPTANT LA FEMME 20'' v1",24.3,4.86,0.01,0,"EBL","EBL","TRES TRES ",7,1,2
"2014-01-21",-14,"WD",30,"SerieClub","PEAK","PEAK","SerieClub2131WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",310,62,0.05,0.04,"AC","AC","STARGATE S",21,1,3
"2014-01-21",175,"WD",20,"ParisPremiere","NIGHT","NIGHT2223","ParisPremiere2211WD","ParisPremiereNIGHTWD","ParisPremiereNIGHT2223WD","EFFET SCULPTANT LA FEMME 20'' v1",769.5,153.9,0.38,0.19,"AAB","AAB","L ATTAQUE ",22,1,3
"2014-01-21",328,"WD",30,"Teva","NIGHT","NIGHT2223","Teva2151WD","TevaNIGHTWD","TevaNIGHT2223WD","COEUR DES FEMMES 30'' v1",2570,514,0.19,0.2,"EA","EA","MAISON A V",22,1,3
"2014-01-21",36,"WD",20,"SerieClub","PEAK","PEAK","SerieClub2051WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",267,53.4,0.08,0.05,"AC","AC","EUREKA",20,1,3
"2014-01-21",2405,"WD",20,"M6","PEAK","PEAK","M62050WD","M6PEAKWD","M6PEAKWD","EFFET SCULPTANT LA FEMME 20'' v1",30780,5540.4,5.66,5.13,"EBJ","SPLIT","UNE MINUTE",20,1,3
"2014-01-21",-27,"WD",30,"Teva","PEAK","PEAK","Teva2051WD","TevaPEAKWD","TevaPEAKWD","COEUR DES FEMMES 30'' v1",2010,402,0.14,0.15,"J","SPLIT","FEMMES EN ",20,1,3
"2014-01-21",36,"WD",30,"ParisPremiere","ACCESS","ACCESS19","ParisPremiere2021WD","ParisPremiereACCESSWD","ParisPremiereACCESS19WD","COEUR DES FEMMES 30'' v1",860,172,0.1,0.14,"ACB","ACB","KAAMELOTT:",19,1,3
"2014-01-21",1780,"WD",20,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","EFFET SCULPTANT LA FEMME 20'' v1",12150,2187,4.22,2.88,"DDB","DDB","100 POUR 1",19,1,3
"2014-01-21",7,"WD",20,"SerieClub","ACCESS","ACCESS18","SerieClub1921WD","SerieClubACCESSWD","SerieClubACCESS18WD","version de base",284,56.8,0.09,0.05,"AC","AC","EUREKA",18,1,3
"2014-01-21",796,"WD",30,"M6","ACCESS","ACCESS18","M61830WD","M6ACCESSWD","M6ACCESS18WD","COEUR DES FEMMES 30'' v1",9500,1710,3.08,1.87,"CBA","CBA","UN DINER P",18,1,3
"2014-01-21",-35,"WD",30,"SerieClub","DAY","DAY1617","SerieClub1821WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",320,64,0.16,0.06,"AC","AC","NEW YORK 9",17,1,3
"2014-01-21",24,"WD",20,"ParisPremiere","DAY","DAY1415","ParisPremiere1511WD","ParisPremiereDAYWD","ParisPremiereDAY1415WD","EFFET SCULPTANT LA FEMME 20'' v1",405,81,0.29,0.1,"ACA","ACA","AMICALEMEN",15,1,3
"2014-01-21",-9,"WD",20,"SerieClub","DAY","DAY1617","SerieClub1611WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",227,45.4,0.17,0.04,"AC","AC","NEW YORK 9",16,1,3
"2014-01-21",1257,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","EFFET SCULPTANT LA FEMME 20'' v1",5022,903.96,3.36,1.75,"ABB","SPLIT","UNE VIE DE",15,1,3
"2014-01-21",44,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1601WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",227,45.4,0.17,0.04,"AC","AC","PREUVE A L",15,1,3
"2014-01-21",-2,"WD",20,"ParisPremiere","DAY","DAY1415","ParisPremiere1421WD","ParisPremiereDAYWD","ParisPremiereDAY1415WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",388.8,77.76,0.3,0.12,"ACA","ACA","AMICALEMEN",14,1,3
"2014-01-21",-44,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1451WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",178,35.6,0.08,0.03,"AC","AC","PREUVE A L",14,1,3
"2014-01-21",88,"WD",20,"Teva","DAY","DAY1213","Teva1411WD","TevaDAYWD","TevaDAY1213WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",542.7,108.54,0.08,0.07,"AC","SPLIT","DESPERATE ",13,1,3
"2014-01-21",0,"WD",20,"SerieClub","DAY","DAY1213","SerieClub1401WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",138,27.6,0.06,0.02,"AC","AC","PREUVE A L",13,1,3
"2014-01-21",254,"WD",20,"Teva","DAY","DAY1213","Teva1321WD","TevaDAYWD","TevaDAY1213WD","EFFET SCULPTANT LA FEMME 20'' v1",1206.9,241.38,0.06,0.15,"AC","AC","DESPERATE ",13,1,3
"2014-01-21",-329,"WD",20,"SerieClub","DAY","DAY1213","SerieClub1341WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",73,14.6,0.02,0.01,"EB","SPLIT","UN GARS, U",13,1,3
"2014-01-21",86,"WD",30,"Teva","DAY","DAY1213","Teva1301WD","TevaDAYWD","TevaDAY1213WD","COEUR DES FEMMES 30'' v1",1670,334,0.05,0.17,"AC","AC","DESPERATE ",13,1,3
"2014-01-21",13,"WD",20,"SerieClub","DAY","DAY1213","SerieClub1251WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",73,14.6,0.05,0.01,"AC","SPLIT","FAMILLE D'",12,1,3
"2014-01-21",9,"WD",20,"SerieClub","DAY","DAY1213","SerieClub1211WD","SerieClubDAYWD","SerieClubDAY1213WD","version de base",57,11.4,0.05,0.01,"AC","AC","FAMILLE D'",12,1,3
"2014-01-21",46,"WD",30,"Teva","DAY","DAY1011","Teva1211WD","TevaDAYWD","TevaDAY1011WD","COEUR DES FEMMES 30'' v1",1060,212,0.03,0.1,"AB","SPLIT","RENDEZ-VOU",11,1,3
"2014-01-21",834,"WD",20,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","EFFET SCULPTANT LA FEMME 20'' v1",972,174.96,0.18,0.22,"CBB","CBB","LES REINES",10,1,3
"2014-01-21",-4,"WD",20,"SerieClub","DAY","DAY0309","SerieClub0951WD","SerieClubDAYWD","SerieClubDAY0309WD","version de base",89,17.8,0.04,0.01,"AC","AC","NEW YORK 9",9,1,3
"2014-01-21",16,"WD",20,"SerieClub","DAY","DAY0309","SerieClub0921WD","SerieClubDAYWD","SerieClubDAY0309WD","version de base",65,13,0.04,0.01,"AC","AC","FAMILLE D'",9,1,3
"2014-01-21",-12,"WD",30,"SerieClub","DAY","DAY0309","SerieClub0851WD","SerieClubDAYWD","SerieClubDAY0309WD","version de base",90,18,0.05,0.02,"AC","AC","FAMILLE D'",8,1,3
"2014-01-21",11,"WD",30,"ParisPremiere","DAY","DAY0309","ParisPremiere0751WD","ParisPremiereDAYWD","ParisPremiereDAY0309WD","COEUR DES FEMMES 30'' v1",30,6,0,0,"EBF","SPLIT","HOTELS DU ",7,1,3
"2014-01-21",2,"WD",20,"ParisPremiere","DAY","DAY0309","ParisPremiere0721WD","ParisPremiereDAYWD","ParisPremiereDAY0309WD","EFFET SCULPTANT LA FEMME 20'' v1",24.3,4.86,0,0,"EBL","EBL","INTERIEURS",7,1,3
"2014-01-22",27,"WD",30,"Teva","DAY","DAY1011","Teva1211WD","TevaDAYWD","TevaDAY1011WD","COEUR DES FEMMES 30'' v1",1020,204,0.03,0.1,"AC","AC","ALI BABA E",11,1,4
"2014-01-22",5177,"WD",30,"M6","PEAK","PEAK","M62160WD","M6PEAKWD","M6PEAKWD","COEUR DES FEMMES 30'' v1",46000,8280,6.6,5.42,"EAL","EAL","RECHERCHE ",21,1,4
"2014-01-22",263,"WD",30,"Teva","PEAK","PEAK","Teva2151WD","TevaPEAKWD","TevaPEAKWD","COEUR DES FEMMES 30'' v1",1280,256,0.18,0.13,"EA","EA","RELOOKING ",21,1,4
"2014-01-22",11,"WD",30,"SerieClub","PEAK","PEAK","SerieClub2141WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",240,48,0.07,0.04,"AC","AC","NIH : ALER",21,1,4
"2014-01-22",236,"WD",30,"Teva","PEAK","PEAK","Teva2141WD","TevaPEAKWD","TevaPEAKWD","COEUR DES FEMMES 30'' v1",1450,290,0.17,0.13,"EA","EA","RELOOKING ",21,1,4
"2014-01-22",-3,"WD",30,"SerieClub","PEAK","PEAK","SerieClub2131WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",240,48,0.07,0.04,"AC","AC","NIH : ALER",21,1,4
"2014-01-22",551,"WD",20,"M6","PEAK","PEAK","M62045WD","M6PEAKWD","M6PEAKWD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",34020,6123.6,5.64,4.79,"EBJ","SPLIT","UNE MINUTE",20,1,4
"2014-01-22",42,"WD",20,"SerieClub","PEAK","PEAK","SerieClub2031WD","SerieClubPEAKWD","SerieClubPEAKWD","version de base",340,68,0.12,0.07,"AC","AC","EUREKA",20,1,4
"2014-01-22",61,"WD",30,"ParisPremiere","PEAK","PEAK","ParisPremiere2021WD","ParisPremierePEAKWD","ParisPremierePEAKWD","COEUR DES FEMMES 30'' v1",880,176,0.09,0.14,"ACB","ACB","KAAMELOTT:",20,1,4
"2014-01-22",2093,"WD",30,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","COEUR DES FEMMES 30'' v1",11500,2070,3.95,2.76,"CBA","CBA","UN DINER P",18,1,4
"2014-01-22",1257,"WD",20,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","EFFET SCULPTANT LA FEMME 20'' v1",12150,2187,5.21,2.97,"DDB","DDB","100 POUR 1",19,1,4
"2014-01-22",-48,"WD",30,"SerieClub","DAY","DAY1617","SerieClub1821WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",400,80,0.18,0.06,"AC","AC","NEW YORK 9",17,1,4
"2014-01-22",-15,"WD",20,"SerieClub","DAY","DAY1617","SerieClub1701WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",235,47,0.15,0.06,"AC","AC","NEW YORK 9",16,1,4
"2014-01-22",3746,"WD",30,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","COEUR DES FEMMES 30'' v1",6800,1224,2.09,1.75,"CBB","CBB","LES REINES",17,1,4
"2014-01-22",-12,"WD",20,"SerieClub","DAY","DAY1617","SerieClub1611WD","SerieClubDAYWD","SerieClubDAY1617WD","version de base",267,53.4,0.16,0.05,"AC","AC","NEW YORK 9",16,1,4
"2014-01-22",-27,"WD",20,"ParisPremiere","DAY","DAY1617","ParisPremiere1721WD","ParisPremiereDAYWD","ParisPremiereDAY1617WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",494.1,98.82,0.19,0.11,"ACC","ACC","CODE QUANT",16,1,4
"2014-01-22",849,"WD",30,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","COEUR DES FEMMES 30'' v1",6200,1116,3.51,1.27,"ABA","SPLIT","OPERATION ",15,1,4
"2014-01-22",1995,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",7290,1312.2,3.83,1.8,"ABA","ABA","OPERATION ",14,1,4
"2014-01-22",-71,"WD",20,"SerieClub","DAY","DAY1415","SerieClub1451WD","SerieClubDAYWD","SerieClubDAY1415WD","version de base",162,32.4,0.11,0.03,"AC","AC","PREUVE A L",14,1,4
"2014-01-22",406,"WD",30,"Teva","DAY","DAY1213","Teva1321WD","TevaDAYWD","TevaDAY1213WD","COEUR DES FEMMES 30'' v1",1600,320,0.05,0.18,"AC","AC","DESPERATE ",13,1,4
"2014-01-22",112,"WD",20,"Teva","DAY","DAY1213","Teva1301WD","TevaDAYWD","TevaDAY1213WD","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1271.7,254.34,0.05,0.18,"AC","AC","DESPERATE ",12,1,4
