"date","Visite.gain","TypeWeekDay","length","channel","DAYPART","MMDAYPART","ChaineEcranWD","ChaineDaypartWD","ChaineMMDaypartWD","crea","budgetbrut","budgetnet","grp","grpref","tav","tavtap","EmavShort","hour","month","dayofweek"
"2014-04-01",304,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4212,758.16,2.02,1.07,"ACC","ACC","DR EMILY O",16,4,3
"2014-04-01",254,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5670,1020.6,2.46,1.29,"ABA","SPLIT","A QUOI PEN",15,4,3
"2014-04-01",480,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.14,2.06,"ABA","ABA","A QUOI PEN",14,4,3
"2014-04-01",81,"WD",20,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","effet sculptant",2106,379.08,0.86,0.47,"ACC","ACC","LA PETITE ",11,4,3
"2014-04-02",545,"WD",12,"M6","PEAK","PEAK","M62050WD","M6PEAKWD","M6PEAKWD","la lingerie pour toutes les morpho",21660,3898.8,5.12,3.33,"FBG","SPLIT","RALLYE AIC",20,4,4
"2014-04-02",409,"WD",20,"M6","ACCESS","ACCESS18","M61830WD","M6ACCESSWD","M6ACCESS18WD","effet sculptant",7938,1428.84,3.47,1.53,"CBA","CBA","UN DINER P",18,4,4
"2014-04-02",874,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,2.79,1.43,"CBB","CBB","LES REINES",17,4,4
"2014-04-02",381,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4212,758.16,3.38,1.14,"ACC","ACC","DR EMILY O",16,4,4
"2014-04-02",247,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5670,1020.6,2.8,1.08,"ABA","SPLIT","MES ENFANT",15,4,4
"2014-04-02",362,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,3.23,1.34,"ABA","ABA","MES ENFANT",14,4,4
"2014-04-02",402,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.01,1.44,"ABA","ABA","MES ENFANT",14,4,4
"2014-04-02",387,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.86,1.99,"ACB","ACB","SCENES DE ",13,4,4
"2014-04-02",88,"WD",20,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","effet sculptant",1134,204.12,0.53,0.23,"ACC","ACC","LA PETITE ",10,4,4
"2014-04-03",854,"WD",12,"M6","NIGHT","NIGHT2223","M62160WD","M6NIGHTWD","M6NIGHT2223WD","la chaussure pour toutes les morpho'",23940,4309.2,3.7,3.49,"CBA","CBA","QU EST-CE ",22,4,5
"2014-04-03",471,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la lingerie pour toutes les morpho",6954,1251.72,3.45,1.77,"CBA","CBA","UN DINER P",18,4,5
"2014-04-03",641,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",5670,1020.6,1.24,1.15,"CBB","CBB","LES REINES",16,4,5
"2014-04-03",390,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",2964,533.52,2.07,1.01,"ACC","ACC","DR EMILY O",16,4,5
"2014-04-03",303,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3705,666.9,2.63,1.06,"EBD","SPLIT","PLUS VITE ",15,4,5
"2014-04-03",378,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3990,718.2,2.69,1.14,"ABF","SPLIT","AMOUR MARI",15,4,5
"2014-04-03",418,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.05,1.54,"ABF","ABF","AMOUR MARI",14,4,5
"2014-04-03",468,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,3.43,1.69,"ABF","ABF","AMOUR MARI",14,4,5
"2014-04-03",393,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5700,1026,3.38,1.59,"EBL","SPLIT","ASTUCE DE ",13,4,5
"2014-04-03",404,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,4.28,1.71,"ACB","ACB","SCENES DE ",13,4,5
"2014-04-03",235,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",4050,729,1.01,0.57,"ACB","ACB","SCENES DE ",12,4,5
"2014-04-04",489,"WD",12,"M6","PEAK","PEAK","M62010WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",22800,4104,8.33,4.26,"DAA","SPLIT","LE 1945:NA",20,4,6
"2014-04-04",335,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,1.52,0.81,"EBD","SPLIT","PLUS VITE ",17,4,6
"2014-04-04",963,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",5016,902.88,2.9,1.53,"CBB","CBB","LES REINES",17,4,6
"2014-04-04",631,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","effet sculptant",5670,1020.6,2.17,1.07,"CBB","CBB","LES REINES",16,4,6
"2014-04-04",128,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3705,666.9,2.44,1.04,"EBD","SPLIT","PLUS VITE ",15,4,6
"2014-04-04",276,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.1,1.45,"ACB","ACB","SCENES DE ",13,4,6
"2014-04-04",189,"WD",20,"M6","DAY","DAY1213","M61240WD","M6DAYWD","M6DAY1213WD","effet sculptant",4860,874.8,1.01,0.87,"ACB","SPLIT","SCENES DE ",12,4,6
"2014-04-04",109,"WD",20,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","effet sculptant",2106,379.08,0.51,0.42,"ACC","ACC","LA PETITE ",11,4,6
"2014-04-05",482,"WE",12,"M6","NIGHT","NIGHT2223","M62180WE","M6NIGHTWE","M6NIGHT2223WE","la chaussure pour toutes les morpho'",11400,2052,4.69,2.69,"ACA","ACA","HAWAII 5-0",22,4,7
"2014-04-05",374,"WE",20,"M6","ACCESS","ACCESS18","M61830WE","M6ACCESSWE","M6ACCESS18WE","effet sculptant",9315,1676.7,1.05,1.16,"CD","CD","Y A QUE LE",18,4,7
"2014-04-05",513,"WE",20,"M6","DAY","DAY1415","M61510WE","M6DAYWE","M6DAY1415WE","effet sculptant",6480,1166.4,1.68,1.09,"DDB","DDB","C EST MA V",15,4,7
"2014-04-05",374,"WE",12,"M6","DAY","DAY1213","M61410WE","M6DAYWE","M6DAY1213WE","la lingerie pour toutes les morpho",4560,820.8,1.66,1.38,"DDB","DDB","C EST MA V",13,4,7
"2014-04-05",233,"WE",20,"M6","DAY","DAY1213","M61250WE","M6DAYWE","M6DAY1213WE","effet sculptant",4455,801.9,0.81,0.83,"EBJ","SPLIT","CULTURES L",12,4,7
"2014-04-05",408,"WE",12,"M6","DAY","DAY1011","M61150WE","M6DAYWE","M6DAY1011WE","la chaussure pour toutes les morpho'",1710,307.8,0.4,0.45,"CBB","CBB","LES REINES",11,4,7
"2014-04-06",861,"WE",12,"M6","PEAK","PEAK","M62025WE","M6PEAKWE","M6PEAKWE","la chaussure pour toutes les morpho'",22800,4104,5.21,4.13,"DDB","DDB","E EGAL M6:",20,4,1
"2014-04-06",533,"WE",20,"M6","ACCESS","ACCESS19","M61945WE","M6ACCESSWE","M6ACCESS19WE","effet sculptant",13770,2478.6,3.86,2.43,"EBL","SPLIT","LA MINUTE ",19,4,1
"2014-04-06",797,"WE",20,"M6","ACCESS","ACCESS18","M61910WE","M6ACCESSWE","M6ACCESS18WE","effet sculptant",13770,2478.6,3.33,2.17,"DDB","SPLIT","66 MINUTES",18,4,1
"2014-04-06",853,"WE",20,"M6","DAY","DAY1617","M61610WE","M6DAYWE","M6DAY1617WE","effet sculptant",9720,1749.6,3.1,2.07,"EAL","EAL","RECHERCHE ",16,4,1
"2014-04-06",814,"WE",12,"M6","DAY","DAY1415","M61420WE","M6DAYWE","M6DAY1415WE","la chaussure pour toutes les morpho'",8835,1590.3,4.68,3.31,"EAJ","EAJ","MAISON A V",14,4,1
"2014-04-06",277,"WE",12,"M6","DAY","DAY1213","M61242WE","M6DAYWE","M6DAY1213WE","la lingerie pour toutes les morpho",5700,1026,1.43,1.58,"DDB","SPLIT","TURBO:REPO",12,4,1
"2014-04-06",38,"WE",20,"M6","DAY","DAY0309","M60905WE","M6DAYWE","M6DAY0309WE","effet sculptant",405,72.9,0.7,0.22,"CBA","CBA","ABSOLUMENT",8,4,1
"2014-04-07",1270,"WD",12,"M6","NIGHT","NIGHT2223","M62180WD","M6NIGHTWD","M6NIGHT2223WD","la lingerie pour toutes les morpho",23940,4309.2,3.19,3.65,"CBB","CBB","TOP CHEF -",22,4,2
"2014-04-07",481,"WD",20,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","la terrasse",12555,2259.9,3.35,1.98,"DDB","DDB","100 POUR 1",19,4,2
"2014-04-07",585,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",3990,718.2,1.66,1,"CBB","CBB","LES REINES",16,4,2
"2014-04-07",278,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3990,718.2,2.55,1.15,"ABF","SPLIT","LA FEMME I",15,4,2
"2014-04-07",252,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",5700,1026,2.61,1.1,"ACB","SPLIT","SCENES DE ",13,4,2
"2014-04-07",167,"WD",20,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","effet sculptant",5265,947.7,0.94,0.86,"EBD","SPLIT","PLUS VITE ",12,4,2
"2014-04-07",43,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","effet sculptant",2835,510.3,0.88,0.39,"ACC","SPLIT","LA PETITE ",11,4,2
"2014-04-07",65,"WD",12,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",1482,266.76,0.49,0.41,"ACC","ACC","LA PETITE ",11,4,2
"2014-04-08",684,"WD",12,"M6","PEAK","PEAK","M62010WD","M6PEAKWD","M6PEAKWD","la lingerie pour toutes les morpho",24510,4411.8,7.45,4.87,"DAA","SPLIT","LE 1945:XA",20,4,3
"2014-04-08",262,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la chaussure pour toutes les morpho'",7695,1385.1,2.73,1.41,"CBB","CBB","MON BISTRO",18,4,3
"2014-04-08",327,"WD",20,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","effet sculptant",4212,758.16,1.36,0.73,"ACC","ACC","DR EMILY O",16,4,3
"2014-04-08",391,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","effet sculptant",8586,1545.48,3.64,1.67,"ACB","ACB","SCENES DE ",13,4,3
"2014-04-08",88,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","effet sculptant",2835,510.3,1.36,0.42,"ACC","SPLIT","LA PETITE ",11,4,3
"2014-04-08",116,"WD",20,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","effet sculptant",2106,379.08,1.01,0.54,"ACC","ACC","LA PETITE ",11,4,3
"2014-04-09",1322,"WD",12,"M6","NIGHT","NIGHT2223","M62160WD","M6NIGHTWD","M6NIGHT2223WD","la chaussure pour toutes les morpho'",29640,5335.2,4.89,4.01,"EAJ","EAJ","MAISON A V",22,4,4
"2014-04-09",725,"WD",12,"M6","PEAK","PEAK","M62040WD","M6PEAKWD","M6PEAKWD","la lingerie pour toutes les morpho",28500,5130,6.42,4.19,"ACB","SPLIT","SCENES DE ",20,4,4
"2014-04-09",384,"WD",12,"M6","ACCESS","ACCESS19","M61945WD","M6ACCESSWD","M6ACCESS19WD","la chaussure pour toutes les morpho'",9690,1744.2,3.75,2.36,"EBJ","SPLIT","DES INVENT",19,4,4
"2014-04-09",223,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5700,1026,3.9,1.3,"EBL","SPLIT","ASTUCE DE ",13,4,4
"2014-04-09",183,"WD",12,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",3705,666.9,1.46,1.11,"EBD","SPLIT","PLUS VITE ",12,4,4
"2014-04-09",151,"WD",12,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",2850,513,0.78,0.57,"ACB","ACB","SCENES DE ",12,4,4
"2014-04-09",65,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","effet sculptant",2835,510.3,0.79,0.33,"ACC","SPLIT","LA PETITE ",11,4,4
"2014-04-10",880,"WD",12,"M6","NIGHT","NIGHT2223","M62170WD","M6NIGHTWD","M6NIGHT2223WD","la chaussure pour toutes les morpho'",27360,4924.8,6.36,3.34,"ACA","ACA","PERCEPTION",22,4,5
"2014-04-10",347,"WD",12,"M6","ACCESS","ACCESS19","M61940WD","M6ACCESSWD","M6ACCESS19WD","la lingerie pour toutes les morpho",9120,1641.6,2.43,2.11,"EBJ","SPLIT","DES INVENT",19,4,5
"2014-04-10",280,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la chaussure pour toutes les morpho'",7695,1385.1,1.74,1.11,"CBB","CBB","MON BISTRO",18,4,5
"2014-04-10",269,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",8100,1458,2.2,1.35,"EBL","SPLIT","ASTUCE DE ",13,4,5
"2014-04-10",208,"WD",20,"M6","DAY","DAY1213","M61250WD","M6DAYWD","M6DAY1213WD","la terrasse",5265,947.7,1.91,1,"EBD","SPLIT","PLUS VITE ",12,4,5
"2014-04-10",66,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","effet sculptant",2835,510.3,1,0.31,"ACC","SPLIT","LA PETITE ",11,4,5
"2014-04-10",81,"WD",12,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",1482,266.76,0.97,0.3,"ACC","ACC","LA PETITE ",11,4,5
"2014-04-10",55,"WD",20,"M6","DAY","DAY1011","M60950WD","M6DAYWD","M6DAY1011WD","effet sculptant",567,102.06,0.15,0.09,"EBD","SPLIT","PLUS VITE ",10,4,5
"2014-04-11",436,"WD",12,"M6","PEAK","PEAK","M62010WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",22800,4104,7.04,4.08,"DAA","SPLIT","LE 1945:NA",20,4,6
"2014-04-11",352,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la lingerie pour toutes les morpho",7695,1385.1,2.82,1.16,"CBB","CBB","MON BISTRO",18,4,6
"2014-04-11",336,"WD",20,"M6","DAY","DAY1617","M61830WD","M6DAYWD","M6DAY1617WD","la terrasse",9153,1647.54,1.89,0.8,"CBB","CBB","MON BISTRO",17,4,6
"2014-04-11",728,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,2.88,1.33,"CBB","CBB","LES REINES",17,4,6
"2014-04-11",192,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",2964,533.52,1.52,0.76,"ACC","ACC","HAWTHORNE:",16,4,6
"2014-04-11",242,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5700,1026,2.5,1.48,"EBL","SPLIT","ASTUCE DE ",13,4,6
"2014-04-11",356,"WD",20,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","la terrasse",8586,1545.48,2.81,1.33,"ACB","ACB","SCENES DE ",13,4,6
"2014-04-11",60,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","effet sculptant",2835,510.3,0.73,0.36,"ACC","SPLIT","LA PETITE ",11,4,6
"2014-04-11",46,"WD",20,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la terrasse",1134,204.12,0.4,0.13,"ACC","ACC","LA PETITE ",10,4,6
"2014-04-12",463,"WE",12,"M6","NIGHT","NIGHT2223","M62170WE","M6NIGHTWE","M6NIGHT2223WE","la chaussure pour toutes les morpho'",13110,2359.8,5.33,3.1,"ACA","ACA","HAWAII 5-0",22,4,7
"2014-04-12",667,"WE",12,"M6","PEAK","PEAK","M62160WE","M6PEAKWE","M6PEAKWE","la lingerie pour toutes les morpho",13110,2359.8,4.54,3.07,"ACA","ACA","HAWAII 5-0",21,4,7
"2014-04-12",543,"WE",12,"M6","PEAK","PEAK","M62005WE","M6PEAKWE","M6PEAKWE","la lingerie pour toutes les morpho",17100,3078,6.79,3.12,"DAA","SPLIT","LE 1945:NA",20,4,7
"2014-04-12",286,"WE",12,"M6","ACCESS","ACCESS19","M61930WE","M6ACCESSWE","M6ACCESS19WE","la chaussure pour toutes les morpho'",6555,1179.9,3.28,2.16,"EBL","EBL","UN TRESOR ",19,4,7
"2014-04-12",347,"WE",20,"M6","DAY","DAY1617","M61710WE","M6DAYWE","M6DAY1617WE","la terrasse",6966,1253.88,0.86,0.69,"DDB","DDB","MUST CELEB",16,4,7
"2014-04-12",321,"WE",20,"M6","DAY","DAY1213","M61240WE","M6DAYWE","M6DAY1213WE","effet sculptant",4293,772.74,0.6,0.71,"CBB","SPLIT","LES REINES",12,4,7
"2014-04-13",528,"WE",12,"M6","ACCESS","ACCESS19","M61945WE","M6ACCESSWE","M6ACCESS19WE","la chaussure pour toutes les morpho'",10260,1846.8,4.6,2.94,"EBJ","SPLIT","CULTURES L",19,4,1
"2014-04-13",478,"WE",12,"M6","DAY","DAY1617","M61650WE","M6DAYWE","M6DAY1617WE","la chaussure pour toutes les morpho'",6840,1231.2,3.1,1.6,"EBL","EBL","DECO - M6 ",16,4,1
"2014-04-13",404,"WE",12,"M6","DAY","DAY1617","M61620WE","M6DAYWE","M6DAY1617WE","la lingerie pour toutes les morpho",5985,1077.3,2.71,1.82,"EAL","SPLIT","RECHERCHE ",16,4,1
"2014-04-13",498,"WE",12,"M6","DAY","DAY1213","M61340WE","M6DAYWE","M6DAY1213WE","la chaussure pour toutes les morpho'",6840,1231.2,2.31,2.32,"EAJ","EAJ","MAISON A V",13,4,1
"2014-04-13",104,"WE",20,"M6","DAY","DAY1011","M61105WE","M6DAYWE","M6DAY1011WE","effet sculptant",1377,247.86,0.52,0.36,"CC","CC","A MOURIR D",10,4,1
"2014-04-14",725,"WD",12,"M6","PEAK","PEAK","M62010WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",24510,4411.8,7.51,4.51,"DAA","SPLIT","LE 1945:BE",20,4,2
"2014-04-14",354,"WD",12,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","la chaussure pour toutes les morpho'",8835,1590.3,2.79,2.01,"DDB","DDB","100 POUR 1",19,4,2
"2014-04-14",420,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",3990,718.2,2.59,1.07,"CBB","CBB","LES REINES",16,4,2
"2014-04-14",252,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3705,666.9,2.98,1.29,"ABF","SPLIT","AMOUR RIME",15,4,2
"2014-04-14",490,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,6.03,2.21,"ABF","ABF","AMOUR RIME",14,4,2
"2014-04-14",122,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","la terrasse",5265,947.7,0.5,0.69,"ACC","ACC","LA PETITE ",12,4,2
"2014-04-14",134,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","effet sculptant",2430,437.4,0.36,0.47,"ACC","ACC","LA PETITE ",11,4,2
"2014-04-14",129,"WD",20,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la terrasse",1782,320.76,0.01,0.17,"CBB","CBB","LES REINES",10,4,2
"2014-04-15",718,"WD",12,"M6","PEAK","PEAK","M62040WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",26220,4719.6,6.27,4.34,"ACB","SPLIT","SCENES DE ",20,4,3
"2014-04-15",609,"WD",12,"M6","PEAK","PEAK","M62005WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",24510,4411.8,6.88,4.44,"DAA","SPLIT","LE 1945:BE",20,4,3
"2014-04-15",385,"WD",20,"M6","ACCESS","ACCESS18","M61830WD","M6ACCESSWD","M6ACCESS18WD","la terrasse",9153,1647.54,1.52,1.2,"CBA","CBA","UN DINER P",18,4,3
"2014-04-15",435,"WD",12,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3990,718.2,2.4,1,"CBB","CBB","LES REINES",16,4,3
"2014-04-15",167,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3705,666.9,2.2,0.84,"EBD","SPLIT","PLUS VITE ",15,4,3
"2014-04-15",190,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","effet sculptant",5670,1020.6,1.79,0.88,"ABF","SPLIT","POUR LES Y",15,4,3
"2014-04-15",164,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","la terrasse",2430,437.4,0.63,0.41,"ACC","ACC","LA PETITE ",11,4,3
"2014-04-15",110,"WD",20,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la terrasse",1782,320.76,0,0.1,"CBB","CBB","LES REINES",10,4,3
"2014-04-15",72,"WD",20,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","effet sculptant",2106,379.08,0.25,0.37,"ACC","ACC","LA PETITE ",11,4,3
"2014-04-16",835,"WD",12,"M6","PEAK","PEAK","M62025WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",28500,5130,8.26,5.04,"ACB","ACB","SCENES DE ",20,4,4
"2014-04-16",314,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la lingerie pour toutes les morpho",7695,1385.1,1.67,1.39,"CBA","CBA","UN DINER P",18,4,4
"2014-04-16",312,"WD",12,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","la chaussure pour toutes les morpho'",5016,902.88,1.22,1.07,"EBD","SPLIT","PLUS VITE ",17,4,4
"2014-04-16",707,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",5016,902.88,2.64,1.4,"CBB","CBB","LES REINES",17,4,4
"2014-04-16",253,"WD",20,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la terrasse",5670,1020.6,3.1,1.21,"ABC","SPLIT","L ENFANT P",15,4,4
"2014-04-16",408,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",8505,1530.9,4.53,1.82,"ABC","ABC","L ENFANT P",14,4,4
"2014-04-16",442,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la terrasse",8505,1530.9,3.95,1.78,"ABC","ABC","L ENFANT P",14,4,4
"2014-04-16",94,"WD",12,"M6","DAY","DAY1213","M61240WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",3534,636.12,0.36,0.55,"ACC","SPLIT","LA PETITE ",12,4,4
"2014-04-16",141,"WD",20,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","effet sculptant",5265,947.7,0.56,0.59,"ACC","ACC","LA PETITE ",12,4,4
"2014-04-16",168,"WD",20,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","effet sculptant",1782,320.76,0.31,0.21,"CBB","CBB","LES REINES",10,4,4
"2014-04-16",163,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","la terrasse",2430,437.4,0.5,0.44,"ACC","ACC","LA PETITE ",11,4,4
"2014-04-17",592,"WD",12,"M6","NIGHT","NIGHT2223","M62180WD","M6NIGHTWD","M6NIGHT2223WD","la chaussure pour toutes les morpho'",22800,4104,4.65,2.62,"ACA","ACA","PERCEPTION",22,4,5
"2014-04-17",638,"WD",12,"M6","PEAK","PEAK","M62045WD","M6PEAKWD","M6PEAKWD","la lingerie pour toutes les morpho",29640,5335.2,6.44,3.96,"EBL","SPLIT","LES FINES ",20,4,5
"2014-04-17",383,"WD",12,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","la lingerie pour toutes les morpho",8835,1590.3,4.39,2.06,"DDB","DDB","100 POUR 1",19,4,5
"2014-04-17",284,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la lingerie pour toutes les morpho",7695,1385.1,2.99,1.42,"CBA","CBA","UN DINER P",18,4,5
"2014-04-17",330,"WD",12,"M6","ACCESS","ACCESS18","M61830WD","M6ACCESSWD","M6ACCESS18WD","la chaussure pour toutes les morpho'",6441,1159.38,1.5,1.16,"CBA","CBA","UN DINER P",18,4,5
"2014-04-17",270,"WD",20,"M6","DAY","DAY1617","M61805WD","M6DAYWD","M6DAY1617WD","effet sculptant",7128,1283.04,1.67,0.76,"EBD","SPLIT","PLUS VITE ",17,4,5
"2014-04-17",420,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la terrasse",5670,1020.6,3.03,0.91,"CBB","CBB","LES REINES",16,4,5
"2014-04-17",144,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","effet sculptant",5265,947.7,2.78,1.07,"EBD","SPLIT","PLUS VITE ",15,4,5
"2014-04-17",230,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3990,718.2,3.39,1.28,"ABF","SPLIT","PEPILLO L ",15,4,5
